Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8e-06,19.914011,[15 22] ; [31  3],[23.97183099 13.02816901] ; [22.02816901 11.97183099],1
s3,1,2e-05,18.225,[11 25] ; [29  7],[20. 16.] ; [20. 16.],1
s7,1,0.005665,7.653782,[12 24] ; [22 11],[17.73913043 18.26086957] ; [16.26086957 16.73913043],0
s8,1,0.005838,7.599644,[ 8 29] ; [19 17],[13.68493151 23.31506849] ; [13.31506849 22.68493151],0
v2,1,0.006726,7.344686,[11 26] ; [21 13],[16.67605634 20.32394366] ; [15.32394366 18.67605634],0
s5,1,0.010072,6.622205,[ 6 31] ; [15 19],[10.94366197 26.05633803] ; [10.05633803 23.94366197],0
p4,1,0.053116,3.74026,[18 18] ; [26 10],[22. 14.] ; [22. 14.],0
r3,1,0.090397,2.867292,[30  7] ; [33  2],[32.375  4.625] ; [30.625  4.375],0
d4,1,0.10191,2.6754,[26 11] ; [31  5],[28.89041096  8.10958904] ; [28.10958904  7.89041096],0
p1,1,0.113206,2.50888,[ 2 35] ; [ 6 29],[ 4.11111111 32.88888889] ; [ 3.88888889 31.11111111],0
p5,1,0.159022,1.983499,[ 3 34] ; [ 7 29],[ 5.06849315 31.93150685] ; [ 4.93150685 31.06849315],0
u2,1,0.170007,1.882882,[4 9] ; [9 7],[5.82758621 7.17241379] ; [7.17241379 8.82758621],0
v3,1,0.191575,1.705466,[12 24] ; [17 18],[14.70422535 21.29577465] ; [14.29577465 20.70422535],0
p6,1,0.198931,1.650206,[13 24] ; [18 18],[15.71232877 21.28767123] ; [15.28767123 20.71232877],0
n4,1,0.250613,1.319882,[22 15] ; [26 10],[24.32876712 12.67123288] ; [23.67123288 12.32876712],0
n1,1,0.256299,1.288636,[7 3] ; [5 6],[5.71428571 4.28571429] ; [6.28571429 4.71428571],0
a3,1,0.258694,1.275731,[24 11] ; [20 16],[21.69014085 13.30985915] ; [22.30985915 13.69014085],0
p12,1,0.290577,1.116946,[ 1 36] ; [ 3 33],[ 2.02739726 34.97260274] ; [ 1.97260274 34.02739726],0
d3,1,0.328123,0.956292,[25 12] ; [28  8],[26.8630137 10.1369863] ; [26.1369863  9.8630137],0
r1,1,0.383988,0.757895,[30  6] ; [27  9],[28.5  7.5] ; [28.5  7.5],0
b5,1,0.413894,0.667586,[25 12] ; [21 15],[23.31506849 13.68493151] ; [22.68493151 13.31506849],0
p2,1,0.443484,0.587252,[27 10] ; [29  7],[28.38356164  8.61643836] ; [27.61643836  8.38356164],0
p9,1,0.45771,0.551489,[22 14] ; [25 11],[23.5 12.5] ; [23.5 12.5],0
d5,1,0.464863,0.53416,[26 11] ; [28  8],[27.36986301  9.63013699] ; [26.63013699  9.36986301],0
s4,1,0.514632,0.424638,[ 6 31] ; [ 8 28],[ 7.09589041 29.90410959] ; [ 6.90410959 29.09589041],0
r4,1,0.52593,0.40225,[31  6] ; [32  4],[31.93150685  5.06849315] ; [31.06849315  4.93150685],0
a7,1,0.561738,0.336705,[26 11] ; [23 13],[24.83561644 12.16438356] ; [24.16438356 11.83561644],0
a2,1,0.562094,0.336091,[ 7 30] ; [ 5 31],[ 6.08219178 30.91780822] ; [ 5.91780822 30.08219178],0
b1,1,0.566249,0.328999,[14 23] ; [16 20],[15.20547945 21.79452055] ; [14.79452055 21.20547945],0
s1,1,0.571791,0.319695,[ 2 35] ; [ 1 35],[ 1.52054795 35.47945205] ; [ 1.47945205 34.52054795],0
v4,1,0.620496,0.245171,[35  2] ; [33  3],[34.46575342  2.53424658] ; [33.53424658  2.46575342],0
p7,1,0.623627,0.240803,[22 14] ; [24 12],[23. 13.] ; [23. 13.],0
a8,1,0.640918,0.217544,[ 2 29] ; [ 3 28],[ 2.5 28.5] ; [ 2.5 28.5],0
n3,1,0.664558,0.188034,[6 5] ; [7 4],[6.5 4.5] ; [6.5 4.5],0
n6,1,0.682976,0.166795,[27 10] ; [27  8],[27.75  9.25] ; [26.25  8.75],0
p10,1,0.697192,0.151409,[22 15] ; [23 13],[22.80821918 14.19178082] ; [22.19178082 13.80821918],0
v1,1,0.728863,0.120159,[17 20] ; [18 18],[17.73972603 19.26027397] ; [17.26027397 18.73972603],0
d2,1,0.728863,0.120159,[17 20] ; [18 18],[17.73972603 19.26027397] ; [17.26027397 18.73972603],0
n5,1,0.739785,0.110316,[24 13] ; [22 14],[23.31506849 13.68493151] ; [22.68493151 13.31506849],0
u3,1,0.742787,0.107692,[6 7] ; [6 9],[5.57142857 7.42857143] ; [6.42857143 8.57142857],0
b3,1,0.752172,0.099715,[ 5 16] ; [ 4 10],[ 5.4 15.6] ; [ 3.6 10.4],0
b2,1,0.752172,0.099715,[ 5 16] ; [ 4 10],[ 5.4 15.6] ; [ 3.6 10.4],0
a5,1,0.871155,0.026306,[24 13] ; [24 12],[24.32876712 12.67123288] ; [23.67123288 12.32876712],0
a6,1,0.902926,0.014876,[19 18] ; [19 17],[19.26027397 17.73972603] ; [18.73972603 17.26027397],0
p3,1,0.902926,0.014876,[19 18] ; [19 17],[19.26027397 17.73972603] ; [18.73972603 17.26027397],0
b4,1,0.922115,0.009559,[22 15] ; [21 15],[21.79452055 15.20547945] ; [21.20547945 14.79452055],0
d1,1,0.922115,0.009559,[22 15] ; [21 15],[21.79452055 15.20547945] ; [21.20547945 14.79452055],0
u1,1,0.958595,0.002695,[ 6 31] ; [ 6 30],[ 6.08219178 30.91780822] ; [ 5.91780822 30.08219178],0
n2,1,1.0,0.0,[9 2] ; [9 2],[9. 2.] ; [9. 2.],0
a4,1,1.0,0.0,[14 22] ; [14 22],[14. 22.] ; [14. 22.],0
r2,1,1.0,0.0,[34  2] ; [34  2],[34.  2.] ; [34.  2.],0
