Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,48.378361,[175  73] ; [ 97 149],[136.55060729 111.44939271] ; [135.44939271 110.55060729],1
v3,1,0.0,29.516103,[122 122] ; [ 66 185],[ 92.67070707 151.32929293] ; [ 95.32929293 155.67070707],1
n5,1,2.4e-05,17.879154,[206  49] ; [164  92],[184.63796477  70.36203523] ; [185.36203523  70.63796477],1
p4,1,9.3e-05,15.28264,[163  93] ; [119 137],[141. 115.] ; [141. 115.],1
p3,1,0.000286,13.160206,[135 121] ; [ 95 163],[114.55252918 141.44747082] ; [115.44747082 142.55252918],1
p10,1,0.000849,11.131266,[209  44] ; [180  77],[192.9745098  60.0254902] ; [196.0254902  60.9745098],1
p2,1,0.001078,10.688819,[224  31] ; [199  60],[209.8540856  45.1459144] ; [213.1459144  45.8540856],0
p9,1,0.001722,9.824082,[217  36] ; [192  65],[202.89607843  50.10392157] ; [206.10392157  50.89607843],0
p6,1,0.006741,7.34065,[ 91 159] ; [ 65 192],[ 76.92307692 173.07692308] ; [ 79.07692308 177.92307692],0
p11,1,0.010818,6.494947,[215  41] ; [194  65],[203.30873786  52.69126214] ; [205.69126214  53.30873786],0
r2,1,0.012172,6.285663,[252   2] ; [246  11],[247.53816047   6.46183953] ; [250.46183953   6.53816047],0
r1,1,0.012661,6.215894,[226  29] ; [209  50],[215.807393  39.192607] ; [219.192607  39.807393],0
s6,1,0.013653,6.082451,[160  95] ; [133 123],[146.21330724 108.78669276] ; [146.78669276 109.21330724],0
n6,1,0.014394,5.989146,[220  36] ; [201  58],[209.27378641  46.72621359] ; [211.72621359  47.27378641],0
a5,1,0.015686,5.837707,[192  64] ; [169  90],[179.44854369  76.55145631] ; [181.55145631  77.44854369],0
n4,1,0.015925,5.811157,[205  51] ; [183  75],[193.24513619  62.75486381] ; [194.75486381  63.24513619],0
s7,1,0.020231,5.391833,[110 134] ; [ 86 161],[ 97.401222 146.598778] ; [ 98.598778 148.401222],0
b3,1,0.022591,5.199662,[ 65 104] ; [ 37 104],[ 55.60645161 113.39354839] ; [46.39354839 94.60645161],0
b2,1,0.022591,5.199662,[ 65 104] ; [ 37 104],[ 55.60645161 113.39354839] ; [46.39354839 94.60645161],0
p8,1,0.026398,4.929761,[136 113] ; [115 142],[123.51581028 125.48418972] ; [127.48418972 129.51581028],0
p7,1,0.036469,4.375046,[163  85] ; [145 111],[151.55555556  96.44444444] ; [156.44444444  99.55555556],0
u4,1,0.053028,3.743047,[  8 248] ; [  2 257],[  4.97087379 251.02912621] ; [  5.02912621 253.97087379],0
v4,1,0.070071,3.281364,[251   4] ; [247  11],[247.54385965   7.45614035] ; [250.45614035   7.54385965],0
b1,1,0.084449,2.977119,[ 85 171] ; [105 154],[ 94.44660194 161.55339806] ; [ 95.55339806 163.44660194],0
b5,1,0.084449,2.977119,[171  85] ; [154 105],[161.55339806  94.44660194] ; [163.44660194  95.55339806],0
s8,1,0.090631,2.863123,[102 153] ; [ 85 174],[ 92.77237354 162.22762646] ; [ 94.22762646 164.77237354],0
p12,1,0.207995,1.585328,[ 16 237] ; [ 10 248],[ 12.87279843 240.12720157] ; [ 13.12720157 244.87279843],0
p1,1,0.258663,1.275899,[ 19 236] ; [ 13 245],[ 15.90643275 239.09356725] ; [ 16.09356725 241.90643275],0
r3,1,0.262289,1.256634,[253   2] ; [254   5],[251.52723735   3.47276265] ; [255.47276265   3.52723735],0
p5,1,0.298015,1.083057,[ 16 238] ; [ 11 248],[ 13.36842105 240.63157895] ; [ 13.63157895 245.36842105],0
a4,1,0.302935,1.061228,[110 143] ; [101 158],[104.26367188 148.73632812] ; [106.73632812 152.26367188],0
u1,1,0.303051,1.060721,[ 44 212] ; [ 36 223],[ 39.76699029 216.23300971] ; [ 40.23300971 218.76699029],0
s3,1,0.326145,0.964143,[116 137] ; [129 128],[121.53921569 131.46078431] ; [123.46078431 133.53921569],0
s4,1,0.333053,0.936991,[ 25 230] ; [ 32 224],[ 28.44422701 226.55577299] ; [ 28.55577299 227.44422701],0
u3,1,0.390768,0.736552,[47 31] ; [45 39],[44.2962963 33.7037037] ; [47.7037037 36.2962963],0
a3,1,0.42377,0.639837,[178  76] ; [173  86],[173.78947368  80.21052632] ; [177.21052632  81.78947368],0
a7,1,0.453105,0.562872,[197  58] ; [192  66],[193.3625731  61.6374269] ; [195.6374269  62.3625731],0
a2,1,0.475219,0.509814,[ 58 198] ; [ 52 207],[ 54.67961165 201.32038835] ; [ 55.32038835 203.67961165],0
d2,1,0.483579,0.490782,[120 136] ; [113 145],[116.04669261 139.95330739] ; [116.95330739 141.04669261],0
d1,1,0.496632,0.462126,[146 110] ; [140 119],[142.16699029 113.83300971] ; [143.83300971 115.16699029],0
a8,1,0.508882,0.436365,[ 34 189] ; [ 32 212],[ 31.51605996 191.48394004] ; [ 34.48394004 209.51605996],0
b4,1,0.548345,0.36029,[151 105] ; [146 113],[147.63495146 108.36504854] ; [149.36504854 109.63495146],0
d5,1,0.599757,0.275363,[206  50] ; [202  55],[203.60233918  52.39766082] ; [204.39766082  52.60233918],0
s1,1,0.60329,0.270062,[  6 247] ; [  8 248],[  6.95874263 246.04125737] ; [  7.04125737 248.95874263],0
n1,1,0.605164,0.267277,[14 24] ; [23 49],[12.78181818 25.21818182] ; [24.21818182 47.78181818],0
d3,1,0.797321,0.065954,[178  78] ; [176  81],[176.65497076  79.34502924] ; [177.34502924  79.65497076],0
u2,1,0.812788,0.056089,[44 33] ; [47 38],[43.25308642 33.74691358] ; [47.74691358 37.25308642],0
a6,1,0.889666,0.019245,[183  73] ; [183  75],[182.28793774  73.71206226] ; [183.71206226  74.28793774],0
