Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,55.191773,[ 3 27] ; [65 10],[19.42857143 10.57142857] ; [48.57142857 26.42857143],1
r3,1,0.0,27.146023,[ 9 21] ; [62 13],[20.28571429  9.71428571] ; [50.71428571 24.28571429],1
r2,1,3.4e-05,17.177053,[16 12] ; [69  6],[23.10679612  4.89320388] ; [61.89320388 13.10679612],1
r1,1,3.7e-05,17.040984,[ 8 22] ; [53 22],[17.42857143 12.57142857] ; [43.57142857 31.42857143],1
s6,1,0.000663,11.588974,[ 4 26] ; [36 37],[11.65048544 18.34951456] ; [28.34951456 44.65048544],1
n6,1,0.000773,11.303892,[11 18] ; [55 20],[18.40384615 10.59615385] ; [47.59615385 27.40384615],1
p11,1,0.000822,11.190789,[ 6 24] ; [42 33],[13.71428571 16.28571429] ; [34.28571429 40.71428571],1
u3,1,0.001063,10.714286,[ 2 12] ; [19  9],[7. 7.] ; [14. 14.],0
n2,1,0.005036,7.866472,[ 6 10] ; [23  6],[10.31111111  5.68888889] ; [18.68888889 10.31111111],0
p10,1,0.005947,7.566308,[ 6 24] ; [36 37],[12.23300971 17.76699029] ; [29.76699029 43.23300971],0
s8,1,0.005975,7.557958,[ 2 28] ; [24 50],[ 7.5 22.5] ; [18.5 55.5],0
p9,1,0.006362,7.444899,[ 8 22] ; [40 31],[14.25742574 15.74257426] ; [33.74257426 37.25742574],0
b5,1,0.008151,7.0,[12 18] ; [51 24],[18. 12.] ; [45. 30.],0
p1,1,0.015311,5.880376,[ 7 23] ; [ 5 70],[ 3.42857143 26.57142857] ; [ 8.57142857 66.42857143],0
p4,1,0.016461,5.752958,[ 3 27] ; [24 49],[ 7.86407767 22.13592233] ; [19.13592233 53.86407767],0
a1,1,0.020729,5.349474,[ 6 24] ; [ 4 71],[ 2.85714286 27.14285714] ; [ 7.14285714 67.85714286],0
n3,1,0.022542,5.203439,[ 6 10] ; [19  7],[9.52380952 6.47619048] ; [15.47619048 10.52380952],0
s2,1,0.047251,3.936436,[ 5 25] ; [27 47],[ 9.23076923 20.76923077] ; [22.76923077 51.23076923],0
v1,1,0.051725,3.784643,[ 5 25] ; [26 46],[ 9.11764706 20.88235294] ; [21.88235294 50.11764706],0
s5,1,0.067626,3.339729,[ 2 28] ; [15 54],[ 5.15151515 24.84848485] ; [11.84848485 57.15151515],0
s7,1,0.06961,3.292181,[ 4 23] ; [23 46],[ 7.59375 19.40625] ; [19.40625 49.59375],0
u1,1,0.075034,3.169314,[ 1 29] ; [12 63],[ 3.71428571 26.28571429] ; [ 9.28571429 65.71428571],0
d5,1,0.086608,2.936311,[14 16] ; [48 26],[17.88461538 12.11538462] ; [44.11538462 29.88461538],0
p6,1,0.108317,2.578604,[ 1 28] ; [11 64],[ 3.34615385 25.65384615] ; [ 8.65384615 66.34615385],0
u2,1,0.124907,2.354691,[ 4 10] ; [15 13],[6.33333333 7.66666667] ; [12.66666667 15.33333333],0
d3,1,0.138104,2.198956,[11 19] ; [39 35],[14.42307692 15.57692308] ; [35.57692308 38.42307692],0
a2,1,0.17296,1.857099,[ 3 27] ; [16 59],[ 5.42857143 24.57142857] ; [13.57142857 61.42857143],0
p3,1,0.17973,1.799858,[ 5 25] ; [22 53],[ 7.71428571 22.28571429] ; [19.28571429 55.71428571],0
s3,1,0.203023,1.620495,[ 8 21] ; [30 43],[10.80392157 18.19607843] ; [27.19607843 45.80392157],0
s1,1,0.203737,1.615385,[ 6 24] ; [ 8 67],[ 4. 26.] ; [10. 65.],0
a4,1,0.20784,1.586406,[ 9 20] ; [33 41],[11.82524272 17.17475728] ; [30.17475728 43.82524272],0
p5,1,0.221358,1.495549,[ 1 28] ; [ 8 64],[ 2.58415842 26.41584158] ; [ 6.41584158 65.58415842],0
d1,1,0.260234,1.267511,[10 20] ; [34 41],[12.57142857 17.42857143] ; [31.42857143 43.57142857],0
n4,1,0.338045,0.917832,[21  9] ; [45 30],[18.85714286 11.14285714] ; [47.14285714 27.85714286],0
a5,1,0.349575,0.875,[15 15] ; [45 30],[17.14285714 12.85714286] ; [42.85714286 32.14285714],0
a6,1,0.377712,0.778134,[15 15] ; [44 30],[17.01923077 12.98076923] ; [41.98076923 32.01923077],0
b2,1,0.381133,0.767044,[10 11] ; [19 33],[ 8.34246575 12.65753425] ; [20.65753425 31.34246575],0
b3,1,0.381133,0.767044,[10 11] ; [19 33],[ 8.34246575 12.65753425] ; [20.65753425 31.34246575],0
d4,1,0.383175,0.76049,[18 12] ; [51 23],[19.90384615 10.09615385] ; [49.09615385 24.90384615],0
a7,1,0.386476,0.75,[14 16] ; [42 33],[16. 14.] ; [40. 35.],0
a8,1,0.41284,0.670608,[ 4 26] ; [ 6 68],[ 2.88461538 27.11538462] ; [ 7.11538462 66.88461538],0
a3,1,0.434691,0.610257,[16 13] ; [47 27],[17.73786408 11.26213592] ; [45.26213592 28.73786408],0
p12,1,0.498214,0.458738,[ 1 29] ; [ 1 74],[ 0.57142857 29.42857143] ; [ 1.42857143 73.57142857],0
n5,1,0.528736,0.39682,[21  9] ; [47 27],[19.61538462 10.38461538] ; [48.38461538 25.61538462],0
b4,1,0.534844,0.38518,[18 12] ; [40 35],[16.57142857 13.42857143] ; [41.42857143 33.57142857],0
d2,1,0.551858,0.353999,[15 14] ; [33 40],[13.64705882 15.35294118] ; [34.35294118 38.64705882],0
p8,1,0.555777,0.347068,[ 4 25] ; [14 61],[ 5.01923077 23.98076923] ; [12.98076923 62.01923077],0
p7,1,0.587522,0.294231,[ 6 24] ; [18 54],[ 7.05882353 22.94117647] ; [16.94117647 55.05882353],0
s4,1,0.840379,0.040566,[ 4 26] ; [11 63],[ 4.32692308 25.67307692] ; [10.67307692 63.32692308],0
b1,1,0.853041,0.034314,[15 15] ; [39 36],[15.42857143 14.57142857] ; [38.57142857 36.42857143],0
v3,1,0.918606,0.010443,[ 7 23] ; [17 53],[ 7.2 22.8] ; [16.8 53.2],0
n1,1,1.0,0.0,[8 8] ; [14 14],[8. 8.] ; [14. 14.],0
