Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,85.536238,[172  10] ; [15 27],[151.9375  30.0625] ; [35.0625  6.9375],1
p11,1,0.0,34.736903,[155  27] ; [18 24],[140.5625  41.4375] ; [32.4375  9.5625],1
n6,1,6.3e-05,16.018558,[164  18] ; [27 14],[155.88340807  26.11659193] ; [35.11659193  5.88340807],1
n5,1,0.000382,12.615876,[147  35] ; [23 19],[138.125  43.875] ; [31.875 10.125],1
r2,1,0.000687,11.525196,[171  10] ; [32  9],[165.50900901  15.49099099] ; [37.49099099  3.50900901],1
p2,1,0.0019,9.643768,[165  16] ; [31 11],[159.08520179  21.91479821] ; [36.91479821  5.08520179],0
s1,1,0.002158,9.410096,[  7 173] ; [ 7 35],[ 11.35135135 168.64864865] ; [ 2.64864865 39.35135135],0
p8,1,0.00251,9.132993,[117  64] ; [16 25],[108.43693694  72.56306306] ; [24.56306306 16.43693694],0
n4,1,0.004788,7.95797,[149  33] ; [26 16],[142.1875  39.8125] ; [32.8125  9.1875],0
s8,1,0.008362,6.954363,[93 89] ; [12 30],[85.3125 96.6875] ; [19.6875 22.3125],0
v4,1,0.009588,6.709801,[177   5] ; [37  5],[173.875   8.125] ; [40.125  1.875],0
p7,1,0.013704,6.075873,[134  47] ; [23 19],[127.43049327  53.56950673] ; [29.56950673 12.43049327],0
s5,1,0.016525,5.746142,[ 70 104] ; [ 8 32],[ 63.42056075 110.57943925] ; [14.57943925 25.42056075],0
r1,1,0.02968,4.727717,[142  40] ; [26 16],[136.5  45.5] ; [31.5 10.5],0
v1,1,0.036609,4.368492,[82 95] ; [12 30],[ 75.97260274 101.02739726] ; [18.02739726 23.97260274],0
r3,1,0.047472,3.928576,[171  10] ; [36  6],[168.01345291  12.98654709] ; [38.98654709  3.01345291],0
a3,1,0.047656,3.922061,[124  57] ; [22 20],[118.50224215  62.49775785] ; [27.49775785 14.50224215],0
a5,1,0.050632,3.820397,[132  50] ; [24 18],[126.75  55.25] ; [29.25 12.75],0
u2,1,0.051769,3.783207,[37 20] ; [ 8 12],[33.31168831 23.68831169] ; [11.68831169  8.31168831],0
a6,1,0.053935,3.714708,[120  62] ; [21 21],[114.5625  67.4375] ; [26.4375 15.5625],0
p6,1,0.055073,3.679873,[90 91] ; [14 28],[84.41255605 96.58744395] ; [19.58744395 22.41255605],0
s7,1,0.061195,3.504709,[97 75] ; [16 24],[91.67924528 80.32075472] ; [21.32075472 18.67924528],0
d4,1,0.066435,3.368983,[148  33] ; [29 13],[143.66367713  37.33632287] ; [33.33632287  8.66367713],0
s2,1,0.069232,3.30113,[105  75] ; [18 24],[99.72972973 80.27027027] ; [23.27027027 18.72972973],0
r4,1,0.069284,3.299898,[162  20] ; [33  9],[158.4375  23.5625] ; [36.5625  5.4375],0
n1,1,0.069562,3.293337,[11 23] ; [9 6],[13.87755102 20.12244898] ; [6.12244898 8.87755102],0
a2,1,0.077436,3.117907,[ 39 143] ; [ 4 38],[ 34.9375 147.0625] ; [ 8.0625 33.9375],0
d5,1,0.098923,2.722821,[146  35] ; [29 13],[142.04035874  38.95964126] ; [32.95964126  9.04035874],0
d1,1,0.110495,2.547125,[107  75] ; [19 23],[102.375  79.625] ; [23.625 18.375],0
s6,1,0.137418,2.206637,[130  47] ; [26 16],[126.08219178  50.91780822] ; [29.91780822 12.08219178],0
u3,1,0.219494,1.507675,[34 23] ; [15  5],[36.27272727 20.72727273] ; [12.72727273  7.27272727],0
a4,1,0.229612,1.443261,[88 94] ; [16 26],[84.5 97.5] ; [19.5 22.5],0
a7,1,0.256155,1.289421,[129  53] ; [26 16],[125.9375  56.0625] ; [29.0625 12.9375],0
n3,1,0.271878,1.207245,[23 10] ; [8 7],[21.3125 11.6875] ; [9.6875 5.3125],0
b5,1,0.362531,0.829107,[103  79] ; [27 15],[105.625  76.375] ; [24.375 17.625],0
u1,1,0.381346,0.766359,[ 25 157] ; [ 8 34],[ 26.8125 155.1875] ; [ 6.1875 35.8125],0
d3,1,0.48864,0.47952,[127  55] ; [27 15],[125.125  56.875] ; [28.875 13.125],0
b1,1,0.50669,0.440897,[85 97] ; [22 20],[86.9375 95.0625] ; [20.0625 21.9375],0
u4,1,0.514706,0.424489,[  2 180] ; [ 1 41],[  2.4375 179.5625] ; [ 0.5625 41.4375],0
v3,1,0.645627,0.211457,[ 35 142] ; [ 7 35],[ 33.94520548 143.05479452] ; [ 8.05479452 33.94520548],0
b2,1,0.65762,0.196427,[43 71] ; [10 20],[41.95833333 72.04166667] ; [11.04166667 18.95833333],0
b3,1,0.65762,0.196427,[43 71] ; [10 20],[41.95833333 72.04166667] ; [11.04166667 18.95833333],0
n2,1,0.742876,0.107615,[21 13] ; [10  5],[21.51020408 12.48979592] ; [9.48979592 5.51020408],0
p5,1,0.750583,0.101041,[ 27 152] ; [ 7 34],[ 27.66363636 151.33636364] ; [ 6.33636364 34.66363636],0
d2,1,0.863734,0.029454,[84 98] ; [20 22],[84.5 97.5] ; [19.5 22.5],0
a8,1,0.864447,0.029144,[ 20 149] ; [ 5 34],[ 20.3125 148.6875] ; [ 4.6875 34.3125],0
b4,1,0.880129,0.022742,[102  80] ; [23 19],[101.5625  80.4375] ; [23.4375 18.5625],0
s3,1,0.902037,0.015151,[109  71] ; [25 17],[108.64864865  71.35135135] ; [25.35135135 16.64864865],0
a1,1,0.917476,0.010736,[  8 174] ; [ 2 40],[  8.125 173.875] ; [ 1.875 40.125],0
p3,1,0.92747,0.008286,[115  66] ; [27 15],[115.25560538  65.74439462] ; [26.74439462 15.25560538],0
p1,1,0.946738,0.004463,[ 21 161] ; [ 5 37],[ 21.125 160.875] ; [ 4.875 37.125],0
s4,1,0.96037,0.002469,[ 43 136] ; [10 31],[ 43.12272727 135.87727273] ; [ 9.87727273 31.12272727],0
