Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.004215,8.188586,[7 6] ; [ 4 27],[3.25 9.75] ; [ 7.75 23.25],0
s8,1,0.012872,6.18668,[8 5] ; [ 7 24],[4.43181818 8.56818182] ; [10.56818182 20.43181818],0
b3,1,0.028574,4.793067,[5 5] ; [ 2 15],[2.59259259 7.40740741] ; [ 4.40740741 12.59259259],0
b2,1,0.028574,4.793067,[5 5] ; [ 2 15],[2.59259259 7.40740741] ; [ 4.40740741 12.59259259],0
p3,1,0.042203,4.127047,[7 6] ; [ 7 24],[4.13636364 8.86363636] ; [ 9.86363636 21.13636364],0
r1,1,0.042203,4.127047,[7 6] ; [ 7 24],[4.13636364 8.86363636] ; [ 9.86363636 21.13636364],0
n3,1,0.073638,3.2,[3 3] ; [9 1],[4.5 1.5] ; [7.5 2.5],0
s3,1,0.117895,2.445062,[6 7] ; [ 7 24],[3.84090909 9.15909091] ; [ 9.15909091 21.84090909],0
s6,1,0.119247,2.427181,[10  3] ; [16 15],[7.68181818 5.31818182] ; [18.31818182 12.68181818],0
a5,1,0.119247,2.427181,[10  3] ; [16 15],[7.68181818 5.31818182] ; [18.31818182 12.68181818],0
p7,1,0.119247,2.427181,[10  3] ; [16 15],[7.68181818 5.31818182] ; [18.31818182 12.68181818],0
d5,1,0.119247,2.427181,[10  3] ; [16 15],[7.68181818 5.31818182] ; [18.31818182 12.68181818],0
d4,1,0.129627,2.296963,[11  2] ; [19 12],[8.86363636 4.13636364] ; [21.13636364  9.86363636],0
v1,1,0.179662,1.800418,[7 6] ; [10 21],[5.02272727 7.97727273] ; [11.97727273 19.02272727],0
s5,1,0.181746,1.783292,[5 8] ; [ 6 25],[3.25 9.75] ; [ 7.75 23.25],0
b5,1,0.234929,1.410765,[5 8] ; [18 13],[6.79545455 6.20454545] ; [16.20454545 14.79545455],0
s4,1,0.272019,1.206538,[4 9] ; [ 5 26],[ 2.65909091 10.34090909] ; [ 6.34090909 24.65909091],0
p8,1,0.32155,0.98263,[8 5] ; [14 17],[6.5 6.5] ; [15.5 15.5],0
p10,1,0.340156,0.909843,[11  2] ; [22  9],[9.75 3.25] ; [23.25  7.75],0
a4,1,0.340156,0.909843,[ 2 11] ; [ 9 22],[3.25 9.75] ; [ 7.75 23.25],0
d2,1,0.375678,0.784798,[4 9] ; [14 17],[5.31818182 7.68181818] ; [12.68181818 18.31818182],0
p6,1,0.40122,0.704665,[5 8] ; [ 8 23],[3.84090909 9.15909091] ; [ 9.15909091 21.84090909],0
n1,1,0.423711,0.64,[3 3] ; [3 7],[2.25 3.75] ; [3.75 6.25],0
p4,1,0.425539,0.634969,[8 5] ; [15 16],[6.79545455 6.20454545] ; [16.20454545 14.79545455],0
a3,1,0.425539,0.634969,[8 5] ; [15 16],[6.79545455 6.20454545] ; [16.20454545 14.79545455],0
a8,1,0.435392,0.608397,[ 1 12] ; [ 5 25],[ 1.81395349 11.18604651] ; [ 4.18604651 25.81395349],0
p2,1,0.45167,0.566457,[11  2] ; [23  8],[10.04545455  2.95454545] ; [23.95454545  7.04545455],0
p9,1,0.45167,0.566457,[11  2] ; [23  8],[10.04545455  2.95454545] ; [23.95454545  7.04545455],0
b4,1,0.469111,0.524069,[6 7] ; [18 13],[7.09090909 5.90909091] ; [16.90909091 14.09090909],0
n4,1,0.487662,0.481682,[9 4] ; [18 13],[7.97727273 5.02272727] ; [19.02272727 11.97727273],0
s2,1,0.540089,0.375375,[5 8] ; [ 9 22],[4.13636364 8.86363636] ; [ 9.86363636 21.13636364],0
d1,1,0.542519,0.370891,[ 3 10] ; [10 21],[3.84090909 9.15909091] ; [ 9.15909091 21.84090909],0
a6,1,0.546328,0.363937,[8 5] ; [16 15],[7.09090909 5.90909091] ; [16.90909091 14.09090909],0
n2,1,0.550985,0.355556,[4 2] ; [8 2],[4.5 1.5] ; [7.5 2.5],0
p5,1,0.585633,0.297215,[ 3 10] ; [ 5 26],[ 2.36363636 10.63636364] ; [ 5.63636364 25.36363636],0
p12,1,0.586282,0.296189,[ 2 11] ; [ 3 28],[ 1.47727273 11.52272727] ; [ 3.52272727 27.47727273],0
d3,1,0.598735,0.276909,[6 7] ; [17 14],[6.79545455 6.20454545] ; [16.20454545 14.79545455],0
r4,1,0.617387,0.249557,[4 9] ; [12 19],[4.72727273 8.27272727] ; [11.27272727 19.72727273],0
u2,1,0.626928,0.23625,[4 1] ; [11  5],[3.57142857 1.42857143] ; [11.42857143  4.57142857],0
n6,1,0.735937,0.11373,[9 4] ; [23  8],[9.45454545 3.54545455] ; [22.54545455  8.45454545],0
b1,1,0.741078,0.109181,[7 6] ; [15 16],[6.5 6.5] ; [15.5 15.5],0
v4,1,0.763406,0.090608,[9 4] ; [20 11],[8.56818182 4.43181818] ; [20.43181818 10.56818182],0
p1,1,0.834464,0.043672,[ 1 12] ; [ 3 28],[ 1.18181818 11.81818182] ; [ 2.81818182 28.18181818],0
r3,1,0.858499,0.031786,[11  2] ; [26  4],[11.18604651  1.81395349] ; [25.81395349  4.18604651],0
u1,1,0.881579,0.022191,[ 1 12] ; [ 2 29],[ 0.88636364 12.11363636] ; [ 2.11363636 28.88636364],0
v2,1,0.892364,0.01831,[6 7] ; [15 16],[6.20454545 6.79545455] ; [14.79545455 16.20454545],0
n5,1,0.908273,0.013275,[9 4] ; [22  9],[9.15909091 3.84090909] ; [21.84090909  9.15909091],0
a7,1,0.951895,0.003639,[7 6] ; [17 14],[7.09090909 5.90909091] ; [16.90909091 14.09090909],0
