Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.018195,5.577232,[ 5 27] ; [4 3],[ 7.38461538 24.61538462] ; [1.61538462 5.38461538],0
p11,1,0.030625,4.67386,[13 19] ; [6 1],[15.58974359 16.41025641] ; [3.41025641 3.58974359],0
s7,1,0.038301,4.291626,[ 4 26] ; [3 3],[ 5.83333333 24.16666667] ; [1.16666667 4.83333333],0
s6,1,0.047788,3.917411,[10 22] ; [5 2],[12.30769231 19.69230769] ; [2.69230769 4.30769231],0
b5,1,0.071019,3.259305,[21 11] ; [2 5],[18.87179487 13.12820513] ; [4.12820513 2.87179487],0
p4,1,0.071019,3.259305,[11 21] ; [5 2],[13.12820513 18.87179487] ; [2.87179487 4.12820513],0
u2,1,0.091174,2.853515,[ 8 13] ; [4 1],[ 9.69230769 11.30769231] ; [2.30769231 2.69230769],0
a6,1,0.095108,2.785714,[ 8 24] ; [4 3],[ 9.84615385 22.15384615] ; [2.15384615 4.84615385],0
d4,1,0.112322,2.521242,[17 15] ; [6 1],[18.87179487 13.12820513] ; [4.12820513 2.87179487],0
p1,1,0.225267,1.4705,[ 1 31] ; [1 6],[ 1.64102564 30.35897436] ; [0.35897436 6.64102564],0
v4,1,0.237923,1.392857,[20 12] ; [6 1],[21.33333333 10.66666667] ; [4.66666667 2.33333333],0
p3,1,0.249479,1.326216,[ 7 25] ; [3 4],[ 8.20512821 23.79487179] ; [1.79487179 5.20512821],0
s4,1,0.249479,1.326216,[ 7 25] ; [3 4],[ 8.20512821 23.79487179] ; [1.79487179 5.20512821],0
r4,1,0.249479,1.326216,[ 7 25] ; [3 4],[ 8.20512821 23.79487179] ; [1.79487179 5.20512821],0
n1,1,0.316233,1.004464,[ 3 13] ; [1 1],[ 3.55555556 12.44444444] ; [0.44444444 1.55555556],0
n6,1,0.338539,0.915955,[20 12] ; [3 4],[18.87179487 13.12820513] ; [4.12820513 2.87179487],0
b1,1,0.338539,0.915955,[20 12] ; [3 4],[18.87179487 13.12820513] ; [4.12820513 2.87179487],0
r1,1,0.366273,0.816269,[10 22] ; [1 6],[ 9.02564103 22.97435897] ; [1.97435897 5.02564103],0
p10,1,0.464857,0.534175,[13 18] ; [4 3],[13.86842105 17.13157895] ; [3.13157895 3.86842105],0
p9,1,0.464857,0.534175,[13 18] ; [4 3],[13.86842105 17.13157895] ; [3.13157895 3.86842105],0
p5,1,0.469853,0.522321,[ 2 30] ; [1 6],[ 2.46153846 29.53846154] ; [0.53846154 6.46153846],0
d5,1,0.519674,0.414541,[14 18] ; [4 3],[14.76923077 17.23076923] ; [3.23076923 3.76923077],0
s8,1,0.559951,0.33979,[ 6 26] ; [2 5],[ 6.56410256 25.43589744] ; [1.43589744 5.56410256],0
p6,1,0.589032,0.291859,[ 6 25] ; [2 5],[ 6.52631579 24.47368421] ; [1.47368421 5.52631579],0
u3,1,0.618757,0.247619,[ 6 15] ; [2 3],[ 6.46153846 14.53846154] ; [1.53846154 3.46153846],0
d1,1,0.652397,0.202891,[ 7 25] ; [1 6],[ 6.56410256 25.43589744] ; [1.43589744 5.56410256],0
p2,1,0.655546,0.19898,[20 12] ; [5 2],[20.51282051 11.48717949] ; [4.48717949 2.51282051],0
r3,1,0.671735,0.179579,[21 11] ; [4 3],[20.51282051 11.48717949] ; [4.48717949 2.51282051],0
v2,1,0.7277,0.121234,[11 20] ; [2 5],[10.60526316 20.39473684] ; [2.39473684 4.60526316],0
a3,1,0.767957,0.087054,[11 21] ; [2 5],[10.66666667 21.33333333] ; [2.33333333 4.66666667],0
a7,1,0.791857,0.069643,[12 20] ; [3 4],[12.30769231 19.69230769] ; [2.69230769 4.30769231],0
b4,1,0.791857,0.069643,[20 12] ; [4 3],[19.69230769 12.30769231] ; [4.30769231 2.69230769],0
p7,1,0.791857,0.069643,[12 20] ; [3 4],[12.30769231 19.69230769] ; [2.69230769 4.30769231],0
d2,1,0.844595,0.038424,[ 8 24] ; [2 5],[ 8.20512821 23.79487179] ; [1.79487179 5.20512821],0
s2,1,0.844595,0.038424,[ 8 24] ; [2 5],[ 8.20512821 23.79487179] ; [1.79487179 5.20512821],0
s3,1,0.849679,0.035921,[10 21] ; [2 5],[ 9.78947368 21.21052632] ; [2.21052632 4.78947368],0
n2,1,0.866815,0.028125,[9 7] ; [1 1],[8.88888889 7.11111111] ; [1.11111111 0.88888889],0
n5,1,0.913396,0.011828,[19 13] ; [4 3],[18.87179487 13.12820513] ; [4.12820513 2.87179487],0
n4,1,0.913396,0.011828,[19 13] ; [4 3],[18.87179487 13.12820513] ; [4.12820513 2.87179487],0
v3,1,0.929113,0.007914,[ 5 27] ; [1 6],[ 4.92307692 27.07692308] ; [1.07692308 5.92307692],0
d3,1,0.96558,0.001862,[14 18] ; [3 4],[13.94871795 18.05128205] ; [3.05128205 3.94871795],0
p8,1,0.981032,0.000565,[ 9 23] ; [2 5],[ 9.02564103 22.97435897] ; [1.97435897 5.02564103],0
