Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6.4e-05,15.983902,[ 53 105] ; [24 10],[63.36458333 94.63541667] ; [13.63541667 20.36458333],1
s7,1,0.000622,11.710342,[ 44 106] ; [21 14],[52.7027027 97.2972973] ; [12.2972973 22.7027027],1
s6,1,0.001969,9.577958,[79 78] ; [27  7],[87.13089005 69.86910995] ; [18.86910995 15.13089005],0
s5,1,0.01495,5.922392,[ 35 118] ; [14 18],[ 40.52432432 112.47567568] ; [ 8.47567568 23.52432432],0
s3,1,0.018969,5.504343,[64 92] ; [22 13],[70.2408377 85.7591623] ; [15.7591623 19.2408377],0
b5,1,0.026922,4.895808,[95 63] ; [28  7],[100.69430052  57.30569948] ; [22.30569948 12.69430052],0
u1,1,0.027101,4.884394,[ 18 140] ; [ 9 26],[ 22.10362694 135.89637306] ; [ 4.89637306 30.10362694],0
p11,1,0.047552,3.925753,[109  49] ; [18 17],[103.96891192  54.03108808] ; [23.03108808 11.96891192],0
p2,1,0.095503,2.779078,[126  29] ; [24 11],[122.36842105  32.63157895] ; [27.63157895  7.36842105],0
d3,1,0.101544,2.681123,[120  38] ; [31  4],[123.61658031  34.38341969] ; [27.38341969  7.61658031],0
p8,1,0.103961,2.643698,[70 87] ; [10 24],[65.7591623 91.2408377] ; [14.2408377 19.7591623],0
p10,1,0.107694,2.587738,[101  52] ; [28  7],[104.98404255  48.01595745] ; [24.01595745 10.98404255],0
u2,1,0.108098,2.581804,[35 21] ; [4 7],[32.59701493 23.40298507] ; [6.40298507 4.59701493],0
b1,1,0.152429,2.047769,[ 56 102] ; [ 8 27],[ 52.39378238 105.60621762] ; [11.60621762 23.39378238],0
u3,1,0.182008,1.781152,[34 22] ; [9 2],[35.94029851 20.05970149] ; [7.05970149 3.94029851],0
n4,1,0.188871,1.7264,[64 94] ; [10 25],[60.58031088 97.41968912] ; [13.41968912 21.58031088],0
n6,1,0.207576,1.588251,[99 58] ; [26  9],[102.21354167  54.78645833] ; [22.78645833 12.21354167],0
