Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6.4e-05,15.983902,[ 53 105] ; [24 10],[63.36458333 94.63541667] ; [13.63541667 20.36458333],1
v1,1,0.219331,1.508745,[60 91] ; [10 25],[56.82795699 94.17204301] ; [13.17204301 21.82795699],0
s8,1,0.237822,1.39346,[ 47 111] ; [14 21],[ 49.93782383 108.06217617] ; [11.06217617 23.93782383],0
p9,1,0.24402,1.357219,[112  42] ; [28  6],[114.68085106  39.31914894] ; [25.31914894  8.68085106],0
a4,1,0.301049,1.069544,[ 55 103] ; [ 9 26],[ 52.39378238 105.60621762] ; [11.60621762 23.39378238],0
n3,1,0.320416,0.987249,[36 13] ; [8 1],[37.17241379 11.82758621] ; [6.82758621 2.17241379],0
b4,1,0.352526,0.864345,[95 63] ; [24 11],[97.41968912 60.58031088] ; [21.58031088 13.41968912],0
p6,1,0.375164,0.786489,[ 37 116] ; [11 24],[ 39.06382979 113.93617021] ; [ 8.93617021 26.06382979],0
p5,1,0.414823,0.664935,[ 10 146] ; [ 1 34],[  8.98429319 147.01570681] ; [ 2.01570681 32.98429319],0
p3,1,0.478165,0.503047,[59 97] ; [11 24],[57.17277487 98.82722513] ; [12.82722513 22.17277487],0
n1,1,0.513155,0.427628,[10 39] ; [1 8],[ 9.29310345 39.70689655] ; [1.70689655 7.29310345],0
a6,1,0.536187,0.382653,[109  49] ; [26  9],[110.51813472  47.48186528] ; [24.48186528 10.51813472],0
p1,1,0.550322,0.356741,[  9 145] ; [ 3 32],[  9.77777778 144.22222222] ; [ 2.22222222 32.77777778],0
a3,1,0.555362,0.347798,[100  58] ; [24 11],[101.51295337  56.48704663] ; [22.48704663 12.51295337],0
p12,1,0.566617,0.328375,[  8 148] ; [ 1 34],[  7.35078534 148.64921466] ; [ 1.64921466 33.35078534],0
d1,1,0.594517,0.283345,[87 71] ; [21 14],[88.41450777 69.58549223] ; [19.58549223 15.41450777],0
d5,1,0.602422,0.271359,[128  30] ; [27  8],[126.89119171  31.10880829] ; [28.10880829  6.89119171],0
v4,1,0.602687,0.270962,[143  13] ; [33  2],[143.7486911  12.2513089] ; [32.2513089  2.7486911],0
p4,1,0.620913,0.244586,[70 87] ; [14 21],[68.6875 88.3125] ; [15.3125 19.6875],0
d4,1,0.624677,0.239348,[136  22] ; [29  6],[135.07772021  22.92227979] ; [29.92227979  5.07772021],0
n2,1,0.640055,0.21867,[28 20] ; [6 3],[28.63157895 19.36842105] ; [5.36842105 3.63157895],0
b2,1,0.654896,0.199783,[22 61] ; [ 6 13],[22.78431373 60.21568627] ; [ 5.21568627 13.78431373],0
b3,1,0.654896,0.199783,[22 61] ; [ 6 13],[22.78431373 60.21568627] ; [ 5.21568627 13.78431373],0
r1,1,0.689364,0.159775,[116  41] ; [27  8],[116.93229167  40.06770833] ; [26.06770833  8.93229167],0
d2,1,0.692591,0.156294,[62 96] ; [15 20],[63.03626943 94.96373057] ; [13.96373057 21.03626943],0
v2,1,0.71146,0.136823,[77 74] ; [18 15],[77.96195652 73.03804348] ; [17.03804348 15.96195652],0
v3,1,0.746222,0.104733,[ 43 107] ; [11 24],[ 43.78378378 106.21621622] ; [10.21621622 24.78378378],0
p7,1,0.783777,0.075295,[81 73] ; [17 17],[80.27659574 73.72340426] ; [17.72340426 16.27659574],0
a2,1,0.821101,0.051134,[ 29 129] ; [ 7 28],[ 29.47150259 128.52849741] ; [ 6.52849741 28.47150259],0
a5,1,0.841522,0.039979,[101  57] ; [23 12],[101.51295337  56.48704663] ; [22.48704663 12.51295337],0
r4,1,0.935198,0.006611,[130  28] ; [29  6],[130.16580311  27.83419689] ; [28.83419689  6.16580311],0
r3,1,0.996669,1.7e-05,[149   9] ; [33  2],[148.99481865   9.00518135] ; [33.00518135  1.99481865],0
