Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,83.672613,[32 74] ; [210  52],[69.70652174 36.29347826] ; [172.29347826  89.70652174],1
d3,1,0.0,51.946376,[56 50] ; [230  33],[82.15718157 23.84281843] ; [203.84281843  59.15718157],1
a2,1,0.0,29.323095,[11 95] ; [103 160],[32.74796748 73.25203252] ; [ 81.25203252 181.74796748],1
u1,1,0.0,26.070893,[ 9 97] ; [ 91 172],[28.72628726 77.27371274] ; [ 71.27371274 191.72628726],1
b5,1,0.000236,13.522418,[46 60] ; [169  94],[61.76151762 44.23848238] ; [153.23848238 109.76151762],1
b1,1,0.00121,10.475235,[56 50] ; [ 91 172],[42.22764228 63.77235772] ; [104.77235772 158.22764228],0
r2,1,0.00671,7.348993,[96  9] ; [252   6],[100.66115702   4.33884298] ; [247.33884298  10.66115702],0
d1,1,0.00997,6.640237,[67 39] ; [201  62],[76.98644986 29.01355014] ; [191.01355014  71.98644986],0
r4,1,0.01467,5.955664,[89 17] ; [243  20],[95.37127371 10.62872629] ; [236.62872629  26.37127371],0
v4,1,0.017365,5.659137,[98  8] ; [255   6],[101.95640327   4.04359673] ; [251.04359673   9.95640327],0
b4,1,0.017669,5.628662,[51 55] ; [162 101],[61.18699187 44.81300813] ; [151.81300813 111.18699187],0
b2,1,0.018772,5.522657,[43 34] ; [ 74 111],[34.38549618 42.61450382] ; [ 82.61450382 102.38549618],0
b3,1,0.018772,5.522657,[43 34] ; [ 74 111],[34.38549618 42.61450382] ; [ 82.61450382 102.38549618],0
v2,1,0.022665,5.193977,[55 48] ; [169  86],[64.44692737 38.55307263] ; [159.55307263  95.44692737],0
n1,1,0.026683,4.911206,[18  9] ; [21 31],[13.32911392 13.67088608] ; [25.67088608 26.32911392],0
r1,1,0.046788,3.953012,[83 23] ; [227  35],[89.29347826 16.70652174] ; [220.70652174  41.29347826],0
a3,1,0.082348,3.017949,[95 11] ; [215  46],[89.53678474 16.46321526] ; [220.46321526  40.53678474],0
d2,1,0.212282,1.555797,[57 49] ; [160 103],[62.33604336 43.66395664] ; [154.66395664 108.33604336],0
p3,1,0.22164,1.49372,[67 39] ; [148 115],[61.76151762 44.23848238] ; [153.23848238 109.76151762],0
n4,1,0.260867,1.264152,[92 13] ; [218  45],[88.45108696 16.54891304] ; [221.54891304  41.45108696],0
r3,1,0.274226,1.195487,[104   2] ; [250  11],[102.24523161   3.75476839] ; [251.75476839   9.24523161],0
s8,1,0.308659,1.036404,[78 28] ; [178  83],[73.9400545 32.0599455] ; [182.0599455  78.9400545],0
a1,1,0.325903,0.965109,[ 9 97] ; [ 15 248],[ 6.89430894 99.10569106] ; [ 17.10569106 245.89430894],0
a8,1,0.341112,0.906249,[15 88] ; [ 43 185],[18.04833837 84.95166163] ; [ 39.95166163 188.04833837],0
n5,1,0.352756,0.863519,[87 18] ; [205  56],[83.7704918 21.2295082] ; [208.2295082  52.7704918],0
s1,1,0.353743,0.859985,[  3 103] ; [ 13 246],[  4.64657534 101.35342466] ; [ 11.35342466 247.64657534],0
s6,1,0.371618,0.798246,[84 20] ; [220  40],[86.85714286 17.14285714] ; [217.14285714  42.85714286],0
p11,1,0.391003,0.735819,[88 18] ; [208  55],[85.0298103 20.9701897] ; [210.9701897  52.0298103],0
