Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.002391,9.222155,[26  4] ; [55 43],[18.984375 11.015625] ; [62.015625 35.984375],0
p1,1,0.007253,7.20919,[ 7 23] ; [ 6 90],[ 3.0952381 26.9047619] ; [ 9.9047619 86.0952381],0
b3,1,0.01702,5.69426,[9 7] ; [13 40],[ 5.10144928 10.89855072] ; [16.89855072 36.10144928],0
b2,1,0.01702,5.69426,[9 7] ; [13 40],[ 5.10144928 10.89855072] ; [16.89855072 36.10144928],0
p7,1,0.022277,5.224024,[24  4] ; [59 35],[19.04918033  8.95081967] ; [63.95081967 30.04918033],0
p12,1,0.044981,4.019363,[ 3 26] ; [ 2 95],[ 1.15079365 27.84920635] ; [ 3.84920635 93.15079365],0
s3,1,0.070672,3.267335,[19 10] ; [45 52],[14.73015873 14.26984127] ; [49.26984127 47.73015873],0
s1,1,0.104371,2.637447,[ 3 26] ; [ 3 95],[ 1.37007874 27.62992126] ; [ 4.62992126 93.37007874],0
n5,1,0.121133,2.402613,[23  7] ; [60 38],[19.453125 10.546875] ; [63.546875 34.453125],0
b4,1,0.147544,2.097456,[12 18] ; [54 44],[15.46875 14.53125] ; [50.53125 47.46875],0
a7,1,0.152128,2.050781,[19 11] ; [75 23],[22.03125  7.96875] ; [71.96875 26.03125],0
a5,1,0.160731,1.967332,[17 13] ; [69 29],[20.15625  9.84375] ; [65.84375 32.15625],0
u3,1,0.188516,1.729179,[7 5] ; [14 24],[5.04 6.96] ; [15.96 22.04],0
d5,1,0.190433,1.714264,[19 11] ; [74 24],[21.796875  8.203125] ; [71.203125 26.796875],0
v1,1,0.214426,1.541287,[16 14] ; [38 56],[13.06451613 16.93548387] ; [40.93548387 53.06451613],0
v4,1,0.217736,1.51923,[27  3] ; [93  4],[28.34645669  1.65354331] ; [91.65354331  5.34645669],0
n1,1,0.254891,1.296296,[5 4] ; [ 7 14],[3.6 5.4] ; [ 8.4 12.6],0
s2,1,0.313166,1.017274,[16 14] ; [42 56],[13.59375 16.40625] ; [44.40625 53.59375],0
s8,1,0.329252,0.95184,[14 16] ; [36 62],[11.71875 18.28125] ; [38.28125 59.71875],0
a6,1,0.329904,0.949274,[17 12] ; [67 31],[19.18110236  9.81889764] ; [64.81889764 33.18110236],0
s5,1,0.33075,0.945959,[11 19] ; [26 69],[ 8.88 21.12] ; [28.12 66.88],0
v3,1,0.394605,0.724703,[12 18] ; [30 65],[10.08 19.92] ; [31.92 63.08],0
b1,1,0.395865,0.720851,[12 18] ; [31 67],[10.078125 19.921875] ; [32.921875 65.078125],0
d3,1,0.441279,0.592955,[16 14] ; [60 38],[17.8125 12.1875] ; [58.1875 39.8125],0
s7,1,0.478972,0.501203,[14 16] ; [37 57],[12.33870968 17.66129032] ; [38.66129032 55.33870968],0
a8,1,0.500669,0.453517,[ 6 22] ; [14 74],[ 4.82758621 23.17241379] ; [15.17241379 72.82758621],0
s4,1,0.533156,0.388373,[ 3 27] ; [14 83],[ 4.01574803 25.98425197] ; [12.98425197 84.01574803],0
p2,1,0.5589,0.341612,[24  6] ; [82 15],[25.03937008  4.96062992] ; [80.96062992 16.03937008],0
a4,1,0.609369,0.261094,[ 9 21] ; [34 63],[10.15748031 19.84251969] ; [32.84251969 64.15748031],0
s6,1,0.624366,0.239778,[15 13] ; [57 40],[16.128 11.872] ; [55.872 41.128],0
n4,1,0.707693,0.140593,[21  9] ; [65 33],[20.15625  9.84375] ; [65.84375 32.15625],0
r3,1,0.741553,0.108766,[28  2] ; [93  5],[28.359375  1.640625] ; [92.640625  5.359375],0
r1,1,0.741903,0.108461,[22  8] ; [74 23],[22.67716535  7.32283465] ; [73.32283465 23.67716535],0
p9,1,0.759474,0.093741,[26  4] ; [81 15],[25.47619048  4.52380952] ; [81.52380952 14.47619048],0
d4,1,0.794056,0.068146,[21  9] ; [71 27],[21.5625  8.4375] ; [70.4375 27.5625],0
d1,1,0.824465,0.049198,[14 16] ; [48 50],[14.53125 15.46875] ; [47.46875 50.53125],0
p11,1,0.825232,0.048762,[23  7] ; [77 21],[23.4375  6.5625] ; [76.5625 21.4375],0
a2,1,0.831876,0.04507,[ 5 25] ; [18 80],[ 5.390625 24.609375] ; [17.609375 80.390625],0
n6,1,0.841113,0.040188,[24  6] ; [80 18],[24.375  5.625] ; [79.625 18.375],0
r4,1,0.850856,0.035354,[27  3] ; [87 11],[26.71875  3.28125] ; [87.28125 10.71875],0
p10,1,0.859922,0.031143,[24  6] ; [79 18],[24.33070866  5.66929134] ; [78.66929134 18.33070866],0
n3,1,0.872832,0.02562,[6 3] ; [14  8],[5.80645161 3.19354839] ; [14.19354839  7.80645161],0
u1,1,0.87467,0.024879,[ 4 26] ; [12 86],[ 3.75 26.25] ; [12.25 85.75],0
p3,1,0.879953,0.02281,[ 9 21] ; [28 70],[ 8.671875 21.328125] ; [28.328125 69.671875],0
u2,1,0.892466,0.018275,[5 7] ; [15 23],[4.8 7.2] ; [15.2 22.8],0
d2,1,0.90426,0.014468,[12 18] ; [38 60],[11.71875 18.28125] ; [38.28125 59.71875],0
p5,1,0.924481,0.008985,[ 2 28] ; [ 6 91],[ 1.88976378 28.11023622] ; [ 6.11023622 90.88976378],0
r2,1,0.928874,0.007968,[28  2] ; [91  7],[27.890625  2.109375] ; [91.109375  6.890625],0
n2,1,0.975646,0.000932,[7 2] ; [17  5],[6.96774194 2.03225806] ; [17.03225806  4.96774194],0
a3,1,0.983443,0.000431,[18 11] ; [60 37],[17.95238095 11.04761905] ; [60.04761905 36.95238095],0
v2,1,0.99165,0.00011,[14 15] ; [45 48],[14.02459016 14.97540984] ; [44.97540984 48.02459016],0
