Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.002867,8.890298,[ 10 100] ; [12 31],[15.81699346 94.18300654] ; [ 6.18300654 36.81699346],0
b1,1,0.016763,5.720994,[47 64] ; [28 16],[53.70967742 57.29032258] ; [21.29032258 22.70967742],0
s1,1,0.0273,4.871726,[  3 106] ; [ 5 38],[  5.73684211 103.26315789] ; [ 2.26315789 40.73684211],0
n2,1,0.038301,4.291626,[26  4] ; [3 3],[24.16666667  5.83333333] ; [4.83333333 1.16666667],0
p3,1,0.043323,4.082758,[47 64] ; [26 17],[52.61688312 58.38311688] ; [20.38311688 22.61688312],0
s7,1,0.073715,3.198286,[43 62] ; [23 17],[47.79310345 57.20689655] ; [18.20689655 21.79310345],0
p2,1,0.100313,2.700566,[93 18] ; [31 12],[89.37662338 21.62337662] ; [34.62337662  8.37662338],0
u2,1,0.102673,2.663518,[15 18] ; [10  4],[17.55319149 15.44680851] ; [7.44680851 6.55319149],0
d1,1,0.114754,2.487503,[50 61] ; [26 18],[54.42580645 56.57419355] ; [21.57419355 22.42580645],0
u1,1,0.116529,2.463357,[14 97] ; [10 34],[17.18709677 93.81290323] ; [ 6.81290323 37.18709677],0
a8,1,0.157801,1.995178,[17 85] ; [ 3 37],[14.36619718 87.63380282] ; [ 5.63380282 34.36619718],0
n4,1,0.166105,1.91775,[81 29] ; [37  7],[84.28571429 25.71428571] ; [33.71428571 10.28571429],0
u3,1,0.170693,1.876848,[19 14] ; [11  3],[21.06382979 11.93617021] ; [8.93617021 5.06382979],0
d5,1,0.195217,1.677801,[82 29] ; [36  7],[85.05194805 25.94805195] ; [32.94805195 10.05194805],0
b3,1,0.229763,1.442327,[34 43] ; [ 8 18],[31.39805825 45.60194175] ; [10.60194175 15.39805825],0
b2,1,0.229763,1.442327,[34 43] ; [ 8 18],[31.39805825 45.60194175] ; [10.60194175 15.39805825],0
n6,1,0.246807,1.34129,[86 24] ; [38  6],[88.57142857 21.42857143] ; [35.42857143  8.57142857],0
d3,1,0.267423,1.22992,[65 46] ; [30 14],[68.03225806 42.96774194] ; [26.96774194 17.03225806],0
s4,1,0.268921,1.222244,[27 83] ; [ 7 36],[24.44444444 85.55555556] ; [ 9.55555556 33.44444444],0
d2,1,0.283779,1.148901,[45 66] ; [22 22],[47.98064516 63.01935484] ; [19.01935484 24.98064516],0
p6,1,0.287947,1.129195,[36 74] ; [18 25],[38.82352941 71.17647059] ; [15.17647059 27.82352941],0
a6,1,0.295573,1.094064,[63 48] ; [29 15],[65.88387097 45.11612903] ; [26.11612903 17.88387097],0
n1,1,0.295971,1.09226,[17 13] ; [2 4],[15.83333333 14.16666667] ; [3.16666667 2.83333333],0
r3,1,0.302497,1.063154,[99 11] ; [37  7],[97.14285714 12.85714286] ; [38.85714286  5.14285714],0
n3,1,0.372994,0.793666,[20  9] ; [3 3],[19.05714286  9.94285714] ; [3.94285714 2.05714286],0
a4,1,0.379593,0.772018,[46 63] ; [22 22],[48.44444444 60.55555556] ; [19.55555556 24.44444444],0
s2,1,0.38611,0.751156,[54 56] ; [25 19],[56.42857143 53.57142857] ; [22.57142857 21.42857143],0
p1,1,0.393256,0.72885,[ 10 101] ; [ 6 38],[11.45806452 99.54193548] ; [ 4.54193548 39.45806452],0
r1,1,0.394787,0.724146,[85 24] ; [37  7],[86.91503268 22.08496732] ; [35.08496732  8.91503268],0
p4,1,0.398342,0.713325,[65 46] ; [29 15],[67.31612903 43.68387097] ; [26.68387097 17.31612903],0
p7,1,0.461146,0.543111,[70 40] ; [24 18],[68.02631579 41.97368421] ; [25.97368421 16.02631579],0
