Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.002867,8.890298,[ 10 100] ; [12 31],[15.81699346 94.18300654] ; [ 6.18300654 36.81699346],0
p12,1,0.552731,0.352448,[  7 103] ; [ 4 40],[  7.85714286 102.14285714] ; [ 3.14285714 40.85714286],0
v4,1,0.552731,0.352448,[103   7] ; [40  4],[102.14285714   7.85714286] ; [40.85714286  3.14285714],0
d4,1,0.575711,0.31322,[83 28] ; [34  9],[84.33116883 26.66883117] ; [32.66883117 10.33116883],0
b4,1,0.612531,0.256506,[63 48] ; [23 21],[61.58709677 49.41290323] ; [24.41290323 19.58709677],0
p10,1,0.629722,0.232438,[88 21] ; [34 10],[86.91503268 22.08496732] ; [35.08496732  8.91503268],0
b5,1,0.631276,0.230334,[66 45] ; [28 16],[67.31612903 43.68387097] ; [26.68387097 17.31612903],0
p11,1,0.665852,0.186492,[82 29] ; [31 13],[80.92258065 30.07741935] ; [32.07741935 11.92258065],0
s6,1,0.666685,0.185504,[74 34] ; [31 12],[75.09933775 32.90066225] ; [29.90066225 13.09933775],0
a1,1,0.734533,0.11499,[  6 105] ; [ 3 41],[  6.44516129 104.55483871] ; [ 2.55483871 41.44516129],0
s5,1,0.752196,0.099695,[42 63] ; [16 27],[41.14864865 63.85135135] ; [16.85135135 26.14864865],0
a2,1,0.783202,0.075707,[23 88] ; [10 34],[23.63225806 87.36774194] ; [ 9.36774194 34.63225806],0
p9,1,0.785545,0.074038,[92 18] ; [36  8],[91.42857143 18.57142857] ; [36.57142857  7.42857143],0
r2,1,0.827285,0.047604,[105   6] ; [42  2],[105.27096774   5.72903226] ; [41.72903226  2.27096774],0
p8,1,0.838127,0.041734,[58 52] ; [24 20],[58.57142857 51.42857143] ; [23.42857143 20.57142857],0
a5,1,0.840401,0.040554,[80 31] ; [31 13],[79.49032258 31.50967742] ; [31.50967742 12.49032258],0
a7,1,0.842939,0.039257,[75 36] ; [29 15],[74.47741935 36.52258065] ; [29.52258065 14.47741935],0
a3,1,0.889203,0.019408,[78 32] ; [30 13],[77.64705882 32.35294118] ; [30.35294118 12.64705882],0
n5,1,0.926269,0.008564,[85 26] ; [34 10],[85.21935484 25.78064516] ; [33.78064516 10.21935484],0
s3,1,0.950879,0.003795,[62 48] ; [24 19],[61.83006536 48.16993464] ; [24.16993464 18.83006536],0
s8,1,0.959007,0.002642,[48 62] ; [19 25],[47.85714286 62.14285714] ; [19.14285714 24.85714286],0
r4,1,0.983924,0.000406,[96 15] ; [38  6],[95.96129032 15.03870968] ; [38.03870968  5.96129032],0
