Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,26.499399,[54 11] ; [ 7 19],[43.57142857 21.42857143] ; [17.42857143  8.57142857],1
p8,1,0.001465,10.122259,[45 22] ; [ 8 18],[38.1827957 28.8172043] ; [14.8172043 11.1827957],0
r3,1,0.001628,9.92821,[67  1] ; [21  5],[63.65957447  4.34042553] ; [24.34042553  1.65957447],0
p10,1,0.002353,9.251623,[58  9] ; [15 11],[52.59139785 14.40860215] ; [20.40860215  5.59139785],0
a4,1,0.016893,5.707438,[17 51] ; [ 1 26],[12.88421053 55.11578947] ; [ 5.11578947 21.88421053],0
n2,1,0.027056,4.887218,[12  1] ; [7 6],[9.5 3.5] ; [9.5 3.5],0
p9,1,0.039126,4.255406,[57 11] ; [16  9],[53.37634409 14.62365591] ; [19.62365591  5.37634409],0
n4,1,0.043727,4.06706,[52 16] ; [15 12],[47.95789474 20.04210526] ; [19.04210526  7.95789474],0
p6,1,0.045238,4.009746,[32 32] ; [ 7 19],[27.73333333 36.26666667] ; [11.26666667 14.73333333],0
a3,1,0.048663,3.886947,[44 24] ; [11 15],[39.78723404 28.21276596] ; [15.21276596 10.78723404],0
p3,1,0.05373,3.72107,[35 33] ; [ 8 19],[30.77894737 37.22105263] ; [12.22105263 14.77894737],0
n6,1,0.064302,3.422794,[57 11] ; [18  9],[53.68421053 14.31578947] ; [21.31578947  5.68421053],0
b1,1,0.077232,3.122213,[22 46] ; [14 13],[25.76842105 42.23157895] ; [10.23157895 16.76842105],0
r2,1,0.088402,2.903227,[63  3] ; [23  4],[61.03225806  4.96774194] ; [24.96774194  2.03225806],0
n3,1,0.115582,2.47619,[9 4] ; [5 8],[7. 6.] ; [7. 6.],0
n1,1,0.115582,2.47619,[8 5] ; [4 9],[6. 7.] ; [6. 7.],0
v3,1,0.178827,1.807349,[30 35] ; [ 8 18],[27.14285714 37.85714286] ; [10.85714286 15.14285714],0
a8,1,0.185967,1.749281,[ 9 54] ; [ 1 23],[ 7.24137931 55.75862069] ; [ 2.75862069 21.24137931],0
p1,1,0.194652,1.682056,[ 8 60] ; [ 6 21],[10.02105263 57.97894737] ; [ 3.97894737 23.02105263],0
a6,1,0.203797,1.614954,[35 33] ; [10 17],[32.21052632 35.78947368] ; [12.78947368 14.21052632],0
s5,1,0.217327,1.521933,[22 42] ; [13 14],[24.61538462 39.38461538] ; [10.38461538 16.61538462],0
s3,1,0.254006,1.301134,[53 15] ; [18  9],[50.82105263 17.17894737] ; [20.17894737  6.82105263],0
n5,1,0.327696,0.957983,[52 16] ; [18  9],[50.10526316 17.89473684] ; [19.89473684  7.10526316],0
b5,1,0.345233,0.890901,[33 35] ; [16 11],[35.07368421 32.92631579] ; [13.92631579 13.07368421],0
a7,1,0.359154,0.840848,[47 21] ; [16 11],[45.09473684 22.90526316] ; [17.90526316  9.09473684],0
r4,1,0.377269,0.779582,[58 10] ; [21  6],[56.54736842 11.45263158] ; [22.45263158  4.54736842],0
s4,1,0.398622,0.71248,[21 47] ; [ 6 21],[19.32631579 48.67368421] ; [ 7.67368421 19.32631579],0
b4,1,0.403278,0.698529,[39 29] ; [18  9],[40.8 27.2] ; [16.2 10.8],0
u2,1,0.405033,0.693333,[16  8] ; [8 7],[14.76923077  9.23076923] ; [9.23076923 5.76923077],0
v1,1,0.415076,0.664215,[31 36] ; [15 12],[32.78723404 34.21276596] ; [13.21276596 13.78723404],0
p4,1,0.45223,0.565056,[41 27] ; [14 13],[39.36842105 28.63157895] ; [15.63157895 11.36842105],0
v2,1,0.459735,0.54654,[31 35] ; [10 16],[29.41304348 36.58695652] ; [11.58695652 14.41304348],0
a1,1,0.494078,0.467634,[ 1 67] ; [ 1 26],[ 1.43157895 66.56842105] ; [ 0.56842105 26.43157895],0
s6,1,0.554559,0.349213,[51 17] ; [21  5],[52.08510638 15.91489362] ; [19.91489362  6.08510638],0
u1,1,0.555346,0.347827,[ 3 65] ; [ 2 25],[ 3.57894737 64.42105263] ; [ 1.42105263 25.57894737],0
v4,1,0.566836,0.328005,[64  3] ; [25  2],[63.43617021  3.56382979] ; [25.56382979  1.43617021],0
d4,1,0.57174,0.319781,[54 14] ; [20  7],[52.96842105 15.03157895] ; [21.03157895  5.96842105],0
p2,1,0.645763,0.211284,[58 10] ; [22  5],[57.26315789 10.73684211] ; [22.73684211  4.26315789],0
d1,1,0.65506,0.19958,[26 42] ; [ 9 18],[25.05263158 42.94736842] ; [ 9.94736842 17.05263158],0
d2,1,0.702638,0.145743,[15 53] ; [ 5 22],[14.31578947 53.68421053] ; [ 5.68421053 21.31578947],0
r1,1,0.734039,0.115435,[48 20] ; [20  7],[48.67368421 19.32631579] ; [19.32631579  7.67368421],0
d5,1,0.755429,0.097025,[50 18] ; [19  8],[49.38947368 18.61052632] ; [19.61052632  7.38947368],0
s2,1,0.796747,0.066337,[46 22] ; [19  8],[46.52631579 21.47368421] ; [18.47368421  8.52631579],0
d3,1,0.80986,0.057891,[41 27] ; [17 10],[41.51578947 26.48421053] ; [16.48421053 10.51578947],0
s8,1,0.821299,0.05102,[42 26] ; [16 11],[41.51578947 26.48421053] ; [16.48421053 10.51578947],0
p5,1,0.829938,0.046131,[11 55] ; [ 5 22],[11.35483871 54.64516129] ; [ 4.64516129 22.35483871],0
s1,1,0.916487,0.010996,[ 5 63] ; [ 2 23],[ 5.11827957 62.88172043] ; [ 1.88172043 23.11827957],0
b2,1,0.958595,0.002695,[15 31] ; [ 5 10],[15.08196721 30.91803279] ; [ 4.91803279 10.08196721],0
b3,1,0.958595,0.002695,[15 31] ; [ 5 10],[15.08196721 30.91803279] ; [ 4.91803279 10.08196721],0
u3,1,1.0,0.0,[15  9] ; [10  6],[15.  9.] ; [10.  6.],0
