Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.606156,[ 92 164] ; [31  9],[106.37837838 149.62162162] ; [16.62162162 23.37837838],1
p8,1,0.009121,6.799005,[ 69 192] ; [19 22],[ 76.05298013 184.94701987] ; [11.94701987 29.05298013],0
p2,1,0.019636,5.443981,[163  98] ; [34  8],[169.69306931  91.30693069] ; [27.30693069 14.69306931],0
b5,1,0.028732,4.783605,[160 102] ; [33  9],[166.33552632  95.66447368] ; [26.66447368 15.33552632],0
b4,1,0.042456,4.116952,[156 106] ; [18 24],[149.96052632 112.03947368] ; [24.03947368 17.96052632],0
r3,1,0.072287,3.230305,[221  39] ; [40  2],[224.70198675  35.29801325] ; [36.29801325  5.70198675],0
d2,1,0.095851,2.773253,[103 157] ; [11 31],[ 98.14569536 161.85430464] ; [15.85430464 26.14569536],0
s7,1,0.104285,2.638764,[ 68 180] ; [16 24],[ 72.33333333 175.66666667] ; [11.66666667 28.33333333],0
s2,1,0.111437,2.533722,[ 76 185] ; [17 24],[ 80.37417219 180.62582781] ; [12.62582781 28.37417219],0
v2,1,0.132019,2.2686,[104 142] ; [23 19],[108.47916667 137.52083333] ; [18.52083333 23.47916667],0
n6,1,0.14448,2.129582,[182  78] ; [34  8],[185.9602649  74.0397351] ; [30.0397351 11.9602649],0
p3,1,0.165513,1.923118,[ 45 216] ; [11 31],[ 48.23762376 212.76237624] ; [ 7.76237624 34.23762376],0
a5,1,0.174844,1.840916,[160 102] ; [21 21],[155.99342105 106.00657895] ; [25.00657895 16.99342105],0
v4,1,0.186997,1.741117,[221  38] ; [39  3],[223.72093023  35.27906977] ; [36.27906977  5.72093023],0
v1,1,0.219367,1.50851,[ 93 163] ; [19 22],[ 96.53872054 159.46127946] ; [15.46127946 25.53872054],0
v3,1,0.249956,1.323548,[ 79 172] ; [17 25],[ 82.23890785 168.76109215] ; [13.76109215 28.23890785],0
a4,1,0.274031,1.196457,[ 97 163] ; [12 30],[ 93.8410596 166.1589404] ; [15.1589404 26.8410596],0
b3,1,0.278387,1.174946,[44 98] ; [ 9 12],[46.17177914 95.82822086] ; [ 6.82822086 14.17177914],0
b2,1,0.278387,1.174946,[44 98] ; [ 9 12],[46.17177914 95.82822086] ; [ 6.82822086 14.17177914],0
s4,1,0.279732,1.168393,[ 34 227] ; [ 3 39],[ 31.87128713 229.12871287] ; [ 5.12871287 36.87128713],0
s8,1,0.309079,1.034606,[ 62 200] ; [13 29],[ 64.63815789 197.36184211] ; [10.36184211 31.63815789],0
r2,1,0.324727,0.969813,[226  32] ; [39  3],[227.9  30.1] ; [37.1  4.9],0
u2,1,0.343853,0.896014,[46 48] ; [11  7],[47.83928571 46.16071429] ; [9.16071429 8.83928571],0
r4,1,0.362495,0.82923,[195  67] ; [34  8],[197.36184211  64.63815789] ; [31.63815789 10.36184211],0
s3,1,0.377108,0.780109,[105 155] ; [20 22],[107.61589404 152.38410596] ; [17.38410596 24.61589404],0
a3,1,0.404009,0.696362,[166  94] ; [24 18],[163.57615894  96.42384106] ; [26.42384106 15.57615894],0
a6,1,0.43713,0.603805,[164  97] ; [29 13],[166.24752475  94.75247525] ; [26.75247525 15.24752475],0
n1,1,0.473573,0.513627,[30 61] ; [ 3 10],[28.875 62.125] ; [4.125 8.875],0
p10,1,0.481627,0.495177,[167  93] ; [24 17],[164.9833887  95.0166113] ; [26.0166113 14.9833887],0
n5,1,0.483413,0.491155,[165  95] ; [29 13],[167.01986755  92.98013245] ; [26.98013245 15.01986755],0
d5,1,0.512911,0.428123,[185  76] ; [27 14],[183.21854305  77.78145695] ; [28.78145695 12.21854305],0
u4,1,0.51405,0.425814,[  3 259] ; [ 1 41],[  3.44736842 258.55263158] ; [ 0.55263158 41.44736842],0
a1,1,0.556769,0.345329,[ 13 249] ; [ 3 39],[ 13.78947368 248.21052632] ; [ 2.21052632 39.78947368],0
n3,1,0.604608,0.268102,[55 34] ; [9 4],[55.84313725 33.15686275] ; [8.15686275 4.84313725],0
a8,1,0.653393,0.201649,[ 31 217] ; [ 4 36],[ 30.13888889 217.86111111] ; [ 4.86111111 35.13888889],0
s6,1,0.680391,0.169687,[112 149] ; [19 22],[113.21523179 147.78476821] ; [17.78476821 23.21523179],0
a7,1,0.68231,0.167537,[174  87] ; [26 15],[172.84768212  88.15231788] ; [27.15231788 13.84768212],0
u3,1,0.683918,0.165749,[43 53] ; [9 9],[43.78947368 52.21052632] ; [8.21052632 9.78947368],0
p11,1,0.700655,0.147791,[173  89] ; [29 13],[174.09210526  87.90789474] ; [27.90789474 14.09210526],0
d3,1,0.749953,0.101571,[157 104] ; [23 17],[156.07973422 104.92026578] ; [23.92026578 16.07973422],0
d1,1,0.756653,0.096025,[119 143] ; [18 24],[118.07236842 143.92763158] ; [18.92763158 23.07236842],0
s1,1,0.757485,0.095348,[ 10 249] ; [ 2 39],[ 10.36 248.64] ; [ 1.64 39.36],0
n2,1,0.794932,0.067554,[60 32] ; [8 5],[59.58095238 32.41904762] ; [8.41904762 4.58095238],0
p9,1,0.798896,0.064911,[176  80] ; [29 12],[176.7003367  79.2996633] ; [28.2996633 12.7003367],0
u1,1,0.813806,0.055469,[ 28 234] ; [ 5 37],[ 28.44078947 233.55921053] ; [ 4.55921053 37.44078947],0
d4,1,0.83969,0.040921,[188  72] ; [31 11],[188.54304636  71.45695364] ; [30.45695364 11.54304636],0
p5,1,0.843588,0.03893,[  5 255] ; [ 1 41],[  5.16556291 254.83443709] ; [ 0.83443709 41.16556291],0
