Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.001173,10.532915,[30 25] ; [26  3],[36.66666667 18.33333333] ; [19.33333333  9.66666667],0
r4,1,0.001352,10.270577,[24 32] ; [23  6],[30.96470588 25.03529412] ; [16.03529412 12.96470588],0
b4,1,0.014455,5.981733,[27 29] ; [22  7],[32.28235294 23.71764706] ; [16.71764706 12.28235294],0
n6,1,0.034845,4.452769,[28 27] ; [21  7],[32.46987952 22.53012048] ; [16.53012048 11.46987952],0
p10,1,0.05118,3.802382,[ 6 49] ; [ 8 21],[ 9.16666667 45.83333333] ; [ 4.83333333 24.16666667],0
p7,1,0.066773,3.360626,[11 43] ; [11 17],[14.48780488 39.51219512] ; [ 7.51219512 20.48780488],0
s7,1,0.088654,2.898638,[ 8 43] ; [ 9 19],[10.97468354 40.02531646] ; [ 6.02531646 21.97468354],0
n3,1,0.11998,2.417582,[10 16] ; [5 2],[11.81818182 14.18181818] ; [3.18181818 3.81818182],0
a1,1,0.123664,2.370294,[ 8 48] ; [ 1 28],[ 5.92941176 50.07058824] ; [ 3.07058824 25.92941176],0
d5,1,0.145538,2.118408,[38 18] ; [15 14],[34.91764706 21.08235294] ; [18.08235294 10.91764706],0
b3,1,0.160065,1.973616,[15 19] ; [ 5 15],[12.59259259 21.40740741] ; [ 7.40740741 12.59259259],0
b2,1,0.160065,1.973616,[15 19] ; [ 5 15],[12.59259259 21.40740741] ; [ 7.40740741 12.59259259],0
v2,1,0.164079,1.936226,[17 38] ; [13 15],[19.87951807 35.12048193] ; [10.12048193 17.87951807],0
v1,1,0.19265,1.697233,[12 44] ; [10 19],[14.49411765 41.50588235] ; [ 7.50588235 21.49411765],0
p3,1,0.258927,1.274483,[11 44] ; [ 9 20],[13.0952381 41.9047619] ; [ 6.9047619 22.0952381],0
a5,1,0.272818,1.202521,[34 22] ; [14 15],[31.62352941 24.37647059] ; [16.37647059 12.62352941],0
u3,1,0.297891,1.083612,[10 13] ; [8 5],[11.5 11.5] ; [6.5 6.5],0
v4,1,0.331497,0.943043,[34 21] ; [21  8],[36.01190476 18.98809524] ; [18.98809524 10.01190476],0
r1,1,0.333227,0.936315,[32 23] ; [20  9],[34.04761905 20.95238095] ; [17.95238095 11.04761905],0
r2,1,0.33371,0.934445,[41 12] ; [25  4],[42.65853659 10.34146341] ; [23.34146341  5.65853659],0
n5,1,0.412236,0.672344,[29 26] ; [18 11],[30.77380952 24.22619048] ; [16.22619048 12.77380952],0
s8,1,0.41339,0.66903,[ 6 49] ; [ 5 24],[ 7.20238095 47.79761905] ; [ 3.79761905 25.20238095],0
s4,1,0.426014,0.633665,[ 7 49] ; [ 2 27],[ 5.92941176 50.07058824] ; [ 3.07058824 25.92941176],0
a6,1,0.444602,0.584375,[26 30] ; [16 13],[27.67058824 28.32941176] ; [14.32941176 14.67058824],0
s6,1,0.45014,0.570298,[20 35] ; [13 16],[21.60714286 33.39285714] ; [11.39285714 17.60714286],0
p4,1,0.455651,0.556557,[11 43] ; [ 8 21],[12.36144578 41.63855422] ; [ 6.63855422 22.36144578],0
a2,1,0.472224,0.516767,[ 9 47] ; [ 3 26],[ 7.90588235 48.09411765] ; [ 4.09411765 24.90588235],0
s5,1,0.472505,0.516113,[ 8 47] ; [ 6 23],[ 9.16666667 45.83333333] ; [ 4.83333333 24.16666667],0
p5,1,0.504711,0.445016,[ 2 53] ; [ 2 27],[ 2.61904762 52.38095238] ; [ 1.38095238 27.61904762],0
s3,1,0.516281,0.421317,[17 38] ; [11 18],[18.33333333 36.66666667] ; [ 9.66666667 19.33333333],0
d4,1,0.545908,0.364699,[39 17] ; [22  7],[40.18823529 15.81176471] ; [20.81176471  8.18823529],0
u1,1,0.567659,0.326615,[ 6 50] ; [ 2 27],[ 5.27058824 50.72941176] ; [ 2.72941176 26.27058824],0
p8,1,0.607846,0.263323,[10 45] ; [ 4 25],[ 9.16666667 45.83333333] ; [ 4.83333333 24.16666667],0
n4,1,0.614067,0.254295,[31 24] ; [18 11],[32.08333333 22.91666667] ; [16.91666667 12.08333333],0
a4,1,0.620552,0.245093,[22 33] ; [10 19],[20.95238095 34.04761905] ; [11.04761905 17.95238095],0
b5,1,0.6432,0.214582,[26 30] ; [15 14],[27.01176471 28.98823529] ; [13.98823529 15.01176471],0
d3,1,0.657112,0.197051,[26 30] ; [12 17],[25.03529412 30.96470588] ; [12.96470588 16.03529412],0
s2,1,0.657713,0.196314,[13 43] ; [ 8 21],[13.83529412 42.16470588] ; [ 7.16470588 21.83529412],0
a3,1,0.669601,0.182069,[33 22] ; [16 13],[32.08333333 22.91666667] ; [16.91666667 12.08333333],0
a7,1,0.697977,0.150585,[29 26] ; [14 15],[28.1547619 26.8452381] ; [14.8452381 14.1547619],0
u2,1,0.713146,0.135154,[10 13] ; [6 6],[10.51428571 12.48571429] ; [5.48571429 6.51428571],0
p1,1,0.746621,0.104392,[ 5 51] ; [ 2 27],[ 4.61176471 51.38823529] ; [ 2.38823529 26.61176471],0
d2,1,0.81849,0.052665,[28 27] ; [14 15],[27.5 27.5] ; [14.5 14.5],0
n1,1,0.863032,0.029762,[11 17] ; [3 4],[11.2 16.8] ; [2.8 4.2],0
p6,1,0.873056,0.025529,[ 5 49] ; [ 3 26],[ 5.20481928 48.79518072] ; [ 2.79518072 26.20481928],0
b1,1,0.895988,0.017091,[32 24] ; [17 12],[32.28235294 23.71764706] ; [16.71764706 12.28235294],0
s1,1,0.925357,0.008777,[ 8 47] ; [ 4 25],[ 7.85714286 47.14285714] ; [ 4.14285714 24.85714286],0
n2,1,0.931166,0.007461,[14 15] ; [4 4],[14.10810811 14.89189189] ; [3.89189189 4.10810811],0
v3,1,0.9366,0.006327,[16 37] ; [ 9 20],[16.15853659 36.84146341] ; [ 8.84146341 20.15853659],0
a8,1,0.947314,0.004367,[ 4 49] ; [ 2 26],[ 3.92592593 49.07407407] ; [ 2.07407407 25.92592593],0
d1,1,0.978185,0.000748,[23 33] ; [12 17],[23.05882353 32.94117647] ; [11.94117647 17.05882353],0
