Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,7e-06,20.259226,[79 28] ; [28 42],[64.68361582 42.31638418] ; [42.31638418 27.68361582],1
p3,1,0.002616,9.057356,[46 61] ; [15 56],[36.66853933 70.33146067] ; [24.33146067 46.66853933],0
a6,1,0.004324,8.142613,[67 40] ; [29 42],[57.70786517 49.29213483] ; [38.29213483 32.70786517],0
a5,1,0.00533,7.76395,[62 45] ; [26 45],[52.8988764 54.1011236] ; [35.1011236 35.8988764],0
v3,1,0.009123,6.798674,[34 71] ; [10 58],[26.70520231 78.29479769] ; [17.29479769 50.70520231],0
b2,1,0.010345,6.574538,[29 36] ; [ 8 32],[22.9047619 42.0952381] ; [14.0952381 25.9047619],0
b3,1,0.010345,6.574538,[29 36] ; [ 8 32],[22.9047619 42.0952381] ; [14.0952381 25.9047619],0
r4,1,0.011538,6.380559,[81 26] ; [41 30],[73.33707865 33.66292135] ; [48.66292135 22.33707865],0
n6,1,0.027554,4.855776,[74 32] ; [38 33],[67.07344633 38.92655367] ; [44.92655367 26.07344633],0
u3,1,0.028862,4.775797,[13 32] ; [19 17],[17.77777778 27.22222222] ; [14.22222222 21.77777778],0
r1,1,0.03856,4.280141,[68 39] ; [34 37],[61.31460674 45.68539326] ; [40.68539326 30.31460674],0
u2,1,0.044835,4.024845,[15 30] ; [20 16],[19.44444444 25.55555556] ; [15.55555556 20.44444444],0
a4,1,0.045974,3.982539,[34 73] ; [13 58],[28.25280899 78.74719101] ; [18.74719101 52.25280899],0
p1,1,0.049873,3.845729,[14 92] ; [ 3 67],[10.23863636 95.76136364] ; [ 6.76136364 63.23863636],0
n1,1,0.060761,3.516495,[13 11] ; [ 8 20],[ 9.69230769 14.30769231] ; [11.30769231 16.69230769],0
v1,1,0.065393,3.395042,[44 60] ; [20 50],[38.25287356 65.74712644] ; [25.74712644 44.25287356],0
v2,1,0.07037,3.274371,[44 58] ; [20 48],[38.4 63.6] ; [25.6 42.4],0
