Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,86.761959,[341   6] ; [14 10],[332.03504043  14.96495957] ; [22.96495957  1.03504043],1
v4,1,0.0,79.247603,[346   3] ; [17  8],[338.73529412  10.26470588] ; [24.26470588  0.73529412],1
r1,1,0.0,67.32131,[301  46] ; [ 6 20],[285.60053619  61.39946381] ; [21.39946381  4.60053619],1
r3,1,0.0,53.020426,[344   5] ; [18  7],[337.80213904  11.19786096] ; [24.19786096  0.80213904],1
n4,1,0.007495,7.150416,[300  49] ; [18  9],[295.16489362  53.83510638] ; [22.83510638  4.16489362],0
n3,1,0.011587,6.373064,[37  8] ; [5 6],[33.75 11.25] ; [8.25 2.75],0
v3,1,0.011758,6.346998,[164 173] ; [ 6 20],[157.82369146 179.17630854] ; [12.17630854 13.82369146],0
a7,1,0.012444,6.246482,[258  90] ; [14 13],[252.416  95.584] ; [19.584  7.416],0
s1,1,0.015327,5.878485,[  9 339] ; [ 3 24],[ 11.136 336.864] ; [ 0.864 26.136],0
v2,1,0.027005,4.890469,[216 121] ; [11 15],[210.74104683 126.25895317] ; [16.25895317  9.74104683],0
v1,1,0.03468,4.460846,[213 124] ; [11 15],[207.95592287 129.04407713] ; [16.04407713  9.95592287],0
a3,1,0.03819,4.296557,[268  80] ; [16 11],[263.552  84.448] ; [20.448  6.552],0
b1,1,0.041499,4.155517,[137 212] ; [16 11],[142.01329787 206.98670213] ; [10.98670213 16.01329787],0
s4,1,0.046328,3.969636,[ 54 291] ; [ 8 18],[ 57.65498652 287.34501348] ; [ 4.34501348 21.65498652],0
d1,1,0.047806,3.916787,[222 127] ; [12 15],[217.19680851 131.80319149] ; [16.80319149 10.19680851],0
b3,1,0.065436,3.393939,[103 128] ; [ 5 16],[ 99. 132.] ; [ 9. 12.],0
b2,1,0.065436,3.393939,[103 128] ; [ 5 16],[ 99. 132.] ; [ 9. 12.],0
s6,1,0.084053,2.98474,[247  95] ; [14 11],[243.22070845  98.77929155] ; [17.77929155  7.22070845],0
p10,1,0.111823,2.528272,[323  25] ; [21  4],[320.94369973  27.05630027] ; [23.05630027  1.94369973],0
d2,1,0.133774,2.24815,[181 167] ; [10 17],[177.248 170.752] ; [13.752 13.248],0
s5,1,0.159214,1.98168,[138 199] ; [ 6 17],[134.8 202.2] ; [ 9.2 13.8],0
b4,1,0.165063,1.92722,[203 146] ; [12 15],[199.56117021 149.43882979] ; [15.43882979 11.56117021],0
p5,1,0.171375,1.870871,[ 65 281] ; [ 8 19],[ 67.71581769 278.28418231] ; [ 5.28418231 21.71581769],0
a5,1,0.177148,1.821389,[283  66] ; [19  8],[280.31382979  68.68617021] ; [21.68617021  5.31382979],0
a8,1,0.203523,1.61691,[ 43 274] ; [ 1 22],[ 41.02352941 275.97647059] ; [ 2.97647059 20.02352941],0
s8,1,0.253671,1.302973,[187 160] ; [11 15],[184.19839142 162.80160858] ; [13.80160858 12.19839142],0
u1,1,0.30082,1.070555,[ 82 267] ; [ 4 23],[ 79.82446809 269.17553191] ; [ 6.17553191 20.82446809],0
p1,1,0.307024,1.043436,[ 41 306] ; [ 5 22],[ 42.67914439 304.32085561] ; [ 3.32085561 23.67914439],0
a2,1,0.310006,1.03065,[ 96 253] ; [ 5 22],[ 93.74734043 255.25265957] ; [ 7.25265957 19.74734043],0
d3,1,0.323042,0.976591,[239 110] ; [16 11],[236.68882979 112.31117021] ; [18.31117021  8.68882979],0
p9,1,0.377674,0.778259,[324  23] ; [24  3],[322.87700535  24.12299465] ; [25.12299465  1.87700535],0
p2,1,0.438723,0.59962,[312  35] ; [23  4],[310.81550802  36.18449198] ; [24.18449198  2.81550802],0
p7,1,0.443998,0.585927,[274  71] ; [19  7],[272.46630728  72.53369272] ; [20.53369272  5.46630728],0
a4,1,0.45017,0.570224,[168 180] ; [11 16],[166.112 181.888] ; [12.888 14.112],0
p12,1,0.462911,0.538846,[ 42 304] ; [ 2 25],[ 40.8150134 305.1849866] ; [ 3.1849866 23.8150134],0
u3,1,0.47424,0.512081,[50 31] ; [5 5],[48.95604396 32.04395604] ; [6.04395604 3.95604396],0
p6,1,0.552833,0.352265,[164 179] ; [14 12],[165.45799458 177.54200542] ; [12.54200542 13.45799458],0
s3,1,0.584975,0.298261,[207 139] ; [13 11],[205.72972973 140.27027027] ; [14.27027027  9.72972973],0
p8,1,0.622825,0.241918,[240 105] ; [20  7],[241.12903226 103.87096774] ; [18.87096774  8.12903226],0
p4,1,0.697844,0.150724,[287  62] ; [23  4],[287.7393617  61.2606383] ; [22.2606383  4.7393617],0
u2,1,0.705782,0.142527,[49 32] ; [6 5],[48.42391304 32.57608696] ; [6.57608696 4.42391304],0
d5,1,0.710969,0.137311,[293  55] ; [22  5],[292.32  55.68] ; [22.68  4.32],0
s7,1,0.714611,0.133715,[191 141] ; [14 12],[190.11173184 141.88826816] ; [14.88826816 11.11173184],0
b5,1,0.728516,0.120478,[193 156] ; [14 13],[192.1356383 156.8643617] ; [14.8643617 12.1356383],0
