Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,55.852232,[326  58] ; [21 31],[305.6146789  78.3853211] ; [41.3853211 10.6146789],1
n4,1,0.0,45.3902,[328  56] ; [24 28],[310.01834862  73.98165138] ; [41.98165138 10.01834862],1
r2,1,3.9e-05,16.914521,[376   6] ; [46  6],[371.43778802  10.56221198] ; [50.56221198  1.43778802],1
p9,1,0.000154,14.32293,[351  31] ; [39 13],[343.2718894  38.7281106] ; [46.7281106  5.2718894],1
p11,1,0.001599,9.960658,[337  48] ; [37 15],[329.49656751  55.50343249] ; [44.50343249  7.49656751],0
s7,1,0.001692,9.857003,[203 164] ; [15 33],[192.78554217 174.21445783] ; [25.21445783 22.78554217],0
s2,1,0.002077,9.480025,[208 175] ; [16 35],[197.67741935 185.32258065] ; [26.32258065 24.67741935],0
p5,1,0.006662,7.361823,[ 73 312] ; [ 2 50],[ 66.07551487 318.92448513] ; [ 8.92448513 43.07551487],0
p2,1,0.008682,6.887014,[358  26] ; [43  9],[353.17431193  30.82568807] ; [47.82568807  4.17431193],0
s5,1,0.009954,6.643091,[154 215] ; [12 40],[145.49643705 223.50356295] ; [20.50356295 31.49643705],0
p6,1,0.011287,6.419498,[195 187] ; [16 34],[186.5787037 195.4212963] ; [24.4212963 25.5787037],0
p10,1,0.012635,6.219565,[342  42] ; [40 12],[336.44036697  47.55963303] ; [45.55963303  6.44036697],0
v1,1,0.01558,5.849719,[235 145] ; [22 28],[227.11627907 152.88372093] ; [29.88372093 20.11627907],0
p4,1,0.01879,5.521001,[288  96] ; [31 21],[280.95412844 103.04587156] ; [38.04587156 13.95412844],0
a8,1,0.023004,5.168233,[ 60 292] ; [ 2 45],[ 54.69674185 297.30325815] ; [ 7.30325815 39.69674185],0
u1,1,0.026598,4.916728,[ 69 316] ; [ 3 49],[ 63.43249428 321.56750572] ; [ 8.56750572 43.43249428],0
s3,1,0.028197,4.815974,[226 155] ; [22 29],[218.72222222 162.27777778] ; [29.27777778 21.72222222],0
p12,1,0.036809,4.359218,[ 43 340] ; [ 1 51],[ 38.74022989 344.25977011] ; [ 5.25977011 46.74022989],0
s6,1,0.040129,4.212438,[272  99] ; [31 21],[265.75177305 105.24822695] ; [37.24822695 14.75177305],0
p7,1,0.05577,3.658903,[318  63] ; [37 14],[313.09027778  67.90972222] ; [41.90972222  9.09027778],0
a4,1,0.057847,3.598073,[171 212] ; [16 36],[164.64597701 218.35402299] ; [22.35402299 29.64597701],0
d2,1,0.065669,3.388099,[193 192] ; [19 33],[186.77345538 198.22654462] ; [25.22654462 26.77345538],0
s8,1,0.076104,3.146194,[197 185] ; [20 32],[191. 191.] ; [26. 26.],0
a3,1,0.084323,2.979543,[279 103] ; [32 20],[273.73732719 108.26267281] ; [37.26267281 14.73732719],0
b1,1,0.094193,2.801218,[139 246] ; [25 27],[144.48512586 240.51487414] ; [19.51487414 32.48512586],0
r1,1,0.104209,2.639909,[331  53] ; [49  3],[334.67889908  49.32110092] ; [45.32110092  6.67889908],0
d4,1,0.113137,2.509845,[328  56] ; [40 12],[324.11009174  59.88990826] ; [43.88990826  8.11009174],0
a5,1,0.124328,2.361937,[303  82] ; [36 16],[298.66132723  86.33867277] ; [40.33867277 11.66132723],0
d1,1,0.128138,2.314921,[249 136] ; [28 24],[244.0389016 140.9610984] ; [32.9610984 19.0389016],0
p3,1,0.215262,1.535679,[248 136] ; [29 23],[243.96330275 140.03669725] ; [33.03669725 18.96330275],0
u3,1,0.236235,1.402923,[57 49] ; [13  6],[59.36 46.64] ; [10.64  8.36],0
b5,1,0.238052,1.39209,[211 174] ; [33 19],[214.96567506 170.03432494] ; [29.03432494 22.96567506],0
b2,1,0.23999,1.38065,[ 90 142] ; [ 8 21],[ 87.11111111 144.88888889] ; [10.88888889 18.11111111],0
b3,1,0.23999,1.38065,[ 90 142] ; [ 8 21],[ 87.11111111 144.88888889] ; [10.88888889 18.11111111],0
a2,1,0.252066,1.311819,[ 86 299] ; [ 8 44],[ 82.81464531 302.18535469] ; [11.18535469 40.81464531],0
a1,1,0.300498,1.071982,[ 20 365] ; [ 1 51],[ 18.50114416 366.49885584] ; [ 2.49885584 49.50114416],0
u2,1,0.31589,1.005889,[56 50] ; [13  7],[58.04761905 47.95238095] ; [10.95238095  9.04761905],0
v4,1,0.333805,0.934078,[378   7] ; [50  2],[377.07093822   7.92906178] ; [50.92906178  1.07093822],0
s4,1,0.34484,0.892356,[ 63 315] ; [ 6 46],[ 60.65581395 317.34418605] ; [ 8.34418605 43.65581395],0
v3,1,0.383186,0.760455,[171 206] ; [19 30],[168.14553991 208.85446009] ; [21.85446009 27.14553991],0
a6,1,0.494516,0.466684,[255 129] ; [37 15],[257.17431193 126.82568807] ; [34.82568807 17.17431193],0
b4,1,0.57687,0.311323,[223 162] ; [28 24],[221.13272311 163.86727689] ; [29.86727689 22.13272311],0
p1,1,0.579589,0.3069,[ 47 336] ; [ 5 47],[ 45.78390805 337.21609195] ; [ 6.21609195 45.78390805],0
n3,1,0.605512,0.266762,[42 15] ; [5 1],[42.52380952 14.47619048] ; [4.47619048 1.52380952],0
d3,1,0.654109,0.200759,[278 107] ; [36 16],[276.63615561 108.36384439] ; [37.36384439 14.63615561],0
n1,1,0.710119,0.138158,[24 33] ; [3 3],[24.42857143 32.57142857] ; [2.57142857 3.42857143],0
n2,1,0.745805,0.10509,[45 13] ; [5 1],[45.3125 12.6875] ; [4.6875 1.3125],0
a7,1,0.764451,0.089785,[288  96] ; [38 14],[287.11926606  96.88073394] ; [38.88073394 13.11926606],0
r3,1,0.768822,0.086387,[374  10] ; [51  1],[374.31192661   9.68807339] ; [50.68807339  1.31192661],0
s1,1,0.781379,0.077019,[ 10 373] ; [ 1 50],[  9.70737327 373.29262673] ; [ 1.29262673 49.70737327],0
v2,1,0.85237,0.034632,[224 151] ; [28 20],[223.40425532 151.59574468] ; [28.59574468 19.40425532],0
d5,1,0.907079,0.013625,[315  69] ; [43  9],[315.30275229  68.69724771] ; [42.69724771  9.30275229],0
