Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,110.250432,[39 81] ; [201  29],[82.28571429 37.71428571] ; [157.71428571  72.28571429],1
n6,1,8.7e-05,15.409682,[79 41] ; [192  36],[93.44827586 26.55172414] ; [177.55172414  50.44827586],1
v1,1,0.000123,14.752126,[38 78] ; [122 101],[54.74926254 61.25073746] ; [105.25073746 117.74926254],1
a2,1,0.002528,9.12046,[ 15 105] ; [ 61 169],[26.05714286 93.94285714] ; [ 49.94285714 180.05714286],0
a8,1,0.003244,8.664902,[  5 106] ; [ 33 178],[13.09937888 97.90062112] ; [ 24.90062112 186.09937888],0
p10,1,0.003722,8.414916,[78 40] ; [183  45],[89.01156069 28.98843931] ; [171.98843931  56.01156069],0
a4,1,0.008368,6.952883,[37 83] ; [104 125],[48.48137536 71.51862464] ; [ 92.51862464 136.48137536],0
r4,1,0.009202,6.783232,[96 24] ; [207  23],[103.88571429  16.11428571] ; [199.11428571  30.88571429],0
p4,1,0.014369,5.992188,[50 70] ; [127 102],[60.85959885 59.14040115] ; [116.14040115 112.85959885],0
p11,1,0.020019,5.410253,[82 38] ; [183  47],[90.85714286 29.14285714] ; [174.14285714  55.85714286],0
n1,1,0.024727,5.04291,[ 8 30] ; [20 25],[12.81927711 25.18072289] ; [15.18072289 29.81927711],0
p6,1,0.026852,4.900316,[23 96] ; [ 69 158],[31.6416185 87.3583815] ; [ 60.3583815 166.6416185],0
a6,1,0.033241,4.533316,[82 38] ; [181  49],[90.17142857 29.82857143] ; [172.82857143  57.17142857],0
p7,1,0.033743,4.507659,[55 62] ; [134  93],[64.28197674 52.71802326] ; [124.71802326 102.28197674],0
a5,1,0.03588,4.402804,[74 46] ; [167  63],[82.62857143 37.37142857] ; [158.37142857  71.62857143],0
u1,1,0.048059,3.907911,[ 11 109] ; [ 39 191],[ 17.14285714 102.85714286] ; [ 32.85714286 197.14285714],0
b2,1,0.056774,3.629217,[13 44] ; [46 78],[18.5801105 38.4198895] ; [40.4198895 83.5801105],0
b3,1,0.056774,3.629217,[13 44] ; [46 78],[18.5801105 38.4198895] ; [40.4198895 83.5801105],0
a3,1,0.065947,3.381136,[68 52] ; [152  76],[75.86206897 44.13793103] ; [144.13793103  83.86206897],0
p9,1,0.073977,3.192486,[87 32] ; [184  42],[93.47536232 25.52463768] ; [177.52463768  48.47536232],0
s1,1,0.095825,2.773693,[  5 115] ; [  3 222],[  2.7826087 117.2173913] ; [  5.2173913 219.7826087],0
p3,1,0.103385,2.652541,[41 78] ; [100 130],[48.0773639 70.9226361] ; [ 92.9226361 137.0773639],0
d5,1,0.113464,2.505302,[93 27] ; [194  36],[98.4 21.6] ; [188.6  41.4],0
d2,1,0.11688,2.458646,[43 77] ; [102 127],[49.85673352 70.14326648] ; [ 95.14326648 133.85673352],0
n2,1,0.127057,2.328104,[22 15] ; [36 12],[25.24705882 11.75294118] ; [32.75294118 15.24705882],0
