Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,37.800727,[39  4] ; [ 3 19],[27.78461538 15.21538462] ; [14.21538462  7.78461538],1
s6,1,0.000363,12.71562,[38  3] ; [12 10],[32.53968254  8.46031746] ; [17.46031746  4.53968254],1
s7,1,0.00098,10.865805,[29 11] ; [ 6 15],[22.95081967 17.04918033] ; [12.04918033  8.95081967],1
p9,1,0.004229,8.182903,[36  4] ; [13  9],[31.61290323  8.38709677] ; [17.38709677  4.61290323],0
s8,1,0.008718,6.879643,[20 23] ; [ 3 19],[15.21538462 27.78461538] ; [ 7.78461538 14.21538462],0
p10,1,0.019582,5.448767,[35  6] ; [13  9],[31.23809524  9.76190476] ; [16.76190476  5.23809524],0
r2,1,0.026111,4.948669,[41  2] ; [17  5],[38.36923077  4.63076923] ; [19.63076923  2.36923077],0
r3,1,0.067744,3.336864,[41  1] ; [18  3],[39.33333333  2.66666667] ; [19.66666667  1.33333333],0
p5,1,0.071497,3.24831,[ 9 32] ; [ 1 21],[ 6.50793651 34.49206349] ; [ 3.49206349 18.50793651],0
d5,1,0.088514,2.901185,[34  9] ; [13  9],[31.09230769 11.90769231] ; [15.90769231  6.09230769],0
p8,1,0.09331,2.816322,[24 17] ; [ 8 14],[20.82539683 20.17460317] ; [11.17460317 10.82539683],0
n4,1,0.11814,2.441801,[30 13] ; [11 11],[27.12307692 15.87692308] ; [13.87692308  8.12307692],0
d2,1,0.121239,2.40124,[ 7 36] ; [ 7 14],[ 9.40625 33.59375] ; [ 4.59375 16.40625],0
d3,1,0.127978,2.316865,[28 15] ; [10 12],[25.13846154 17.86153846] ; [12.86153846  9.13846154],0
s4,1,0.144814,2.126042,[15 27] ; [ 4 18],[12.46875 29.53125] ; [ 6.53125 15.46875],0
d1,1,0.161239,1.962569,[15 28] ; [ 4 18],[12.56923077 30.43076923] ; [ 6.43076923 15.56923077],0
n5,1,0.176808,1.824254,[30 12] ; [12 10],[27.5625 14.4375] ; [14.4375  7.5625],0
v4,1,0.22774,1.454924,[41  1] ; [20  2],[40.03125  1.96875] ; [20.96875  1.03125],0
p6,1,0.240825,1.375756,[18 23] ; [ 6 15],[15.87096774 25.12903226] ; [ 8.12903226 12.87096774],0
u2,1,0.261366,1.261508,[13  8] ; [5 7],[11.45454545  9.54545455] ; [6.54545455 5.45454545],0
r4,1,0.372028,0.796878,[37  6] ; [17  5],[35.72307692  7.27692308] ; [18.27692308  3.72307692],0
p4,1,0.373479,0.792055,[24 18] ; [10 12],[22.3125 19.6875] ; [11.6875 10.3125],0
d4,1,0.391409,0.734562,[33 10] ; [14  7],[31.578125 11.421875] ; [15.421875  5.578125],0
v1,1,0.424482,0.637874,[23 20] ; [ 9 12],[21.5 21.5] ; [10.5 10.5],0
a7,1,0.425944,0.633857,[27 16] ; [11 10],[25.53125 17.46875] ; [12.46875  8.53125],0
b3,1,0.444379,0.58495,[ 5 21] ; [ 1 10],[ 4.21621622 21.78378378] ; [1.78378378 9.21621622],0
b2,1,0.444379,0.58495,[ 5 21] ; [ 1 10],[ 4.21621622 21.78378378] ; [1.78378378 9.21621622],0
n6,1,0.449653,0.571528,[34  8] ; [16  6],[32.8125  9.1875] ; [17.1875  4.8125],0
v3,1,0.454761,0.558758,[15 26] ; [ 6 16],[13.66666667 27.33333333] ; [ 7.33333333 14.66666667],0
p7,1,0.463121,0.538341,[25 14] ; [12 10],[23.6557377 15.3442623] ; [13.3442623  8.6557377],0
a8,1,0.467814,0.527134,[ 5 34] ; [ 4 16],[ 5.94915254 33.05084746] ; [ 3.05084746 16.94915254],0
p3,1,0.494742,0.466198,[19 23] ; [ 8 14],[17.71875 24.28125] ; [ 9.28125 12.71875],0
p1,1,0.517402,0.419069,[ 5 36] ; [ 4 18],[ 5.85714286 35.14285714] ; [ 3.14285714 18.85714286],0
a1,1,0.623855,0.240486,[ 1 42] ; [ 1 21],[ 1.32307692 41.67692308] ; [ 0.67692308 21.32307692],0
u3,1,0.632142,0.229167,[14  7] ; [7 5],[13.36363636  7.63636364] ; [7.63636364 4.36363636],0
p11,1,0.652972,0.202173,[31 12] ; [17  5],[31.75384615 11.24615385] ; [16.24615385  5.75384615],0
p12,1,0.683481,0.166234,[ 3 39] ; [ 1 21],[ 2.625 39.375] ; [ 1.375 20.625],0
s1,1,0.683481,0.166234,[ 3 39] ; [ 1 21],[ 2.625 39.375] ; [ 1.375 20.625],0
u1,1,0.699525,0.148966,[ 3 40] ; [ 1 21],[ 2.64615385 40.35384615] ; [ 1.35384615 20.64615385],0
b4,1,0.758989,0.094132,[29 14] ; [14  8],[28.44615385 14.55384615] ; [14.55384615  7.44615385],0
a3,1,0.790067,0.070875,[22 21] ; [10 11],[21.5 21.5] ; [10.5 10.5],0
a4,1,0.793224,0.06871,[ 9 34] ; [ 4 18],[ 8.6 34.4] ; [ 4.4 17.6],0
b1,1,0.803612,0.061839,[17 26] ; [ 8 14],[16.53846154 26.46153846] ; [ 8.46153846 13.53846154],0
n3,1,0.829454,0.046398,[8 5] ; [4 2],[8.21052632 4.78947368] ; [3.78947368 2.21052632],0
p2,1,0.869897,0.026827,[36  5] ; [19  3],[35.79365079  5.20634921] ; [19.20634921  2.79365079],0
n1,1,0.875975,0.024359,[7 6] ; [3 3],[6.84210526 6.15789474] ; [3.15789474 2.84210526],0
v2,1,0.880859,0.022464,[18 24] ; [ 9 13],[17.71875 24.28125] ; [ 9.28125 12.71875],0
a6,1,0.929296,0.007873,[21 22] ; [11 11],[21.16923077 21.83076923] ; [10.83076923 11.16923077],0
b5,1,0.929296,0.007873,[21 22] ; [11 11],[21.16923077 21.83076923] ; [10.83076923 11.16923077],0
r1,1,0.956877,0.002924,[31 12] ; [16  6],[31.09230769 11.90769231] ; [15.90769231  6.09230769],0
