Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,300.328654,[291  45] ; [ 89 308],[174.18826739 161.81173261] ; [205.81173261 191.18826739],1
s6,1,0.0,142.114384,[287  49] ; [169 228],[209.02592087 126.97407913] ; [246.97407913 150.02592087],1
s7,1,0.0,129.384484,[226 100] ; [100 278],[150.96022727 175.03977273] ; [175.03977273 202.96022727],1
s8,1,0.0,114.124633,[214 124] ; [ 97 302],[142.62957938 195.37042062] ; [168.37042062 230.62957938],1
s5,1,0.0,69.502078,[146 181] ; [ 64 329],[ 95.375 231.625] ; [114.625 278.375],1
d4,1,4e-06,21.228968,[297  39] ; [301 100],[272.62957938  63.37042062] ; [325.37042062  75.62957938],1
p10,1,1.8e-05,18.398458,[289  46] ; [289 105],[265.61042524  69.38957476] ; [312.38957476  81.61042524],1
p12,1,2.3e-05,17.916186,[ 42 294] ; [ 16 381],[ 26.58663029 309.41336971] ; [ 31.41336971 365.58663029],1
p4,1,3.6e-05,17.091999,[222 113] ; [203 194],[194.50136612 140.49863388] ; [230.49863388 166.50136612],1
d1,1,4.9e-05,16.481049,[222 118] ; [203 199],[194.74393531 145.25606469] ; [230.25606469 171.74393531],1
p6,1,0.000154,14.322689,[138 195] ; [110 282],[113.90896552 219.09103448] ; [134.09103448 257.90896552],1
r4,1,0.000209,13.752257,[323  17] ; [350  52],[308.38274933  31.61725067] ; [364.61725067  37.38274933],1
v1,1,0.000361,12.72535,[201 125] ; [190 203],[177.28233658 148.71766342] ; [213.71766342 179.28233658],1
u4,1,0.000384,12.607227,[ 15 325] ; [  2 400],[  7.78975741 332.21024259] ; [  9.21024259 392.78975741],1
n5,1,0.000426,12.415522,[270  67] ; [274 125],[249.08695652  87.91304348] ; [294.91304348 104.08695652],1
u1,1,0.000463,12.258691,[ 73 267] ; [ 48 354],[ 55.44474394 284.55525606] ; [ 65.55525606 336.44474394],1
v3,1,0.000559,11.90905,[155 166] ; [138 251],[132.46901408 188.53098592] ; [160.53098592 228.46901408],1
p9,1,0.00061,11.746076,[294  39] ; [311  84],[276.73763736  56.26236264] ; [328.26236264  66.73763736],1
a3,1,0.000874,11.076198,[259  79] ; [261 138],[238.48032564  99.51967436] ; [281.51967436 117.48032564],1
d2,1,0.003245,8.664552,[179 158] ; [169 231],[159.12618725 177.87381275] ; [188.87381275 211.12618725],0
n4,1,0.003492,8.530738,[277  61] ; [293 109],[260.35135135  77.64864865] ; [309.64864865  92.35135135],0
