Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.017569,5.638613,[48 17] ; [13 14],[43.09782609 21.90217391] ; [17.90217391  9.09782609],0
u1,1,0.020011,5.410967,[16 50] ; [ 1 26],[12.06451613 53.93548387] ; [ 4.93548387 22.06451613],0
v2,1,0.026184,4.943847,[43 19] ; [12 15],[38.31460674 23.68539326] ; [16.68539326 10.31460674],0
a2,1,0.046344,3.96904,[17 49] ; [ 2 25],[13.48387097 52.51612903] ; [ 5.51612903 21.48387097],0
d2,1,0.072887,3.216783,[30 35] ; [18  9],[33.91304348 31.08695652] ; [14.08695652 12.91304348],0
r2,1,0.073319,3.207104,[60  4] ; [22  5],[57.67032967  6.32967033] ; [24.32967033  2.67032967],0
n5,1,0.120728,2.407848,[56 10] ; [26  1],[58.19354839  7.80645161] ; [23.80645161  3.19354839],0
u4,1,0.121658,2.39585,[ 2 63] ; [ 3 24],[ 3.5326087 61.4673913] ; [ 1.4673913 25.5326087],0
v4,1,0.126713,2.332316,[62  2] ; [24  3],[60.48351648  3.51648352] ; [25.51648352  1.48351648],0
b1,1,0.154184,2.03036,[26 40] ; [15 12],[29.09677419 36.90322581] ; [11.90322581 15.09677419],0
u2,1,0.168843,1.893182,[9 3] ; [2 3],[7.76470588 4.23529412] ; [3.23529412 1.76470588],0
u3,1,0.168843,1.893182,[9 3] ; [2 3],[7.76470588 4.23529412] ; [3.23529412 1.76470588],0
p12,1,0.181041,1.789057,[21 44] ; [ 5 22],[18.36956522 46.63043478] ; [ 7.63043478 19.36956522],0
n2,1,0.226023,1.465714,[12  2] ; [3 2],[11.05263158  2.94736842] ; [3.94736842 1.05263158],0
p6,1,0.233878,1.417119,[43 21] ; [14 12],[40.53333333 23.46666667] ; [16.46666667  9.53333333],0
p8,1,0.235528,1.407162,[55 10] ; [20  7],[52.98913043 12.01086957] ; [22.01086957  4.98913043],0
p1,1,0.244609,1.353832,[20 46] ; [ 5 22],[17.74193548 48.25806452] ; [ 7.25806452 19.74193548],0
b5,1,0.255079,1.295271,[33 33] ; [10 17],[30.51612903 35.48387097] ; [12.48387097 14.51612903],0
n4,1,0.311925,1.022509,[56 10] ; [25  2],[57.48387097  8.51612903] ; [23.51612903  3.48387097],0
a8,1,0.312927,1.01828,[ 9 48] ; [ 2 24],[ 7.55421687 49.44578313] ; [ 3.44578313 22.55421687],0
r1,1,0.321589,0.982473,[54 11] ; [20  7],[52.2826087 12.7173913] ; [21.7173913  5.2826087],0
d4,1,0.322011,0.980761,[56  9] ; [21  6],[54.40217391 10.59782609] ; [22.59782609  4.40217391],0
n1,1,0.345099,0.891396,[5 9] ; [3 2],[5.89473684 8.10526316] ; [2.10526316 2.89473684],0
s7,1,0.352645,0.863917,[43 16] ; [17 10],[41.1627907 17.8372093] ; [18.8372093  8.1627907],0
p10,1,0.353685,0.860192,[63  2] ; [25  2],[62.17391304  2.82608696] ; [25.82608696  1.17391304],0
b2,1,0.363657,0.825224,[23 25] ; [12  8],[24.70588235 23.29411765] ; [10.29411765  9.70588235],0
b3,1,0.363657,0.825224,[23 25] ; [12  8],[24.70588235 23.29411765] ; [10.29411765  9.70588235],0
s5,1,0.378662,0.775042,[42 17] ; [16 10],[40.25882353 18.74117647] ; [17.74117647  8.25882353],0
s2,1,0.397316,0.716435,[37 27] ; [13 14],[35.16483516 28.83516484] ; [14.83516484 12.16483516],0
v1,1,0.447266,0.57757,[44 19] ; [16 10],[42.47191011 20.52808989] ; [17.52808989  8.47191011],0
d5,1,0.459141,0.547987,[51 14] ; [23  4],[52.2826087 12.7173913] ; [21.7173913  5.2826087],0
a6,1,0.463041,0.538534,[46 19] ; [17 10],[44.51086957 20.48913043] ; [18.48913043  8.51086957],0
s4,1,0.464214,0.535714,[ 6 57] ; [ 4 23],[ 7. 56.] ; [ 3. 24.],0
s6,1,0.528062,0.398119,[50 11] ; [19  6],[48.94186047 12.05813953] ; [20.05813953  4.94186047],0
p7,1,0.611644,0.257787,[54  9] ; [22  5],[53.2  9.8] ; [22.8  4.2],0
a4,1,0.613801,0.254676,[28 38] ; [13 14],[29.09677419 36.90322581] ; [11.90322581 15.09677419],0
b4,1,0.631428,0.230129,[38 28] ; [17 10],[39.03225806 26.96774194] ; [15.96774194 11.03225806],0
d1,1,0.679497,0.170692,[41 25] ; [18  9],[41.87096774 24.12903226] ; [17.12903226  9.87096774],0
r4,1,0.725049,0.123706,[58  8] ; [23  4],[57.48387097  8.51612903] ; [23.51612903  3.48387097],0
s8,1,0.779917,0.07808,[37 26] ; [15 12],[36.4 26.6] ; [15.6 11.4],0
s3,1,0.779917,0.07808,[37 26] ; [15 12],[36.4 26.6] ; [15.6 11.4],0
p3,1,0.810514,0.057486,[52 13] ; [21  6],[51.57608696 13.42391304] ; [21.42391304  5.57608696],0
n6,1,0.838953,0.041304,[60  4] ; [25  2],[59.78021978  4.21978022] ; [25.21978022  1.78021978],0
n3,1,0.864591,0.029082,[9 5] ; [3 2],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
p9,1,0.877506,0.023757,[63  2] ; [26  1],[62.88043478  2.11956522] ; [26.11956522  0.88043478],0
a1,1,0.881742,0.02213,[ 9 57] ; [ 4 23],[ 9.22580645 56.77419355] ; [ 3.77419355 23.22580645],0
a5,1,0.896116,0.017048,[53 13] ; [22  5],[53.22580645 12.77419355] ; [21.77419355  5.22580645],0
p4,1,0.90333,0.014752,[56  9] ; [23  4],[55.81521739  9.18478261] ; [23.18478261  3.81521739],0
v3,1,0.916269,0.011053,[36 26] ; [16 11],[36.2247191 25.7752809] ; [15.7752809 11.2247191],0
p2,1,0.93817,0.006017,[58  8] ; [23  3],[58.10869565  7.89130435] ; [22.89130435  3.10869565],0
r3,1,0.947182,0.004389,[59  5] ; [25  2],[59.07692308  4.92307692] ; [24.92307692  2.07692308],0
a3,1,0.969581,0.001454,[54 12] ; [22  5],[53.93548387 12.06451613] ; [22.06451613  4.93548387],0
s1,1,0.977716,0.00078,[ 5 61] ; [ 2 25],[ 4.96774194 61.03225806] ; [ 2.03225806 24.96774194],0
