Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8.1e-05,15.532958,[ 40 118] ; [48 49],[ 54.5254902 103.4745098] ; [33.4745098 63.5254902],1
s6,1,0.000239,13.500285,[64 95] ; [62 35],[78.2578125 80.7421875] ; [47.7421875 49.2578125],1
v2,1,0.000302,13.055879,[52 99] ; [55 40],[65.67886179 85.32113821] ; [41.32113821 53.67886179],1
p2,1,0.001793,9.75,[84 76] ; [72 28],[96. 64.] ; [60. 40.],0
p9,1,0.003675,8.43763,[96 59] ; [77 20],[106.40873016  48.59126984] ; [66.59126984 30.40873016],0
r1,1,0.008877,6.847355,[100  60] ; [78 22],[109.53846154  50.46153846] ; [68.46153846 31.53846154],0
s7,1,0.011508,6.385058,[ 40 114] ; [40 57],[ 49.08366534 104.91633466] ; [30.91633466 66.08366534],0
r4,1,0.014053,6.031435,[111  49] ; [83 17],[119.38461538  40.61538462] ; [74.61538462 25.38461538],0
a5,1,0.014153,6.019006,[91 69] ; [72 28],[100.30769231  59.69230769] ; [62.69230769 37.30769231],0
v3,1,0.014938,5.923794,[ 39 115] ; [38 57],[ 47.62248996 106.37751004] ; [29.37751004 65.62248996],0
r3,1,0.024724,5.043113,[128  31] ; [90  9],[134.34883721  24.65116279] ; [83.65116279 15.34883721],0
p4,1,0.025078,5.018479,[ 30 129] ; [31 69],[ 37.44787645 121.55212355] ; [23.55212355 76.44787645],0
b1,1,0.025398,4.996539,[65 95] ; [27 73],[ 56.61538462 103.38461538] ; [35.38461538 64.61538462],0
p8,1,0.027316,4.870705,[ 24 135] ; [26 73],[ 30.81395349 128.18604651] ; [19.18604651 79.81395349],0
v4,1,0.03571,4.410905,[128  32] ; [89 10],[134.05405405  25.94594595] ; [82.94594595 16.05405405],0
s3,1,0.049263,3.866374,[ 56 102] ; [46 50],[63.4488189 94.5511811] ; [38.5511811 57.4488189],0
r2,1,0.050436,3.826913,[132  26] ; [92  8],[137.17829457  20.82170543] ; [86.82170543 13.17829457],0
p10,1,0.053599,3.725131,[90 67] ; [68 30],[97.27843137 59.72156863] ; [60.72156863 37.27843137],0
p11,1,0.063188,3.451659,[92 68] ; [69 31],[99.07692308 60.92307692] ; [61.92307692 38.07692308],0
a2,1,0.083879,2.988085,[ 26 134] ; [25 75],[ 31.38461538 128.61538462] ; [19.61538462 80.38461538],0
p6,1,0.087074,2.927661,[ 12 147] ; [14 85],[ 16.02325581 142.97674419] ; [ 9.97674419 89.02325581],0
u2,1,0.11227,2.52197,[29 36] ; [22 14],[32.82178218 32.17821782] ; [18.17821782 17.82178218],0
n2,1,0.113127,2.509988,[41 25] ; [25  7],[44.44897959 21.55102041] ; [21.55102041 10.44897959],0
p5,1,0.151187,2.060235,[  3 157] ; [ 5 94],[  4.94208494 155.05791506] ; [ 3.05791506 95.94208494],0
s5,1,0.186588,1.744357,[ 27 127] ; [23 71],[ 31.0483871 122.9516129] ; [18.9516129 75.0483871],0
u3,1,0.195882,1.672814,[31 34] ; [22 14],[34.10891089 30.89108911] ; [18.89108911 17.10891089],0
p1,1,0.22754,1.456175,[  7 152] ; [ 8 92],[  9.20849421 149.79150579] ; [ 5.79150579 94.20849421],0
s8,1,0.322237,0.979845,[ 38 122] ; [29 70],[ 41.38996139 118.61003861] ; [25.61003861 73.38996139],0
s4,1,0.326298,0.963533,[ 30 129] ; [14 85],[ 27.11627907 131.88372093] ; [16.88372093 82.11627907],0
a7,1,0.349364,0.875768,[104  55] ; [71 29],[107.43243243  51.56756757] ; [67.56756757 32.43243243],0
a8,1,0.355971,0.852058,[ 13 139] ; [11 79],[ 15.07438017 136.92561983] ; [ 8.92561983 81.07438017],0
n4,1,0.366887,0.814182,[100  60] ; [68 32],[103.38461538  56.61538462] ; [64.61538462 35.38461538],0
a4,1,0.410647,0.676928,[64 95] ; [45 54],[67.1744186 91.8255814] ; [41.8255814 57.1744186],0
n3,1,0.425104,0.636161,[36 27] ; [21 11],[37.8 25.2] ; [19.2 12.8],0
a3,1,0.431433,0.618962,[95 64] ; [64 35],[97.98837209 61.01162791] ; [61.01162791 37.98837209],0
b4,1,0.505963,0.442406,[101  59] ; [59 41],[98.46153846 61.53846154] ; [61.53846154 38.46153846],0
a1,1,0.558617,0.342105,[  9 151] ; [ 4 96],[  8. 152.] ; [ 5. 95.],0
a6,1,0.567678,0.326583,[100  60] ; [66 34],[102.15384615  57.84615385] ; [63.84615385 36.15384615],0
d3,1,0.611473,0.258035,[99 61] ; [65 35],[100.92307692  59.07692308] ; [63.07692308 36.92307692],0
u1,1,0.616535,0.250768,[ 19 141] ; [14 86],[ 20.30769231 139.69230769] ; [12.69230769 87.30769231],0
u4,1,0.632627,0.228516,[  2 158] ; [ 2 98],[  2.46153846 157.53846154] ; [ 1.53846154 98.46153846],0
d5,1,0.679685,0.170481,[113  47] ; [73 27],[114.46153846  45.53846154] ; [71.53846154 28.46153846],0
p12,1,0.699297,0.149204,[  8 152] ; [ 6 92],[  8.68217054 151.31782946] ; [ 5.31782946 92.68217054],0
n1,1,0.702902,0.14547,[27 38] ; [12 20],[26.13402062 38.86597938] ; [12.86597938 19.13402062],0
b2,1,0.803288,0.062048,[32 54] ; [22 34],[32.70422535 53.29577465] ; [21.29577465 34.70422535],0
b3,1,0.803288,0.062048,[32 54] ; [22 34],[32.70422535 53.29577465] ; [21.29577465 34.70422535],0
d2,1,0.813493,0.055659,[71 87] ; [43 56],[70.08560311 87.91439689] ; [43.91439689 55.08560311],0
n6,1,0.82751,0.047478,[116  44] ; [73 26],[116.75675676  43.24324324] ; [72.24324324 26.75675676],0
d4,1,0.8407,0.0404,[121  38] ; [75 25],[120.32432432  38.67567568] ; [75.67567568 24.32432432],0
s1,1,0.867603,0.02779,[  7 151] ; [ 4 96],[  6.73643411 151.26356589] ; [ 4.26356589 95.73643411],0
n5,1,0.905178,0.01419,[99 60] ; [63 37],[99.45173745 59.54826255] ; [62.54826255 37.45173745],0
b5,1,0.93536,0.006578,[100  60] ; [63 37],[100.30769231  59.69230769] ; [62.69230769 37.30769231],0
d1,1,0.968704,0.001539,[78 82] ; [49 51],[78.15384615 81.84615385] ; [48.84615385 51.15384615],0
