Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000321,12.94416,[152  13] ; [5 4],[148.87931034  16.12068966] ; [8.12068966 0.87931034],1
r4,1,0.006181,7.496653,[136  30] ; [4 5],[132.8  33.2] ; [7.2 1.8],0
a6,1,0.026631,4.914561,[128  38] ; [4 5],[125.21142857  40.78857143] ; [6.78857143 2.21142857],0
s1,1,0.027452,4.862128,[  2 161] ; [1 8],[  2.84302326 160.15697674] ; [0.15697674 8.84302326],0
p11,1,0.030825,4.662668,[127  39] ; [4 5],[124.26285714  41.73714286] ; [6.73714286 2.26285714],0
p2,1,0.039315,4.247221,[123  40] ; [4 5],[120.35465116  42.64534884] ; [6.64534884 2.35465116],0
r1,1,0.103623,2.648882,[130  35] ; [5 4],[128.01724138  36.98275862] ; [6.98275862 2.01724138],0
b4,1,0.119057,2.429682,[99 67] ; [3 6],[96.75428571 69.24571429] ; [5.24571429 3.75428571],0
p7,1,0.158088,1.99242,[94 70] ; [3 6],[91.95375723 72.04624277] ; [5.04624277 3.95375723],0
s3,1,0.182763,1.775012,[ 40 123] ; [4 5],[ 41.69767442 121.30232558] ; [2.30232558 6.69767442],0
v4,1,0.196348,1.669335,[150  15] ; [7 2],[148.87931034  16.12068966] ; [8.12068966 0.87931034],0
s2,1,0.243455,1.360473,[ 29 134] ; [3 6],[ 30.3255814 132.6744186] ; [1.6744186 7.3255814],0
a2,1,0.24661,1.342407,[ 48 118] ; [1 8],[ 46.48 119.52] ; [2.52 6.48],0
p8,1,0.304309,1.055215,[83 80] ; [3 6],[81.5 81.5] ; [4.5 4.5],0
n3,1,0.330835,0.945626,[29 18] ; [1 2],[28.2 18.8] ; [1.8 1.2],0
r2,1,0.337831,0.918643,[153   9] ; [6 1],[152.41420118   9.58579882] ; [6.58579882 0.41420118],0
n5,1,0.395071,0.723278,[114  51] ; [5 4],[112.84482759  52.15517241] ; [6.15517241 2.84482759],0
a5,1,0.408184,0.684084,[128  38] ; [8 1],[129.00571429  36.99428571] ; [6.99428571 2.00571429],0
s7,1,0.437259,0.603465,[ 38 117] ; [1 7],[ 37.08588957 117.91411043] ; [1.91411043 6.08588957],0
v1,1,0.44559,0.581845,[76 88] ; [3 6],[74.89017341 89.10982659] ; [4.10982659 4.89017341],0
a3,1,0.448791,0.573704,[128  37] ; [6 3],[127.06896552  37.93103448] ; [6.93103448 2.06896552],0
u3,1,0.463366,0.537753,[21 17] ; [1 2],[20.3902439 17.6097561] ; [1.6097561 1.3902439],0
u2,1,0.489434,0.477771,[20 17] ; [1 2],[19.425 17.575] ; [1.575 1.425],0
s8,1,0.500853,0.453128,[ 39 127] ; [3 6],[ 39.84 126.16] ; [2.16 6.84],0
a7,1,0.538087,0.379097,[125  40] ; [6 3],[124.22413793  40.77586207] ; [6.77586207 2.22413793],0
a4,1,0.553785,0.35058,[90 75] ; [4 5],[89.13793103 75.86206897] ; [4.86206897 4.13793103],0
p9,1,0.568603,0.325026,[121  40] ; [6 3],[120.27647059  40.72352941] ; [6.72352941 2.27647059],0
b1,1,0.58789,0.293651,[ 59 107] ; [4 5],[ 59.76 106.24] ; [3.24 5.76],0
u1,1,0.594214,0.283811,[ 30 136] ; [1 8],[ 29.40571429 136.59428571] ; [1.59428571 7.40571429],0
b5,1,0.616141,0.251328,[88 78] ; [4 5],[87.26857143 78.73142857] ; [4.73142857 4.26857143],0
p6,1,0.616384,0.250982,[ 41 118] ; [3 6],[ 41.64285714 117.35714286] ; [2.35714286 6.64285714],0
p3,1,0.659301,0.194373,[66 96] ; [3 6],[65.36842105 96.63157895] ; [3.63157895 5.36842105],0
p10,1,0.677806,0.172606,[119  44] ; [6 3],[118.45930233  44.54069767] ; [6.54069767 2.45930233],0
v3,1,0.71285,0.135447,[62 95] ; [3 6],[61.47590361 95.52409639] ; [3.52409639 5.47590361],0
d2,1,0.731912,0.117363,[118  46] ; [6 3],[117.54913295  46.45086705] ; [6.45086705 2.54913295],0
n6,1,0.834932,0.043422,[133  32] ; [7 2],[132.75862069  32.24137931] ; [7.24137931 1.75862069],0
n1,1,0.850537,0.035507,[13 33] ; [1 2],[13.14285714 32.85714286] ; [0.85714286 2.14285714],0
b3,1,0.860351,0.030951,[44 56] ; [2 3],[43.80952381 56.19047619] ; [2.19047619 2.80952381],0
b2,1,0.860351,0.030951,[44 56] ; [2 3],[43.80952381 56.19047619] ; [2.19047619 2.80952381],0
v2,1,0.866973,0.028058,[94 67] ; [5 4],[93.75882353 67.24117647] ; [5.24117647 3.75882353],0
p4,1,0.885109,0.020879,[76 86] ; [4 5],[75.78947368 86.21052632] ; [4.21052632 4.78947368],0
s5,1,0.906045,0.013931,[ 26 137] ; [1 6],[ 25.88823529 137.11176471] ; [1.11176471 5.88823529],0
n4,1,0.93009,0.007697,[127  39] ; [7 2],[127.10857143  38.89142857] ; [6.89142857 2.10857143],0
