Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,85.004962,[287   7] ; [38 24],[268.3988764  25.6011236] ; [56.6011236  5.3988764],1
r2,1,0.0,35.106296,[288   4] ; [49 11],[279.55681818  12.44318182] ; [57.44318182  2.55681818],1
v4,1,6e-06,20.534018,[287   6] ; [51  9],[280.54957507  12.45042493] ; [57.45042493  2.54957507],1
s7,1,0.0001,15.139468,[203  77] ; [28 32],[190.23529412  89.76470588] ; [40.76470588 19.23529412],1
s3,1,0.000717,11.44405,[258  32] ; [45 17],[249.63068182  40.36931818] ; [53.36931818  8.63068182],1
a7,1,0.000895,11.032073,[221  71] ; [34 28],[210.33898305  81.66101695] ; [44.66101695 17.33898305],1
d2,1,0.001287,10.361414,[164 127] ; [21 41],[152.50708215 138.49291785] ; [32.49291785 29.50708215],0
u1,1,0.002207,9.369213,[ 70 224] ; [ 4 58],[ 61.11235955 232.88764045] ; [12.88764045 49.11235955],0
n4,1,0.002329,9.270068,[247  46] ; [42 20],[238.52676056  54.47323944] ; [50.47323944 11.52676056],0
r3,1,0.002528,9.120531,[287   6] ; [56  6],[283.09577465   9.90422535] ; [59.90422535  2.09577465],0
n5,1,0.003058,8.772648,[240  50] ; [41 21],[231.50568182  58.49431818] ; [49.49431818 12.50568182],0
d1,1,0.003161,8.711898,[196  98] ; [29 33],[185.81460674 108.18539326] ; [39.18539326 22.81460674],0
a2,1,0.006038,7.538932,[ 88 206] ; [ 8 54],[ 79.28089888 214.71910112] ; [16.71910112 45.28089888],0
b2,1,0.007534,7.141129,[ 88 102] ; [10 32],[ 80.25862069 109.74137931] ; [17.74137931 24.25862069],0
b3,1,0.007534,7.141129,[ 88 102] ; [10 32],[ 80.25862069 109.74137931] ; [17.74137931 24.25862069],0
a1,1,0.011053,6.45675,[ 16 278] ; [ 9 53],[ 20.64606742 273.35393258] ; [ 4.35393258 57.64606742],0
v3,1,0.011071,6.45392,[142 136] ; [19 39],[133.20833333 144.79166667] ; [27.79166667 30.20833333],0
d5,1,0.017506,5.644902,[244  47] ; [44 18],[237.41643059  53.58356941] ; [50.58356941 11.41643059],0
a4,1,0.01994,5.417168,[142 151] ; [20 42],[133.70704225 159.29295775] ; [28.29295775 33.70704225],0
d4,1,0.033495,4.520276,[258  32] ; [49 13],[252.92613636  37.07386364] ; [54.07386364  7.92613636],0
p8,1,0.07206,3.235458,[157 131] ; [26 36],[150.58285714 137.41714286] ; [32.41714286 29.58285714],0
s6,1,0.072889,3.216737,[250  41] ; [46 14],[245.4017094  45.5982906] ; [50.5982906  9.4017094],0
a5,1,0.079602,3.073001,[229  64] ; [42 20],[223.67042254  69.32957746] ; [47.32957746 14.67042254],0
v2,1,0.087108,2.927015,[181 100] ; [31 28],[175.21176471 105.78823529] ; [36.78823529 22.21176471],0
u3,1,0.115636,2.475449,[47 21] ; [10 10],[44.04545455 23.95454545] ; [12.95454545  7.04545455],0
s8,1,0.123091,2.377538,[186 106] ; [33 29],[180.6440678 111.3559322] ; [38.3559322 23.6440678],0
p12,1,0.126757,2.331779,[ 39 251] ; [ 4 58],[ 35.42613636 254.57386364] ; [ 7.57386364 54.42613636],0
b5,1,0.135156,2.232255,[169 125] ; [42 20],[174.25280899 119.74719101] ; [36.74719101 25.25280899],0
p2,1,0.137061,2.210653,[246  44] ; [47 14],[242.07977208  47.92022792] ; [50.92022792 10.07977208],0
a3,1,0.137732,2.203111,[224  68] ; [42 20],[219.41242938  72.58757062] ; [46.58757062 15.41242938],0
d3,1,0.157547,1.997612,[205  86] ; [38 24],[200.32011331  90.67988669] ; [42.67988669 19.32011331],0
n6,1,0.180384,1.794459,[251  37] ; [50 12],[247.68  40.32] ; [53.32  8.68],0
p7,1,0.185686,1.751516,[190  90] ; [36 25],[185.57184751  94.42815249] ; [40.42815249 20.57184751],0
s1,1,0.193064,1.694078,[ 16 274] ; [ 1 61],[ 14.00568182 275.99431818] ; [ 2.99431818 59.00568182],0
u2,1,0.204951,1.606739,[44 23] ; [10 10],[41.5862069 25.4137931] ; [12.4137931  7.5862069],0
a8,1,0.299972,1.074319,[ 53 217] ; [ 8 50],[ 50.21341463 219.78658537] ; [10.78658537 47.21341463],0
u4,1,0.301105,1.069293,[ 13 281] ; [ 1 61],[ 11.56179775 282.43820225] ; [ 2.43820225 59.56179775],0
s5,1,0.307585,1.041018,[126 157] ; [22 37],[122.46783626 160.53216374] ; [25.53216374 33.46783626],0
p6,1,0.308255,1.038139,[122 165] ; [22 40],[118.41833811 168.58166189] ; [25.58166189 36.41833811],0
n3,1,0.350324,0.872285,[42 16] ; [9 6],[40.52054795 17.47945205] ; [10.47945205  4.52054795],0
v1,1,0.35998,0.837963,[175 109] ; [32 26],[171.89473684 112.10526316] ; [35.10526316 22.89473684],0
p1,1,0.363315,0.826401,[ 30 260] ; [ 4 57],[ 28.09116809 261.90883191] ; [ 5.90883191 55.09116809],0
n1,1,0.367436,0.812317,[28 29] ; [5 9],[26.49295775 30.50704225] ; [6.50704225 7.49295775],0
p10,1,0.436366,0.605819,[249  41] ; [50 11],[247.03703704  42.96296296] ; [51.96296296  9.03703704],0
a6,1,0.475265,0.509709,[187 103] ; [37 25],[184.54545455 105.45454545] ; [39.45454545 22.54545455],0
p9,1,0.67428,0.176636,[251  36] ; [53  9],[249.99426934  37.00573066] ; [54.00573066  7.99426934],0
b1,1,0.691325,0.157654,[120 174] ; [27 35],[121.3988764 172.6011236] ; [25.6011236 36.3988764],0
p3,1,0.824104,0.049404,[154 135] ; [34 28],[154.79202279 134.20797721] ; [33.20797721 28.79202279],0
p5,1,0.847227,0.037117,[ 41 246] ; [ 8 52],[ 40.52737752 246.47262248] ; [ 8.47262248 51.52737752],0
b4,1,0.870663,0.026509,[174 120] ; [36 26],[173.42696629 120.57303371] ; [36.57303371 25.42696629],0
p4,1,0.871613,0.026118,[188 101] ; [41 21],[188.54985755 100.45014245] ; [40.45014245 21.54985755],0
p11,1,0.888298,0.019729,[230  64] ; [48 14],[229.58426966  64.41573034] ; [48.41573034 13.58426966],0
n2,1,0.951278,0.003733,[46 11] ; [12  3],[45.91666667 11.08333333] ; [12.08333333  2.91666667],0
