Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.002649,9.035035,[ 3 25] ; [14 16],[ 8.20689655 19.79310345] ; [ 8.79310345 21.20689655],0
s6,1,0.004165,8.210593,[ 3 25] ; [13 16],[ 7.85964912 20.14035088] ; [ 8.14035088 20.85964912],0
s2,1,0.007053,7.259324,[ 2 26] ; [11 19],[ 6.27586207 21.72413793] ; [ 6.72413793 23.27586207],0
r4,1,0.007754,7.089464,[ 1 27] ; [ 9 21],[ 4.82758621 23.17241379] ; [ 5.17241379 24.82758621],0
v4,1,0.01771,5.624591,[13 15] ; [23  7],[17.37931034 10.62068966] ; [18.62068966 11.37931034],0
p11,1,0.023671,5.118588,[ 6 22] ; [15 15],[10.13793103 17.86206897] ; [10.86206897 19.13793103],0
s7,1,0.04517,4.012275,[ 3 22] ; [10 18],[ 6.13207547 18.86792453] ; [ 6.86792453 21.13207547],0
p8,1,0.050952,3.809854,[ 4 23] ; [11 18],[ 7.23214286 19.76785714] ; [ 7.76785714 21.23214286],0
n5,1,0.054112,3.709255,[17 11] ; [25  5],[20.27586207  7.72413793] ; [21.72413793  8.27586207],0
s5,1,0.059938,3.539101,[ 3 25] ; [ 9 20],[ 5.89473684 22.10526316] ; [ 6.10526316 22.89473684],0
a5,1,0.067039,3.35407,[11 17] ; [19 11],[14.48275862 13.51724138] ; [15.51724138 14.48275862],0
p10,1,0.077397,3.118734,[ 9 18] ; [17 13],[12.31578947 14.68421053] ; [13.68421053 16.31578947],0
s8,1,0.078556,3.09452,[ 2 26] ; [ 7 22],[ 4.42105263 23.57894737] ; [ 4.57894737 24.42105263],0
p9,1,0.102235,2.67033,[10 17] ; [16 11],[13. 14.] ; [13. 14.],0
p2,1,0.114884,2.485714,[11 17] ; [18 12],[14. 14.] ; [15. 15.],0
n4,1,0.117619,2.448747,[15 13] ; [22  8],[17.86206897 10.13793103] ; [19.13793103 10.86206897],0
b5,1,0.118238,2.440507,[12 16] ; [19 11],[14.96551724 13.03448276] ; [16.03448276 13.96551724],0
s4,1,0.151552,2.056557,[ 4 24] ; [ 9 21],[ 6.27586207 21.72413793] ; [ 6.72413793 23.27586207],0
