Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,32.993601,[82 13] ; [24 33],[66.25 28.75] ; [39.75 17.25],1
n1,1,0.000791,11.262315,[24 13] ; [ 4 17],[17.86206897 19.13793103] ; [10.13793103 10.86206897],1
n6,1,0.001066,10.709908,[75 20] ; [30 26],[66.05960265 28.94039735] ; [38.94039735 17.05960265],0
s8,1,0.00151,10.066802,[43 52] ; [11 45],[33.97350993 61.02649007] ; [20.02649007 35.97350993],0
p9,1,0.00497,7.890437,[67 25] ; [28 28],[59.05405405 32.94594595] ; [35.94594595 20.05405405],0
s4,1,0.02226,5.225363,[15 80] ; [18 39],[20.625 74.375] ; [12.375 44.625],0
v2,1,0.047324,3.933817,[42 53] ; [33 21],[47.81879195 47.18120805] ; [27.18120805 26.81879195],0
s7,1,0.060996,3.510105,[46 43] ; [18 33],[40.68571429 48.31428571] ; [23.31428571 27.68571429],0
r3,1,0.069966,3.283818,[77 19] ; [52  5],[80.94117647 15.05882353] ; [48.05882353  8.94117647],0
p10,1,0.085644,2.954406,[55 38] ; [25 31],[49.93288591 43.06711409] ; [30.06711409 25.93288591],0
b2,1,0.109754,2.557757,[22 32] ; [ 5 18],[18.93506494 35.06493506] ; [ 8.06493506 14.93506494],0
b3,1,0.109754,2.557757,[22 32] ; [ 5 18],[18.93506494 35.06493506] ; [ 8.06493506 14.93506494],0
a1,1,0.124388,2.361177,[10 86] ; [ 2 55],[ 7.52941176 88.47058824] ; [ 4.47058824 52.52941176],0
p5,1,0.132112,2.267507,[ 7 86] ; [ 1 55],[ 4.99328859 88.00671141] ; [ 3.00671141 52.99328859],0
a3,1,0.148169,2.091005,[82 13] ; [44 13],[78.75 16.25] ; [47.25  9.75],0
p6,1,0.162721,1.948759,[33 61] ; [13 41],[29.21621622 64.78378378] ; [16.78378378 37.21621622],0
n2,1,0.171511,1.869684,[29 10] ; [12  9],[26.65 12.35] ; [14.35  6.65],0
a7,1,0.182983,1.773229,[75 21] ; [39 18],[71.52941176 24.47058824] ; [42.47058824 14.52941176],0
v1,1,0.225715,1.467665,[45 51] ; [21 36],[41.41176471 54.58823529] ; [24.58823529 32.41176471],0
p2,1,0.246203,1.344725,[60 35] ; [30 26],[56.62251656 38.37748344] ; [33.37748344 22.62251656],0
a6,1,0.279559,1.169231,[68 27] ; [36 21],[65. 30.] ; [39. 18.],0
d4,1,0.279929,1.167435,[75 20] ; [49  8],[77.5 17.5] ; [46.5 10.5],0
u1,1,0.28347,1.150376,[24 72] ; [10 47],[21.33333333 74.66666667] ; [12.66666667 44.33333333],0
b4,1,0.284629,1.144854,[47 49] ; [33 24],[50.19607843 45.80392157] ; [29.80392157 27.19607843],0
v4,1,0.290239,1.118512,[85 11] ; [47 10],[82.82352941 13.17647059] ; [49.17647059  7.82352941],0
u2,1,0.33281,0.937934,[ 3 11] ; [5 8],[4.14814815 9.85185185] ; [3.85185185 9.14814815],0
r1,1,0.342263,0.901938,[74 20] ; [41 16],[71.58940397 22.41059603] ; [43.41059603 13.58940397],0
d1,1,0.368752,0.807866,[57 39] ; [38 19],[59.60784314 36.39215686] ; [35.39215686 21.60784314],0
