Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2.8e-05,17.544601,[10 58] ; [63 80],[23.52606635 44.47393365] ; [49.47393365 93.52606635],1
v4,1,3.4e-05,17.199517,[51 16] ; [138   7],[59.73113208  7.26886792] ; [129.26886792  15.73113208],1
r4,1,6.1e-05,16.072927,[45 23] ; [129  16],[55.54929577 12.45070423] ; [118.45070423  26.54929577],1
n5,1,0.000106,15.019965,[29 38] ; [103  42],[41.71698113 25.28301887] ; [90.28301887 54.71698113],1
s6,1,0.000206,13.778865,[30 37] ; [100  40],[42.07729469 24.92270531] ; [87.92270531 52.07729469],1
n4,1,0.000257,13.363878,[31 37] ; [103  41],[42.98113208 25.01886792] ; [91.01886792 52.98113208],1
p10,1,0.000292,13.123477,[23 41] ; [89 52],[34.96585366 29.03414634] ; [77.03414634 63.96585366],1
p4,1,0.00147,10.116339,[19 48] ; [74 69],[29.67142857 37.32857143] ; [63.32857143 79.67142857],0
r3,1,0.001552,10.016332,[50 17] ; [131  13],[57.47393365  9.52606635] ; [123.52606635  20.47393365],0
s7,1,0.005126,7.834387,[18 44] ; [67 66],[27.02564103 34.97435897] ; [57.97435897 75.02564103],0
p7,1,0.005231,7.797915,[21 44] ; [76 67],[30.3125 34.6875] ; [66.6875 76.3125],0
p2,1,0.008415,6.942849,[35 32] ; [102  42],[43.50236967 23.49763033] ; [93.49763033 50.50236967],0
p9,1,0.010907,6.480451,[32 32] ; [96 44],[40.15686275 23.84313725] ; [87.84313725 52.15686275],0
p6,1,0.015869,5.817282,[12 53] ; [50 93],[19.375 45.625] ; [ 42.625 100.375],0
b5,1,0.01793,5.602938,[35 33] ; [99 46],[42.77934272 25.22065728] ; [91.22065728 53.77934272],0
u1,1,0.040164,4.210928,[ 6 62] ; [ 29 116],[11.17370892 56.82629108] ; [ 23.82629108 121.17370892],0
s5,1,0.056127,3.648296,[14 47] ; [51 88],[19.825 41.175] ; [45.175 93.825],0
s2,1,0.075486,3.159517,[27 41] ; [76 68],[33.03773585 34.96226415] ; [69.96226415 74.03773585],0
n2,1,0.079156,3.082145,[18 13] ; [39 12],[21.54878049  9.45121951] ; [35.45121951 15.54878049],0
n1,1,0.099342,2.716073,[10 21] ; [25 24],[13.5625 17.4375] ; [21.4375 27.5625],0
v2,1,0.114777,2.487184,[24 39] ; [71 71],[29.19512195 33.80487805] ; [65.80487805 76.19512195],0
d5,1,0.115591,2.47607,[48 19] ; [117  27],[52.39336493 14.60663507] ; [112.60663507  31.39336493],0
p5,1,0.1172,2.454351,[ 2 64] ; [ 13 131],[ 4.71428571 61.28571429] ; [ 10.28571429 133.71428571],0
a5,1,0.119251,2.427133,[40 28] ; [101  44],[45.01408451 22.98591549] ; [95.98591549 49.01408451],0
a6,1,0.135999,2.222651,[46 21] ; [84 61],[41.08490566 25.91509434] ; [88.91509434 56.08490566],0
u2,1,0.149374,2.078636,[13 10] ; [18 29],[10.18571429 12.81428571] ; [20.81428571 26.18571429],0
a1,1,0.16678,1.911654,[ 6 62] ; [  6 139],[ 3.83098592 64.16901408] ; [  8.16901408 136.83098592],0
p8,1,0.185805,1.750575,[17 48] ; [51 93],[21.14832536 43.85167464] ; [46.85167464 97.14832536],0
a7,1,0.220031,1.504166,[45 23] ; [107  37],[48.75471698 19.24528302] ; [103.24528302  40.75471698],0
d1,1,0.230085,1.440336,[32 36] ; [81 64],[36.07511737 31.92488263] ; [76.92488263 68.07511737],0
v1,1,0.238651,1.388547,[26 42] ; [67 76],[29.97156398 38.02843602] ; [63.02843602 79.97156398],0
p3,1,0.299638,1.075803,[22 45] ; [58 86],[25.4028436 41.5971564] ; [54.5971564 89.4028436],0
s1,1,0.362793,0.828202,[ 6 61] ; [  8 135],[ 4.46666667 62.53333333] ; [  9.53333333 133.46666667],0
r1,1,0.380648,0.768609,[48 20] ; [109  34],[50.5971564 17.4028436] ; [106.4028436  36.5971564],0
d4,1,0.409843,0.679256,[48 18] ; [113  32],[50.36018957 15.63981043] ; [110.63981043  34.36018957],0
v3,1,0.417885,0.656254,[18 42] ; [51 91],[20.4950495 39.5049505] ; [48.5049505 93.4950495],0
s3,1,0.530485,0.393463,[33 35] ; [76 67],[35.12796209 32.87203791] ; [73.87203791 69.12796209],0
s4,1,0.605861,0.266246,[13 55] ; [ 32 112],[14.43396226 53.56603774] ; [ 30.56603774 113.43396226],0
u3,1,0.606694,0.265017,[13 10] ; [24 24],[11.98591549 11.01408451] ; [25.01408451 22.98591549],0
a3,1,0.676594,0.173985,[44 24] ; [96 46],[45.33333333 22.66666667] ; [94.66666667 47.33333333],0
a4,1,0.701376,0.147045,[29 39] ; [65 78],[30.29383886 37.70616114] ; [63.70616114 79.29383886],0
d2,1,0.712007,0.13628,[34 33] ; [77 67],[35.2464455 31.7535545] ; [75.7535545 68.2464455],0
b1,1,0.723792,0.124889,[36 32] ; [73 72],[34.79812207 33.20187793] ; [74.20187793 70.79812207],0
a2,1,0.738565,0.111392,[15 53] ; [ 35 110],[15.96244131 52.03755869] ; [ 34.03755869 110.96244131],0
p1,1,0.756633,0.096041,[ 7 61] ; [ 13 132],[ 6.38497653 61.61502347] ; [ 13.61502347 131.38497653],0
b2,1,0.762224,0.091543,[11 24] ; [20 50],[10.33333333 24.66666667] ; [20.66666667 49.33333333],0
b3,1,0.762224,0.091543,[11 24] ; [20 50],[10.33333333 24.66666667] ; [20.66666667 49.33333333],0
b4,1,0.775313,0.081472,[38 30] ; [78 67],[37.03286385 30.96713615] ; [78.96713615 66.03286385],0
n3,1,0.929131,0.00791,[20  9] ; [34 16],[19.82278481  9.17721519] ; [34.17721519 15.82278481],0
a8,1,0.974022,0.00106,[ 6 59] ; [ 12 116],[ 6.06217617 58.93782383] ; [ 11.93782383 116.06217617],0
d3,1,1.0,0.0,[44 22] ; [96 48],[44. 22.] ; [96. 48.],0
