Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,81.191928,[ 4 46] ; [206  71],[32.11009174 17.88990826] ; [177.88990826  99.11009174],1
d5,1,0.0,47.080669,[26 24] ; [250  27],[42.20183486  7.79816514] ; [233.79816514  43.20183486],1
d3,1,0.0,46.589701,[13 37] ; [208  69],[33.79204893 16.20795107] ; [187.20795107  89.79204893],1
a3,1,0.000294,13.107476,[30 20] ; [228  48],[39.57055215 10.42944785] ; [218.42944785  57.57055215],1
d2,1,0.000968,10.888455,[17 33] ; [164 113],[27.67584098 22.32415902] ; [153.32415902 123.67584098],1
u1,1,0.006629,7.370807,[ 3 47] ; [ 63 214],[10.09174312 39.90825688] ; [ 55.90825688 221.09174312],0
n4,1,0.009193,6.784852,[35 14] ; [238  38],[41.16  7.84] ; [231.84  44.16],0
a4,1,0.009736,6.682547,[15 35] ; [138 139],[23.39449541 26.60550459] ; [129.60550459 147.39449541],0
a2,1,0.014236,6.008634,[ 6 44] ; [ 79 198],[12.9969419 37.0030581] ; [ 72.0030581 204.9969419],0
a5,1,0.023707,5.115968,[34 16] ; [227  50],[39.90825688 10.09174312] ; [221.09174312  55.90825688],0
r1,1,0.031384,4.631853,[36 12] ; [240  36],[40.88888889  7.11111111] ; [235.11111111  40.88888889],0
v3,1,0.031685,4.615436,[18 31] ; [139 121],[24.89644013 24.10355987] ; [132.10355987 127.89644013],0
u3,1,0.039116,4.255813,[10 10] ; [37 12],[13.62318841  6.37681159] ; [33.37681159 15.62318841],0
a7,1,0.0454,4.003716,[29 21] ; [199  77],[34.96932515 15.03067485] ; [193.03067485  82.96932515],0
v2,1,0.064006,3.430406,[25 23] ; [175  90],[30.67092652 17.32907348] ; [169.32907348  95.67092652],0
v1,1,0.067463,3.343693,[24 23] ; [173  93],[29.58146965 17.41853035] ; [167.41853035  98.58146965],0
p8,1,0.074705,3.176483,[23 27] ; [162 110],[28.72670807 21.27329193] ; [156.27329193 115.72670807],0
r3,1,0.07682,3.130925,[46  4] ; [269   8],[48.16513761  1.83486239] ; [266.83486239  10.16513761],0
p9,1,0.09269,2.827031,[42  8] ; [251  23],[45.21604938  4.78395062] ; [247.78395062  26.21604938],0
b4,1,0.094502,2.795961,[24 26] ; [168 109],[29.35779817 20.64220183] ; [162.64220183 114.35779817],0
s2,1,0.102942,2.65936,[29 21] ; [191  83],[33.95061728 16.04938272] ; [186.04938272  87.95061728],0
p11,1,0.111888,2.527352,[37 13] ; [231  46],[40.97859327  9.02140673] ; [227.02140673  49.97859327],0
s5,1,0.113936,2.498762,[14 34] ; [109 155],[18.92307692 29.07692308] ; [104.07692308 159.92307692],0
p3,1,0.115641,2.475392,[24 26] ; [166 111],[29.05198777 20.94801223] ; [160.94801223 116.05198777],0
n6,1,0.158813,1.985497,[41  9] ; [244  30],[43.98148148  6.01851852] ; [241.01851852  32.98148148],0
p12,1,0.171017,1.874005,[ 3 47] ; [ 35 239],[ 5.86419753 44.13580247] ; [ 32.13580247 241.86419753],0
n5,1,0.179678,1.800284,[37 13] ; [225  49],[40.43209877  9.56790123] ; [221.56790123  52.43209877],0
a1,1,0.18693,1.741645,[ 1 49] ; [ 19 258],[ 3.05810398 46.94189602] ; [ 16.94189602 260.05810398],0
s3,1,0.205828,1.600529,[32 18] ; [198  74],[35.71428571 14.28571429] ; [194.28571429  77.71428571],0
r2,1,0.263769,1.248869,[45  4] ; [261  12],[46.56521739  2.43478261] ; [259.43478261  13.56521739],0
b2,1,0.280289,1.165689,[14 23] ; [ 94 104],[17.00425532 19.99574468] ; [ 90.99574468 107.00425532],0
b3,1,0.280289,1.165689,[14 23] ; [ 94 104],[17.00425532 19.99574468] ; [ 90.99574468 107.00425532],0
u2,1,0.293504,1.103479,[12  8] ; [35 13],[13.82352941  6.17647059] ; [33.17647059 14.82352941],0
n1,1,0.328634,0.954275,[8 5] ; [27 31],[6.4084507 6.5915493] ; [28.5915493 29.4084507],0
n3,1,0.329926,0.949188,[10  3] ; [37 22],[8.48611111 4.51388889] ; [38.51388889 20.48611111],0
u4,1,0.342065,0.902678,[ 1 49] ; [ 14 263],[ 2.29357798 47.70642202] ; [ 12.70642202 264.29357798],0
p1,1,0.353798,0.859788,[ 6 44] ; [ 22 253],[ 4.30769231 45.69230769] ; [ 23.69230769 251.30769231],0
p6,1,0.35548,0.853799,[19 31] ; [123 150],[21.98142415 28.01857585] ; [120.01857585 152.98142415],0
v4,1,0.410662,0.676883,[46  3] ; [266  10],[47.04  1.96] ; [264.96  11.04],0
r4,1,0.433151,0.61436,[45  5] ; [258  19],[46.33027523  3.66972477] ; [256.66972477  20.33027523],0
p4,1,0.45716,0.552838,[31 19] ; [186  90],[33.28220859 16.71779141] ; [183.71779141  92.28220859],0
p2,1,0.477391,0.504818,[41  9] ; [237  39],[42.63803681  7.36196319] ; [235.36196319  40.63803681],0
b1,1,0.602798,0.270796,[22 28] ; [111 166],[20.33639144 29.66360856] ; [112.66360856 164.33639144],0
s6,1,0.627374,0.235638,[39 10] ; [226  48],[40.20123839  8.79876161] ; [224.79876161  49.20123839],0
n2,1,0.662684,0.190279,[11  3] ; [43 16],[10.35616438  3.64383562] ; [43.64383562 15.35616438],0
p5,1,0.698446,0.150093,[ 7 43] ; [ 44 228],[ 7.91925466 42.08074534] ; [ 43.08074534 228.91925466],0
s7,1,0.710251,0.138027,[36 13] ; [199  63],[37.02572347 11.97427653] ; [197.97427653  64.02572347],0
a6,1,0.713665,0.134644,[32 18] ; [184  92],[33.12883436 16.87116564] ; [182.87116564  93.12883436],0
p10,1,0.779159,0.078632,[42  7] ; [238  35],[42.60869565  6.39130435] ; [237.39130435  35.60869565],0
s1,1,0.784288,0.074931,[ 2 47] ; [  9 263],[ 1.67912773 47.32087227] ; [  9.32087227 262.67912773],0
a8,1,0.791542,0.069859,[10 37] ; [ 49 201],[ 9.33670034 37.66329966] ; [ 49.66329966 200.33670034],0
