Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.054413,3.699979,[24 21] ; [1 6],[21.63461538 23.36538462] ; [3.36538462 3.63461538],0
v2,1,0.059609,3.548237,[ 6 38] ; [3 4],[ 7.76470588 36.23529412] ; [1.23529412 5.76470588],0
a3,1,0.097046,2.753425,[23 21] ; [6 1],[25.01960784 18.98039216] ; [3.98039216 3.01960784],0
a7,1,0.106712,2.602251,[21 24] ; [1 6],[19.03846154 25.96153846] ; [2.96153846 4.03846154],0
v4,1,0.130332,2.288543,[25 20] ; [6 1],[26.82692308 18.17307692] ; [4.17307692 2.82692308],0
n4,1,0.264424,1.245448,[29 16] ; [6 1],[30.28846154 14.71153846] ; [4.71153846 2.28846154],0
s3,1,0.278625,1.173783,[15 28] ; [1 6],[13.76 29.24] ; [2.24 4.76],0
r4,1,0.298581,1.080519,[ 6 39] ; [2 5],[ 6.92307692 38.07692308] ; [1.07692308 5.92307692],0
p6,1,0.312866,1.018537,[ 6 38] ; [2 5],[ 6.90196078 37.09803922] ; [1.09803922 5.90196078],0
r1,1,0.331363,0.943564,[17 28] ; [4 3],[18.17307692 26.82692308] ; [2.82692308 4.17307692],0
n6,1,0.344118,0.89503,[23 21] ; [5 2],[24.15686275 19.84313725] ; [3.84313725 3.15686275],0
p11,1,0.360684,0.83551,[14 31] ; [1 6],[12.98076923 32.01923077] ; [2.01923077 4.98076923],0
d5,1,0.369867,0.804112,[24 21] ; [5 2],[25.09615385 19.90384615] ; [3.90384615 3.09615385],0
d3,1,0.369867,0.804112,[21 24] ; [2 5],[19.90384615 25.09615385] ; [3.09615385 3.90384615],0
s8,1,0.414352,0.66628,[ 7 37] ; [2 5],[ 7.76470588 36.23529412] ; [1.23529412 5.76470588],0
n1,1,0.421806,0.645279,[11 15] ; [2 1],[11.65517241 14.34482759] ; [1.34482759 1.65517241],0
a6,1,0.429084,0.625301,[20 25] ; [2 5],[19.03846154 25.96153846] ; [2.96153846 4.03846154],0
d4,1,0.459662,0.546717,[26 19] ; [3 4],[25.09615385 19.90384615] ; [3.90384615 3.09615385],0
b4,1,0.459662,0.546717,[26 19] ; [3 4],[25.09615385 19.90384615] ; [3.90384615 3.09615385],0
b1,1,0.459662,0.546717,[26 19] ; [3 4],[25.09615385 19.90384615] ; [3.90384615 3.09615385],0
p2,1,0.493509,0.468866,[19 26] ; [2 5],[18.17307692 26.82692308] ; [2.82692308 4.17307692],0
s7,1,0.536805,0.381494,[10 30] ; [1 6],[ 9.36170213 30.63829787] ; [1.63829787 5.36170213],0
p3,1,0.552888,0.352169,[11 34] ; [1 6],[10.38461538 34.61538462] ; [1.61538462 5.38461538],0
s4,1,0.552888,0.352169,[11 34] ; [1 6],[10.38461538 34.61538462] ; [1.61538462 5.38461538],0
d2,1,0.564972,0.331169,[20 24] ; [4 3],[20.70588235 23.29411765] ; [3.29411765 3.70588235],0
a4,1,0.564972,0.331169,[14 30] ; [3 4],[14.66666667 29.33333333] ; [2.33333333 4.66666667],0
s6,1,0.627691,0.235205,[ 9 35] ; [2 5],[ 9.49019608 34.50980392] ; [1.50980392 5.49019608],0
d1,1,0.637958,0.221422,[17 28] ; [2 5],[16.44230769 28.55769231] ; [2.55769231 4.44230769],0
p10,1,0.652136,0.203217,[15 29] ; [3 4],[15.52941176 28.47058824] ; [2.47058824 4.52941176],0
s1,1,0.6523,0.203012,[ 4 41] ; [1 6],[ 4.32692308 40.67307692] ; [0.67307692 6.32692308],0
p9,1,0.656057,0.198348,[14 27] ; [3 4],[14.52083333 26.47916667] ; [2.47916667 4.52083333],0
p8,1,0.760077,0.093256,[10 33] ; [2 5],[10.32 32.68] ; [1.68 5.32],0
a5,1,0.766366,0.088287,[23 22] ; [4 3],[23.36538462 21.63461538] ; [3.63461538 3.36538462],0
s5,1,0.801693,0.06308,[ 8 36] ; [1 6],[ 7.76470588 36.23529412] ; [1.23529412 5.76470588],0
s2,1,0.820278,0.051614,[ 8 37] ; [1 6],[ 7.78846154 37.21153846] ; [1.21153846 5.78846154],0
p4,1,0.82242,0.05037,[13 32] ; [2 4],[13.23529412 31.76470588] ; [1.76470588 4.23529412],0
p7,1,0.849361,0.036075,[13 31] ; [2 4],[13.2 30.8] ; [1.8 4.2],0
a1,1,0.945247,0.004717,[ 6 39] ; [1 6],[ 6.05769231 38.94230769] ; [0.94230769 6.05769231],0
b3,1,1.0,0.0,[11 22] ; [2 4],[11. 22.] ; [2. 4.],0
b2,1,1.0,0.0,[11 22] ; [2 4],[11. 22.] ; [2. 4.],0
