Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,70.326499,[498  44] ; [13 17],[484.1993007  57.8006993] ; [26.8006993  3.1993007],1
r3,1,0.0,54.744918,[514  27] ; [18 12],[504.04903678  36.95096322] ; [27.95096322  2.04903678],1
p2,1,0.0,32.518791,[440  98] ; [11 18],[427.9329806 110.0670194] ; [23.0670194  5.9329806],1
p10,1,1e-06,24.57108,[412 123] ; [11 19],[400.53982301 134.46017699] ; [22.46017699  7.53982301],1
p9,1,1e-05,19.508773,[431 104] ; [14 16],[421.37168142 113.62831858] ; [23.62831858  6.37168142],1
p11,1,1e-05,19.500943,[425 117] ; [13 17],[415.02797203 126.97202797] ; [22.97202797  7.02797203],1
n6,1,1.4e-05,18.883347,[441 100] ; [14 15],[431.85087719 109.14912281] ; [23.14912281  5.85087719],1
r1,1,6.5e-05,15.965278,[435 105] ; [15 15],[426.31578947 113.68421053] ; [23.68421053  6.31578947],1
a7,1,0.000444,12.338927,[408 132] ; [14 16],[399.78947368 140.21052632] ; [22.21052632  7.78947368],1
s1,1,0.001145,10.577194,[ 14 521] ; [ 4 26],[ 17.04424779 517.95575221] ; [ 0.95575221 29.04424779],0
p7,1,0.00159,9.971779,[313 215] ; [ 9 21],[304.68817204 223.31182796] ; [17.31182796 12.68817204],0
u3,1,0.006744,7.340044,[100  70] ; [ 3 11],[95.16304348 74.83695652] ; [7.83695652 6.16304348],0
a5,1,0.008687,6.886093,[377 165] ; [14 16],[370.49300699 171.50699301] ; [20.50699301  9.49300699],0
p4,1,0.010103,6.616697,[291 247] ; [ 9 21],[284.15492958 253.84507042] ; [15.84507042 14.15492958],0
a1,1,0.010335,6.576212,[ 20 522] ; [ 4 26],[ 22.74125874 519.25874126] ; [ 1.25874126 28.74125874],0
s8,1,0.011051,6.457022,[195 346] ; [ 4 26],[188.54465849 352.45534151] ; [10.45534151 19.54465849],0
s6,1,0.012979,6.171982,[304 234] ; [10 20],[297.41549296 240.58450704] ; [16.58450704 13.41549296],0
p8,1,0.023137,5.158224,[255 277] ; [ 8 22],[248.96085409 283.03914591] ; [14.03914591 15.96085409],0
b5,1,0.028224,4.814303,[343 199] ; [13 17],[337.32867133 204.67132867] ; [18.67132867 11.32867133],0
v2,1,0.029178,4.757081,[277 238] ; [10 20],[271.20183486 243.79816514] ; [15.79816514 14.20183486],0
u2,1,0.041432,4.158256,[96 73] ; [ 4 10],[92.34972678 76.65027322] ; [7.65027322 6.34972678],0
d3,1,0.044919,4.021667,[365 174] ; [15 15],[359.96485062 179.03514938] ; [20.03514938  9.96485062],0
s7,1,0.046781,3.953232,[209 310] ; [ 6 22],[203.99451554 315.00548446] ; [11.00548446 16.99451554],0
a6,1,0.047739,3.91914,[381 160] ; [16 14],[376.14185639 164.85814361] ; [20.85814361  9.14185639],0
d1,1,0.047745,3.918936,[299 243] ; [11 19],[293.74125874 248.25874126] ; [16.25874126 13.74125874],0
p6,1,0.056345,3.641842,[162 371] ; [ 4 25],[157.4341637 375.5658363] ; [ 8.5658363 20.4341637],0
n2,1,0.060322,3.528505,[87 40] ; [5 7],[84.05755396 42.94244604] ; [7.94244604 4.05755396],0
u1,1,0.074158,3.188495,[ 82 460] ; [ 1 29],[ 78.64685315 463.35314685] ; [ 4.35314685 25.64685315],0
v1,1,0.077411,3.118445,[262 263] ; [10 20],[257.2972973 267.7027027] ; [14.7027027 15.2972973],0
s2,1,0.07963,3.072437,[212 327] ; [ 7 23],[207.45342707 331.54657293] ; [11.54657293 18.45342707],0
a3,1,0.08337,2.997954,[370 170] ; [16 14],[365.68421053 174.31578947] ; [20.31578947  9.68421053],0
s3,1,0.103362,2.652893,[260 275] ; [10 20],[255.66371681 279.33628319] ; [14.33628319 15.66371681],0
d5,1,0.107848,2.585469,[427 113] ; [20 10],[423.47368421 116.52631579] ; [23.52631579  6.47368421],0
d4,1,0.112869,2.513591,[427 114] ; [20 10],[423.51488616 117.48511384] ; [23.48511384  6.51488616],0
b1,1,0.143284,2.142329,[199 343] ; [15 15],[202.77622378 339.22377622] ; [11.22377622 18.77622378],0
