Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,42.003194,[22  8] ; [14 89],[ 8.12030075 21.87969925] ; [27.87969925 75.12030075],1
s2,1,1e-06,24.170729,[26  8] ; [31 76],[13.74468085 20.25531915] ; [43.25531915 63.74468085],1
s3,1,0.00023,13.566911,[25  9] ; [40 67],[15.67375887 18.32624113] ; [49.32624113 57.67375887],1
s6,1,0.000429,12.403064,[25  8] ; [44 64],[16.14893617 16.85106383] ; [52.85106383 55.14893617],1
p3,1,0.001058,10.723023,[15 19] ; [18 89],[ 7.95744681 26.04255319] ; [25.04255319 81.95744681],0
p10,1,0.006052,7.534615,[26  6] ; [58 49],[19.3381295 12.6618705] ; [64.6618705 42.3381295],0
p1,1,0.008521,6.920526,[ 5 29] ; [  3 105],[ 1.91549296 32.08450704] ; [  6.08450704 101.91549296],0
r4,1,0.008666,6.89035,[31  3] ; [74 34],[25.14084507  8.85915493] ; [79.85915493 28.14084507],0
p4,1,0.009407,6.743896,[17 17] ; [28 79],[10.85106383 23.14893617] ; [34.14893617 72.85106383],0
p5,1,0.013416,6.113457,[ 3 30] ; [  1 107],[ 0.93617021 32.06382979] ; [  3.06382979 104.93617021],0
a2,1,0.042513,4.114656,[ 9 25] ; [13 95],[ 5.26760563 28.73239437] ; [16.73239437 91.26760563],0
s5,1,0.042727,4.106167,[13 20] ; [23 83],[ 8.54676259 24.45323741] ; [27.45323741 78.54676259],0
d5,1,0.050142,3.836708,[28  6] ; [69 38],[23.39007092 10.60992908] ; [73.60992908 33.39007092],0
d2,1,0.051154,3.803224,[18 16] ; [37 71],[13.16901408 20.83098592] ; [41.83098592 66.16901408],0
n1,1,0.061144,3.506071,[6 8] ; [10 43],[ 3.34328358 10.65671642] ; [12.65671642 40.34328358],0
a8,1,0.074712,3.176344,[ 4 29] ; [  4 101],[ 1.91304348 31.08695652] ; [ 6.08695652 98.91304348],0
a4,1,0.077508,3.116391,[16 18] ; [33 75],[11.73239437 22.26760563] ; [37.26760563 70.73239437],0
a5,1,0.078029,3.105474,[21 13] ; [48 60],[16.52112676 17.47887324] ; [52.47887324 55.52112676],0
r3,1,0.078297,3.099897,[33  1] ; [93 15],[30.16901408  3.83098592] ; [95.83098592 12.16901408],0
v1,1,0.080583,3.053096,[17 16] ; [37 70],[12.72857143 20.27142857] ; [41.27142857 65.72857143],0
u1,1,0.080694,3.050868,[ 6 28] ; [  8 100],[ 3.35211268 30.64788732] ; [10.64788732 97.35211268],0
p9,1,0.09518,2.784514,[26  6] ; [69 36],[22.18978102  9.81021898] ; [72.81021898 32.18978102],0
a3,1,0.124421,2.360762,[25  9] ; [63 44],[21.21985816 12.78014184] ; [66.78014184 40.21985816],0
r2,1,0.136643,2.215367,[32  2] ; [90 17],[29.41843972  4.58156028] ; [92.58156028 14.41843972],0
r1,1,0.176626,1.825785,[25  9] ; [65 42],[21.70212766 12.29787234] ; [68.29787234 38.70212766],0
b2,1,0.178539,1.809741,[ 7 11] ; [12 41],[ 4.81690141 13.18309859] ; [14.18309859 38.81690141],0
b3,1,0.178539,1.809741,[ 7 11] ; [12 41],[ 4.81690141 13.18309859] ; [14.18309859 38.81690141],0
a6,1,0.2008,1.636548,[24 10] ; [63 45],[20.83098592 13.16901408] ; [66.16901408 41.83098592],0
b1,1,0.210963,1.564804,[18 16] ; [44 64],[14.84507042 19.15492958] ; [47.15492958 60.84507042],0
s4,1,0.231934,1.428959,[11 23] ; [24 84],[ 8.38028169 25.61971831] ; [26.61971831 81.38028169],0
n6,1,0.298067,1.082822,[19 15] ; [71 37],[21.54929577 12.45070423] ; [68.45070423 39.54929577],0
p6,1,0.33759,0.919561,[ 6 28] ; [12 94],[ 4.37142857 29.62857143] ; [13.62857143 92.37142857],0
v2,1,0.360825,0.83502,[14 14] ; [42 62],[11.87878788 16.12121212] ; [44.12121212 59.87878788],0
b4,1,0.396069,0.720227,[22 12] ; [61 47],[19.87323944 14.12676056] ; [63.12676056 44.87323944],0
a7,1,0.397335,0.716376,[24 10] ; [67 40],[21.94326241 12.05673759] ; [69.05673759 37.94326241],0
d4,1,0.477039,0.505624,[24 10] ; [82 25],[25.56028369  8.43971631] ; [80.43971631 26.56028369],0
p11,1,0.507703,0.438798,[17 17] ; [61 47],[18.67605634 15.32394366] ; [59.32394366 48.67605634],0
p2,1,0.553745,0.35065,[23 11] ; [67 41],[21.54929577 12.45070423] ; [68.45070423 39.54929577],0
d3,1,0.573271,0.31724,[19 15] ; [65 41],[20.4 13.6] ; [63.6 42.4],0
u2,1,0.593506,0.284903,[5 3] ; [23 21],[4.30769231 3.69230769] ; [23.69230769 20.30769231],0
p7,1,0.601535,0.272687,[14 20] ; [38 67],[12.71942446 21.28057554] ; [39.28057554 65.71942446],0
n5,1,0.623034,0.241627,[10 24] ; [36 70],[11.17142857 22.82857143] ; [34.82857143 71.17142857],0
d1,1,0.647005,0.209697,[16 18] ; [46 62],[14.84507042 19.15492958] ; [47.15492958 60.84507042],0
a1,1,0.669514,0.182171,[ 1 33] ; [  5 103],[ 1.43661972 32.56338028] ; [  4.56338028 103.43661972],0
b5,1,0.722601,0.126014,[21 13] ; [63 45],[20.11267606 13.88732394] ; [63.88732394 44.11267606],0
