Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.003565,8.493031,[62 28] ; [ 4 10],[57.11538462 32.88461538] ; [8.88461538 5.11538462],0
s1,1,0.006906,7.297182,[ 3 87] ; [ 3 11],[ 5.19230769 84.80769231] ; [ 0.80769231 13.19230769],0
r2,1,0.008143,7.001751,[72 16] ; [7 7],[68.15686275 19.84313725] ; [10.84313725  3.15686275],0
r3,1,0.014787,5.941621,[80 10] ; [9 5],[77.01923077 12.98076923] ; [11.98076923  2.01923077],0
p11,1,0.020222,5.392593,[71 19] ; [7 7],[67.5 22.5] ; [10.5  3.5],0
p2,1,0.033048,4.543312,[77 13] ; [8 5],[74.27184466 15.72815534] ; [10.72815534  2.27184466],0
s7,1,0.08287,3.007691,[41 43] ; [ 3 10],[38.10309278 45.89690722] ; [5.89690722 7.10309278],0
d2,1,0.102689,2.66328,[31 59] ; [8 6],[33.75 56.25] ; [5.25 8.75],0
u2,1,0.107244,2.594378,[21 15] ; [1 4],[19.31707317 16.68292683] ; [2.68292683 2.31707317],0
v1,1,0.116496,2.463809,[45 43] ; [ 4 10],[42.2745098 45.7254902] ; [6.7254902 7.2745098],0
p9,1,0.119894,2.418702,[74 16] ; [9 5],[71.82692308 18.17307692] ; [11.17307692  2.82692308],0
d4,1,0.121135,2.402584,[69 21] ; [8 6],[66.63461538 23.36538462] ; [10.36538462  3.63461538],0
p10,1,0.127687,2.320408,[68 21] ; [8 6],[65.66990291 23.33009709] ; [10.33009709  3.66990291],0
b2,1,0.135801,2.224906,[21 37] ; [1 8],[19.04477612 38.95522388] ; [2.95522388 6.04477612],0
b3,1,0.135801,2.224906,[21 37] ; [1 8],[19.04477612 38.95522388] ; [2.95522388 6.04477612],0
u3,1,0.151494,2.057143,[19 16] ; [1 4],[17.5 17.5] ; [2.5 2.5],0
a7,1,0.196978,1.664639,[55 35] ; [6 8],[52.78846154 37.21153846] ; [8.21153846 5.78846154],0
n6,1,0.220408,1.501711,[75 15] ; [9 4],[73.39805825 16.60194175] ; [10.60194175  2.39805825],0
s6,1,0.226852,1.460492,[56 32] ; [6 7],[54.01980198 33.98019802] ; [7.98019802 5.01980198],0
