Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.573616,[ 4 23] ; [76 19],[17.70491803  9.29508197] ; [62.29508197 32.70491803],1
v4,1,0.0,34.386686,[11 16] ; [87  8],[21.68852459  5.31147541] ; [76.31147541 18.68852459],1
r3,1,0.004418,8.103345,[14 12] ; [77 18],[19.55371901  6.44628099] ; [71.44628099 23.55371901],0
r1,1,0.005252,7.790389,[ 8 19] ; [57 38],[14.3852459 12.6147541] ; [50.6147541 44.3852459],0
u3,1,0.007873,7.062063,[ 2 13] ; [27 25],[6.49253731 8.50746269] ; [22.50746269 29.49253731],0
s3,1,0.02386,5.104748,[ 8 19] ; [50 42],[13.15966387 13.84033613] ; [44.84033613 47.15966387],0
n4,1,0.028657,4.788097,[11 16] ; [61 34],[15.93442623 11.06557377] ; [56.06557377 38.93442623],0
n2,1,0.048819,3.881562,[5 6] ; [24  7],[7.5952381 3.4047619] ; [21.4047619  9.5952381],0
a7,1,0.061967,3.483939,[ 9 18] ; [51 44],[13.27868852 13.72131148] ; [46.72131148 48.27868852],0
p11,1,0.067767,3.336284,[13 14] ; [64 31],[17.04098361  9.95901639] ; [59.95901639 35.04098361],0
a6,1,0.07661,3.135381,[ 9 18] ; [50 45],[13.05737705 13.94262295] ; [45.94262295 49.05737705],0
s6,1,0.084871,2.969071,[ 9 18] ; [48 44],[12.93277311 14.06722689] ; [44.06722689 47.93277311],0
b1,1,0.093391,2.814937,[16 11] ; [39 56],[12.17213115 14.82786885] ; [42.82786885 52.17213115],0
a1,1,0.093838,2.807267,[ 4 23] ; [ 5 90],[ 1.99180328 25.00819672] ; [ 7.00819672 87.99180328],0
d2,1,0.097338,2.748627,[ 3 24] ; [25 70],[ 6.19672131 20.80327869] ; [21.80327869 73.19672131],0
p6,1,0.102997,2.658515,[ 3 23] ; [25 68],[ 6.11764706 19.88235294] ; [21.88235294 71.11764706],0
p9,1,0.104949,2.62868,[15 12] ; [67 26],[18.45  8.55] ; [63.55 29.45],0
n3,1,0.110448,2.547797,[5 6] ; [21  8],[7.15 3.85] ; [18.85 10.15],0
v3,1,0.147693,2.095921,[ 2 25] ; [18 76],[ 4.46280992 22.53719008] ; [15.53719008 78.46280992],0
p3,1,0.185504,1.752971,[ 5 22] ; [30 65],[ 7.74590164 19.25409836] ; [27.25409836 67.74590164],0
s7,1,0.208413,1.582418,[ 6 20] ; [33 58],[ 8.66666667 17.33333333] ; [30.33333333 60.66666667],0
s5,1,0.255857,1.291035,[ 4 23] ; [23 68],[ 6.1779661 20.8220339] ; [20.8220339 70.1779661],0
n6,1,0.257834,1.280352,[15 11] ; [66 29],[17.40495868  8.59504132] ; [63.59504132 31.40495868],0
b3,1,0.296234,1.091071,[ 4 11] ; [24 34],[5.75342466 9.24657534] ; [22.24657534 35.75342466],0
b2,1,0.296234,1.091071,[ 4 11] ; [24 34],[5.75342466 9.24657534] ; [22.24657534 35.75342466],0
v1,1,0.316445,1.003584,[ 6 21] ; [30 63],[ 8.1 18.9] ; [27.9 65.1],0
p10,1,0.326241,0.963759,[14 13] ; [58 35],[16.2 10.8] ; [55.8 37.2],0
