Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,26.519091,[62 18] ; [21 40],[47.09219858 32.90780142] ; [35.90780142 25.09219858],1
r3,1,0.003046,8.779586,[53 26] ; [54  7],[60.37857143 18.62142857] ; [46.62142857 14.37857143],0
d2,1,0.003773,8.39014,[43 34] ; [19 42],[34.5942029 42.4057971] ; [27.4057971 33.5942029],0
a4,1,0.005444,7.725725,[39 40] ; [16 45],[31.03571429 47.96428571] ; [23.96428571 37.03571429],0
s6,1,0.025968,4.958152,[38 41] ; [18 43],[31.6 47.4] ; [24.4 36.6],0
s8,1,0.029444,4.741485,[19 60] ; [ 6 55],[14.10714286 64.89285714] ; [10.89285714 50.10714286],0
a2,1,0.035669,4.412856,[15 65] ; [ 4 57],[10.78014184 69.21985816] ; [ 8.21985816 52.78014184],0
n6,1,0.037909,4.309104,[55 24] ; [32 29],[49.09285714 29.90714286] ; [37.90714286 23.09285714],0
a1,1,0.051879,3.779665,[10 70] ; [ 2 59],[ 6.80851064 73.19148936] ; [ 5.19148936 55.80851064],0
a8,1,0.068702,3.313769,[ 9 64] ; [ 2 56],[ 6.12977099 66.87022901] ; [ 4.87022901 53.12977099],0
n1,1,0.079295,3.079283,[17 20] ; [ 6 19],[13.72580645 23.27419355] ; [ 9.27419355 15.72580645],0
v2,1,0.0811,3.042716,[18 60] ; [22 38],[22.60869565 55.39130435] ; [17.39130435 42.60869565],0
n3,1,0.086969,2.929597,[18 19] ; [17  7],[21.2295082 15.7704918] ; [13.7704918 10.2295082],0
d5,1,0.102696,2.663163,[57 22] ; [36 25],[52.47857143 26.52142857] ; [40.52142857 20.47857143],0
a5,1,0.108845,2.570906,[45 35] ; [26 35],[40.28368794 39.71631206] ; [30.71631206 30.28368794],0
s3,1,0.112603,2.517302,[36 43] ; [19 40],[31.48550725 47.51449275] ; [23.51449275 35.48550725],0
s7,1,0.130433,2.287341,[22 53] ; [10 46],[18.32061069 56.67938931] ; [13.67938931 42.32061069],0
d1,1,0.132018,2.268615,[39 41] ; [22 39],[34.60992908 45.39007092] ; [26.39007092 34.60992908],0
p9,1,0.157322,1.999782,[29 47] ; [16 44],[25.14705882 50.85294118] ; [19.85294118 40.14705882],0
u1,1,0.169944,1.88344,[11 69] ; [ 4 57],[ 8.5106383 71.4893617] ; [ 6.4893617 54.5106383],0
s2,1,0.172757,1.858857,[25 54] ; [13 48],[21.44285714 57.55714286] ; [16.55714286 44.44285714],0
r4,1,0.206001,1.599312,[51 29] ; [45 16],[54.46808511 25.53191489] ; [41.53191489 19.46808511],0
b2,1,0.228189,1.452117,[19 32] ; [ 9 27],[16.4137931 34.5862069] ; [11.5862069 24.4137931],0
b3,1,0.228189,1.452117,[19 32] ; [ 9 27],[16.4137931 34.5862069] ; [11.5862069 24.4137931],0
n2,1,0.230804,1.435897,[20 19] ; [16  8],[22.28571429 16.71428571] ; [13.71428571 10.28571429],0
s1,1,0.247279,1.338613,[ 8 70] ; [ 3 58],[ 6.17266187 71.82733813] ; [ 4.82733813 56.17266187],0
p1,1,0.267439,1.229834,[ 8 71] ; [ 3 57],[ 6.25179856 72.74820144] ; [ 4.74820144 55.25179856],0
d4,1,0.367665,0.811543,[50 27] ; [44 17],[52.44927536 24.55072464] ; [41.55072464 19.44927536],0
v3,1,0.401802,0.702927,[17 62] ; [ 9 48],[15.10294118 63.89705882] ; [10.89705882 46.10294118],0
p3,1,0.522721,0.40852,[21 59] ; [19 42],[22.69503546 57.30496454] ; [17.30496454 43.69503546],0
a3,1,0.566188,0.329103,[44 35] ; [31 30],[42.32142857 36.67857143] ; [32.67857143 28.32142857],0
d3,1,0.578626,0.30846,[39 40] ; [33 28],[40.62857143 38.37142857] ; [31.37142857 29.62857143],0
p6,1,0.605254,0.267145,[19 60] ; [12 47],[17.74637681 61.25362319] ; [13.25362319 45.74637681],0
s5,1,0.621054,0.244388,[14 63] ; [ 9 51],[12.9270073 64.0729927] ; [10.0729927 49.9270073],0
p4,1,0.649515,0.206512,[31 49] ; [21 39],[29.71428571 50.28571429] ; [22.28571429 37.71428571],0
u2,1,0.785724,0.073912,[14 21] ; [13 17],[14.53846154 20.46153846] ; [12.46153846 17.53846154],0
b1,1,0.807599,0.059304,[41 39] ; [30 31],[40.28368794 39.71631206] ; [30.71631206 30.28368794],0
a6,1,0.816607,0.053783,[43 36] ; [32 29],[42.32142857 36.67857143] ; [32.67857143 28.32142857],0
s4,1,0.836211,0.042743,[14 65] ; [10 51],[13.54285714 65.45714286] ; [10.45714286 50.54285714],0
v4,1,0.839666,0.040934,[62 17] ; [47 14],[61.50714286 17.49285714] ; [47.49285714 13.50714286],0
u4,1,0.84641,0.03752,[ 1 79] ; [ 1 60],[ 1.13475177 78.86524823] ; [ 0.86524823 60.13475177],0
b5,1,0.856492,0.032704,[46 34] ; [36 25],[46.5248227 33.4751773] ; [35.4751773 25.5248227],0
u3,1,0.856733,0.032593,[16 20] ; [14 16],[16.36363636 19.63636364] ; [13.63636364 16.36363636],0
