Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,148.142356,[  4 105] ; [288 131],[60.28030303 48.71969697] ; [231.71969697 187.28030303],1
d3,1,0.0,99.708528,[31 77] ; [330  89],[73.98102467 34.01897533] ; [287.01897533 131.98102467],1
d5,1,0.0,66.440506,[56 52] ; [365  54],[86.27703985 21.72296015] ; [334.72296015  84.27703985],1
d2,1,0.0,28.093101,[25 84] ; [215 204],[49.54545455 59.45454545] ; [190.45454545 228.54545455],1
u1,1,4e-06,21.294386,[  1 108] ; [ 78 341],[16.30871212 92.69128788] ; [ 62.69128788 356.30871212],1
a3,1,6.4e-05,15.992397,[56 52] ; [301 117],[73.30038023 34.69961977] ; [283.69961977 134.30038023],1
a4,1,7.2e-05,15.745371,[26 81] ; [190 228],[44.02285714 62.97714286] ; [171.97714286 246.02285714],1
a5,1,0.00015,14.374322,[60 49] ; [309 110],[76.17613636 32.82386364] ; [292.82386364 126.17613636],1
r1,1,0.000216,13.682605,[79 29] ; [366  52],[91.36882129 16.63117871] ; [353.63117871  64.36882129],1
a7,1,0.00072,11.435702,[69 39] ; [332  86],[82.33460076 25.66539924] ; [318.66539924  99.33460076],1
b3,1,0.001299,10.344502,[13 58] ; [ 96 151],[24.33647799 46.66352201] ; [ 84.66352201 162.33647799],0
b2,1,0.001299,10.344502,[13 58] ; [ 96 151],[24.33647799 46.66352201] ; [ 84.66352201 162.33647799],0
a2,1,0.001433,10.16347,[11 98] ; [101 318],[23.12121212 85.87878788] ; [ 88.87878788 330.12121212],0
v2,1,0.001582,9.980921,[42 60] ; [235 166],[56.17097416 45.82902584] ; [220.82902584 180.17097416],0
u2,1,0.009382,6.748692,[23 30] ; [75 41],[30.73372781 22.26627219] ; [67.26627219 48.73372781],0
r3,1,0.016503,5.748453,[105   4] ; [415   3],[107.55218216   1.44781784] ; [412.44781784   5.55218216],0
p1,1,0.022455,5.210178,[12 97] ; [ 21 395],[  6.85142857 102.14857143] ; [ 26.14857143 389.85142857],0
r2,1,0.022575,5.200883,[103   6] ; [408   7],[106.29580153   2.70419847] ; [404.70419847  10.29580153],0
n3,1,0.023373,5.140601,[22  2] ; [59 27],[17.67272727  6.32727273] ; [63.32727273 22.67272727],0
a6,1,0.029385,4.744943,[68 41] ; [306 113],[77.20833333 31.79166667] ; [296.79166667 122.20833333],0
b4,1,0.03377,4.506335,[53 56] ; [251 168],[62.75757576 46.24242424] ; [241.24242424 177.75757576],0
p8,1,0.033823,4.50363,[43 64] ; [213 199],[52.77842004 54.22157996] ; [203.22157996 208.77842004],0
p9,1,0.044736,4.028568,[80 28] ; [342  72],[87.31034483 20.68965517] ; [334.68965517  79.31034483],0
p10,1,0.049294,3.865328,[75 32] ; [328  87],[82.60727969 24.39272031] ; [320.39272031  94.60727969],0
u3,1,0.054103,3.709505,[25 28] ; [73 43],[30.73372781 22.26627219] ; [67.26627219 48.73372781],0
p2,1,0.057805,3.599262,[83 26] ; [350  67],[89.72813688 19.27186312] ; [343.27186312  73.72813688],0
s2,1,0.057929,3.595708,[34 74] ; [173 244],[42.58285714 65.41714286] ; [164.41714286 252.58285714],0
p6,1,0.059769,3.543779,[25 83] ; [134 278],[33.02307692 74.97692308] ; [125.97692308 286.02307692],0
n4,1,0.067145,3.351462,[75 34] ; [323  95],[82.31878558 26.68121442] ; [315.68121442 102.31878558],0
n2,1,0.07231,3.22978,[22  4] ; [57 29],[18.33928571  7.66071429] ; [60.66071429 25.33928571],0
p4,1,0.089687,2.879984,[53 56] ; [240 176],[60.83238095 48.16761905] ; [232.16761905 183.83238095],0
s7,1,0.092844,2.824362,[34 70] ; [167 233],[41.47619048 62.52380952] ; [159.52380952 240.47619048],0
s8,1,0.145656,2.117163,[34 75] ; [162 256],[40.53889943 68.46110057] ; [155.46110057 262.53889943],0
a1,1,0.148582,2.086751,[  1 108] ; [ 15 404],[  3.3030303 105.6969697] ; [ 12.6969697 406.3030303],0
v3,1,0.149243,2.079975,[34 73] ; [156 240],[40.41749503 66.58250497] ; [149.58250497 246.41749503],0
p11,1,0.151531,2.056769,[82 27] ; [341  78],[87.32386364 21.67613636] ; [335.67613636  83.32386364],0
s6,1,0.159626,1.977766,[57 52] ; [248 167],[63.44465649 45.55534351] ; [241.55534351 173.44465649],0
p7,1,0.183258,1.771,[59 48] ; [255 155],[64.98646035 42.01353965] ; [249.01353965 160.98646035],0
a8,1,0.249665,1.325179,[10 88] ; [ 56 325],[13.50313152 84.49686848] ; [ 52.49686848 328.50313152],0
s4,1,0.294448,1.099173,[15 93] ; [ 43 373],[11.95419847 96.04580153] ; [ 46.04580153 369.95419847],0
s1,1,0.35506,0.855289,[  4 103] ; [  9 405],[  2.66986564 104.33013436] ; [ 10.33013436 403.66986564],0
s3,1,0.444571,0.584457,[56 51] ; [200 215],[52.47509579 54.52490421] ; [203.52490421 211.47509579],0
v4,1,0.485813,0.485785,[106   2] ; [406  13],[104.9259962   3.0740038] ; [407.0740038  11.9259962],0
p3,1,0.541728,0.372347,[52 56] ; [188 231],[49.18406072 58.81593928] ; [190.81593928 228.18406072],0
b1,1,0.647646,0.208881,[38 71] ; [156 263],[40.04924242 68.95075758] ; [153.95075758 265.04924242],0
n6,1,0.661631,0.191548,[88 21] ; [345  73],[89.55787476 19.44212524] ; [343.44212524  74.55787476],0
b5,1,0.680749,0.169284,[71 38] ; [264 155],[69.15719697 39.84280303] ; [265.84280303 153.15719697],0
p5,1,0.693182,0.155663,[  5 104] ; [ 23 392],[  5.82442748 103.17557252] ; [ 22.17557252 392.82442748],0
p12,1,0.764098,0.090062,[  5 104] ; [ 22 393],[  5.61641221 103.38358779] ; [ 21.38358779 393.61641221],0
n5,1,0.826788,0.047883,[77 31] ; [301 115],[77.90839695 30.09160305] ; [300.09160305 115.90839695],0
n1,1,0.872356,0.025814,[ 8 17] ; [29 57],[ 8.33333333 16.66666667] ; [28.66666667 57.33333333],0
v1,1,0.930646,0.007575,[52 53] ; [204 204],[52.39766082 52.60233918] ; [203.60233918 204.39766082],0
