Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.779448,[275 150] ; [79  7],[294.42270059 130.57729941] ; [59.57729941 26.42270059],1
s2,1,1.6e-05,18.597977,[222 203] ; [68 20],[240.25341131 184.74658869] ; [49.74658869 38.25341131],1
s5,1,3e-05,17.393409,[137 279] ; [46 34],[153.48387097 262.51612903] ; [29.51612903 50.48387097],1
s3,1,0.000494,12.136835,[231 190] ; [66 22],[245.65225933 175.34774067] ; [51.34774067 36.65225933],1
p6,1,0.001211,10.472898,[153 266] ; [48 39],[166.44071146 252.55928854] ; [34.55928854 52.44071146],0
s8,1,0.002535,9.114921,[205 220] ; [58 30],[217.88499025 207.11500975] ; [45.11500975 42.88499025],0
s7,1,0.016117,5.790059,[209 200] ; [55 29],[219.01825558 189.98174442] ; [44.98174442 39.01825558],0
n4,1,0.016405,5.758952,[349  78] ; [62 26],[340.77087379  86.22912621] ; [70.22912621 17.77087379],0
a8,1,0.018202,5.576559,[ 54 323] ; [ 4 79],[ 47.53478261 329.46521739] ; [10.46521739 72.53478261],0
v2,1,0.041246,4.165869,[262 150] ; [44 41],[253.66599598 158.33400402] ; [52.33400402 32.66599598],0
p11,1,0.044025,4.055598,[343  85] ; [62 26],[335.93023256  92.06976744] ; [69.06976744 18.93023256],0
v3,1,0.044733,4.028683,[186 216] ; [30 57],[177.57055215 224.42944785] ; [38.42944785 48.57055215],0
p10,1,0.050413,3.827672,[349  75] ; [79  8],[355.13111546  68.86888454] ; [72.86888454 14.13111546],0
p4,1,0.063387,3.446483,[268 154] ; [65 23],[275.54117647 146.45882353] ; [57.45882353 30.54117647],0
n5,1,0.063885,3.433547,[330  96] ; [60 28],[323.22957198 102.77042802] ; [66.77042802 21.22957198],0
b2,1,0.112369,2.520581,[114 162] ; [14 34],[109.03703704 166.96296296] ; [18.96296296 29.03703704],0
b3,1,0.112369,2.520581,[114 162] ; [14 34],[109.03703704 166.96296296] ; [18.96296296 29.03703704],0
s1,1,0.133469,2.251682,[ 11 410] ; [ 5 83],[ 13.23379175 407.76620825] ; [ 2.76620825 85.23379175],0
v1,1,0.134381,2.241149,[243 171] ; [44 44],[236.68924303 177.31075697] ; [50.31075697 37.68924303],0
a7,1,0.146698,2.106259,[336  91] ; [63 25],[330.82135922  96.17864078] ; [68.17864078 19.82135922],0
b5,1,0.235061,1.40997,[258 170] ; [59 29],[262.9379845 165.0620155] ; [54.0620155 33.9379845],0
u4,1,0.24309,1.362583,[ 15 413] ; [ 1 87],[ 13.27131783 414.72868217] ; [ 2.72868217 85.27131783],0
p3,1,0.250167,1.322371,[221 201] ; [52 36],[225.89411765 196.10588235] ; [47.10588235 40.89411765],0
d3,1,0.254628,1.297729,[374  52] ; [81  7],[377.10116732  48.89883268] ; [77.89883268 10.10116732],0
r3,1,0.266036,1.237075,[413  14] ; [82  5],[411.21595331  15.78404669] ; [83.78404669  3.21595331],0
u2,1,0.279626,1.168909,[58 29] ; [9 8],[56.04807692 30.95192308] ; [10.95192308  6.04807692],0
a1,1,0.398981,0.711396,[ 24 404] ; [ 3 85],[ 22.39534884 405.60465116] ; [ 4.60465116 83.39534884],0
r1,1,0.401324,0.704355,[368  58] ; [73 15],[365.49805447  60.50194553] ; [75.50194553 12.49805447],0
p12,1,0.418217,0.655319,[ 41 384] ; [ 6 81],[ 39.01367188 385.98632812] ; [ 7.98632812 79.01367188],0
n1,1,0.440709,0.594435,[35 58] ; [ 7 17],[33.38461538 59.61538462] ; [ 8.61538462 15.38461538],0
a6,1,0.449706,0.571393,[316 109] ; [62 26],[313.15789474 111.84210526] ; [64.84210526 23.15789474],0
n3,1,0.452069,0.565459,[63 31] ; [18  6],[64.52542373 29.47457627] ; [16.47457627  7.52542373],0
p7,1,0.466345,0.530624,[267 147] ; [59 27],[269.928 144.072] ; [56.072 29.928],0
p2,1,0.467901,0.52693,[360  64] ; [72 16],[357.75  66.25] ; [74.25 13.75],0
a2,1,0.481747,0.494907,[153 275] ; [28 60],[150.13178295 277.86821705] ; [30.86821705 57.13178295],0
n6,1,0.493325,0.469265,[365  60] ; [78 10],[367.00779727  57.99220273] ; [75.99220273 12.00779727],0
