Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.779448,[275 150] ; [79  7],[294.42270059 130.57729941] ; [59.57729941 26.42270059],1
u1,1,0.576072,0.312628,[114 314] ; [26 62],[116.12403101 311.87596899] ; [23.87596899 64.12403101],0
p1,1,0.591402,0.28816,[ 36 390] ; [ 9 79],[ 37.29571984 388.70428016] ; [ 7.70428016 80.29571984],0
a5,1,0.595101,0.282448,[360  68] ; [76 12],[361.64341085  66.35658915] ; [74.35658915 13.64341085],0
d5,1,0.627558,0.235386,[417   8] ; [87  1],[417.54385965   7.45614035] ; [86.45614035  1.54385965],0
a4,1,0.678479,0.171844,[248 179] ; [49 39],[246.25048544 180.74951456] ; [50.74951456 37.25048544],0
p9,1,0.689847,0.159251,[366  55] ; [77 10],[367.13188976  53.86811024] ; [75.86811024 11.13188976],0
b1,1,0.702855,0.145519,[160 268] ; [31 57],[158.42635659 269.57364341] ; [32.57364341 55.42635659],0
u3,1,0.707909,0.140374,[58 30] ; [12  5],[58.66666667 29.33333333] ; [11.33333333  5.66666667],0
p8,1,0.736913,0.112858,[231 189] ; [49 37],[232.41106719 187.58893281] ; [47.58893281 38.41106719],0
r2,1,0.779696,0.07824,[411  12] ; [85  2],[411.38823529  11.61176471] ; [84.61176471  2.38823529],0
p5,1,0.813935,0.055391,[ 49 373] ; [11 77],[ 49.64705882 372.35294118] ; [10.35294118 77.64705882],0
d2,1,0.814106,0.055287,[304 120] ; [62 26],[303.09375 120.90625] ; [62.90625 25.09375],0
a3,1,0.852814,0.034421,[340  86] ; [71 17],[340.63424125  85.36575875] ; [70.36575875 17.63424125],0
b4,1,0.867677,0.027759,[257 171] ; [52 36],[256.30232558 171.69767442] ; [52.69767442 35.30232558],0
r4,1,0.888128,0.019789,[397  31] ; [82  6],[397.31007752  30.68992248] ; [81.68992248  6.31007752],0
n2,1,0.894403,0.017619,[64 30] ; [16  8],[63.72881356 30.27118644] ; [16.27118644  7.72881356],0
d4,1,0.972865,0.001157,[419   5] ; [87  1],[419.03125   4.96875] ; [86.96875  1.03125],0
