Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000675,11.5557,[35 48] ; [35 13],[44.35114504 38.64885496] ; [25.64885496 22.35114504],1
r1,1,0.018311,5.566185,[45 38] ; [36 12],[51.32061069 31.67938931] ; [29.67938931 18.32061069],0
p11,1,0.018311,5.566185,[45 38] ; [36 12],[51.32061069 31.67938931] ; [29.67938931 18.32061069],0
r4,1,0.046128,3.976931,[58 25] ; [41  7],[62.72519084 20.27480916] ; [36.27480916 11.72519084],0
a4,1,0.061096,3.507371,[23 60] ; [21 27],[27.8778626 55.1221374] ; [16.1221374 31.8778626],0
a2,1,0.092058,2.838009,[ 6 77] ; [ 8 40],[ 8.87022901 74.12977099] ; [ 5.12977099 42.87022901],0
n2,1,0.13007,2.291667,[22 11] ; [5 7],[19.8 13.2] ; [7.2 4.8],0
b4,1,0.163073,1.945498,[45 38] ; [32 16],[48.78625954 34.21374046] ; [28.21374046 19.78625954],0
a3,1,0.167122,1.90857,[41 41] ; [30 18],[44.78461538 37.21538462] ; [26.21538462 21.78461538],0
u3,1,0.180933,1.789941,[28 13] ; [9 9],[25.71186441 15.28813559] ; [11.28813559  6.71186441],0
s5,1,0.188029,1.732992,[25 56] ; [ 9 36],[21.85714286 59.14285714] ; [12.14285714 32.85714286],0
b2,1,0.237982,1.392506,[10 35] ; [11 21],[12.27272727 32.72727273] ; [ 8.72727273 23.27272727],0
b3,1,0.237982,1.392506,[10 35] ; [11 21],[12.27272727 32.72727273] ; [ 8.72727273 23.27272727],0
a8,1,0.242256,1.367418,[ 4 73] ; [ 5 41],[ 5.63414634 71.36585366] ; [ 3.36585366 42.63414634],0
p3,1,0.253697,1.30283,[28 55] ; [21 27],[31.04580153 51.95419847] ; [17.95419847 30.04580153],0
p8,1,0.257772,1.280683,[36 47] ; [16 32],[32.94656489 50.05343511] ; [19.05343511 28.94656489],0
v3,1,0.272931,1.201955,[10 71] ; [ 9 37],[12.11811024 68.88188976] ; [ 6.88188976 39.11811024],0
p5,1,0.275526,1.189024,[ 2 80] ; [ 3 45],[ 3.15384615 78.84615385] ; [ 1.84615385 46.15384615],0
s7,1,0.276029,1.186539,[21 57] ; [16 28],[23.6557377 54.3442623] ; [13.3442623 30.6557377],0
a1,1,0.298549,1.080662,[ 5 78] ; [ 1 47],[ 3.80152672 79.19847328] ; [ 2.19847328 45.80152672],0
d5,1,0.317748,0.998193,[51 31] ; [34 14],[53.61538462 28.38461538] ; [31.38461538 16.61538462],0
b5,1,0.340463,0.908688,[52 31] ; [26 22],[49.41984733 33.58015267] ; [28.58015267 19.41984733],0
p2,1,0.351859,0.866743,[57 25] ; [37 11],[59.29230769 22.70769231] ; [34.70769231 13.29230769],0
n1,1,0.36032,0.836777,[10 23] ; [ 2 10],[ 8.8 24.2] ; [3.2 8.8],0
r2,1,0.367229,0.81302,[67 16] ; [40  6],[68.84496124 14.15503876] ; [38.15503876  7.84496124],0
u1,1,0.418346,0.654957,[ 4 79] ; [ 4 44],[ 5.06870229 77.93129771] ; [ 2.93129771 45.06870229],0
d4,1,0.466552,0.530132,[61 22] ; [38 10],[62.72519084 20.27480916] ; [36.27480916 11.72519084],0
d2,1,0.481007,0.496578,[31 52] ; [15 33],[29.14503817 53.85496183] ; [16.85496183 31.14503817],0
p1,1,0.487759,0.481467,[ 6 76] ; [ 2 45],[ 5.08527132 76.91472868] ; [ 2.91472868 44.08527132],0
s8,1,0.549816,0.357646,[20 62] ; [14 34],[21.44615385 60.55384615] ; [12.55384615 35.44615385],0
a6,1,0.59879,0.276824,[41 42] ; [26 22],[42.45038168 40.54961832] ; [24.54961832 23.45038168],0
b1,1,0.599882,0.275174,[35 48] ; [18 30],[33.58015267 49.41984733] ; [19.41984733 28.58015267],0
s6,1,0.605417,0.266904,[38 44] ; [24 23],[39.41085271 42.58914729] ; [22.58914729 24.41085271],0
r3,1,0.620394,0.245313,[70 13] ; [42  6],[70.96183206 12.03816794] ; [41.03816794  6.96183206],0
p6,1,0.644807,0.21251,[19 62] ; [13 35],[20.09302326 60.90697674] ; [11.90697674 36.09302326],0
v4,1,0.645238,0.211957,[71 11] ; [42  5],[71.82945736 10.17054264] ; [41.17054264  5.82945736],0
p4,1,0.654783,0.199923,[33 50] ; [21 27],[34.21374046 48.78625954] ; [19.78625954 28.21374046],0
p7,1,0.680894,0.169122,[43 37] ; [24 24],[41.875 38.125] ; [25.125 22.875],0
p12,1,0.681264,0.168707,[ 1 82] ; [ 1 46],[ 1.27692308 81.72307692] ; [ 0.72307692 46.27692308],0
s4,1,0.688883,0.160297,[18 65] ; [ 9 39],[17.10687023 65.89312977] ; [ 9.89312977 38.10687023],0
s3,1,0.702194,0.1462,[35 48] ; [21 25],[36.03100775 46.96899225] ; [19.96899225 26.03100775],0
n3,1,0.708597,0.139683,[22 11] ; [8 3],[22.5 10.5] ; [7.5 3.5],0
s2,1,0.787561,0.072619,[32 51] ; [17 30],[31.28461538 51.71538462] ; [17.71538462 29.28461538],0
d1,1,0.798338,0.06528,[33 50] ; [18 30],[32.3129771 50.6870229] ; [18.6870229 29.3129771],0
v1,1,0.806033,0.060293,[22 59] ; [14 34],[22.60465116 58.39534884] ; [13.39534884 34.60465116],0
p10,1,0.808932,0.058469,[49 32] ; [28 20],[48.34883721 32.65116279] ; [28.65116279 19.34883721],0
s1,1,0.830998,0.045549,[ 6 77] ; [ 3 45],[ 5.70229008 77.29770992] ; [ 3.29770992 44.70229008],0
u2,1,0.852948,0.034358,[24 17] ; [11  7],[24.3220339 16.6779661] ; [10.6779661  7.3220339],0
d3,1,0.863114,0.029726,[50 32] ; [30 18],[50.46153846 31.53846154] ; [29.53846154 18.46153846],0
a7,1,0.956813,0.002933,[56 26] ; [33 15],[56.13846154 25.86153846] ; [32.86153846 15.13846154],0
p9,1,0.96473,0.001955,[52 29] ; [31 17],[52.11627907 28.88372093] ; [30.88372093 17.11627907],0
n6,1,0.966594,0.001754,[47 36] ; [27 21],[46.88549618 36.11450382] ; [27.11450382 20.88549618],0
