Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000111,14.943948,[15 11] ; [16 69],[ 7.26126126 18.73873874] ; [23.73873874 61.26126126],1
p7,1,0.000553,11.926937,[14 10] ; [18 65],[ 7.17757009 16.82242991] ; [24.82242991 58.17757009],1
p11,1,0.005896,7.581812,[19  8] ; [34 51],[12.77678571 14.22321429] ; [40.22321429 44.77678571],0
s8,1,0.016296,5.770663,[ 8 19] ; [ 9 76],[ 4.09821429 22.90178571] ; [12.90178571 72.09821429],0
p10,1,0.018762,5.52352,[18  7] ; [38 46],[12.8440367 12.1559633] ; [43.1559633 40.8440367],0
v4,1,0.025194,5.010478,[19  5] ; [44 38],[14.26415094  9.73584906] ; [48.73584906 33.26415094],0
b3,1,0.036151,4.389987,[ 2 15] ; [20 31],[ 5.5 11.5] ; [16.5 34.5],0
b2,1,0.036151,4.389987,[ 2 15] ; [20 31],[ 5.5 11.5] ; [16.5 34.5],0
n6,1,0.036698,4.364354,[19  6] ; [43 39],[14.48598131 10.51401869] ; [47.51401869 34.48598131],0
r3,1,0.07524,3.164835,[18  9] ; [38 43],[14. 13.] ; [42. 39.],0
p5,1,0.117995,2.443734,[ 3 23] ; [ 3 81],[ 1.41818182 24.58181818] ; [ 4.58181818 79.41818182],0
s5,1,0.128816,2.306718,[ 2 25] ; [17 68],[ 4.58035714 22.41964286] ; [14.41964286 70.58035714],0
u3,1,0.135415,2.229303,[7 6] ; [11 25],[4.7755102 8.2244898] ; [13.2244898 22.7755102],0
p2,1,0.139054,2.188396,[17  9] ; [41 43],[13.70909091 12.29090909] ; [44.29090909 39.70909091],0
r1,1,0.140324,2.174405,[ 5 21] ; [29 55],[ 8.03636364 17.96363636] ; [25.96363636 58.03636364],0
p9,1,0.154769,2.024605,[17  9] ; [40 41],[13.85046729 12.14953271] ; [43.14953271 37.85046729],0
p3,1,0.189202,1.72382,[ 8 19] ; [15 69],[ 5.59459459 21.40540541] ; [17.40540541 66.59459459],0
a4,1,0.231404,1.43221,[ 6 21] ; [29 55],[ 8.51351351 18.48648649] ; [26.48648649 57.51351351],0
d4,1,0.23646,1.401575,[16 11] ; [60 24],[18.48648649  8.51351351] ; [57.51351351 26.48648649],0
s1,1,0.237725,1.394035,[ 3 24] ; [ 4 80],[ 1.7027027 25.2972973] ; [ 5.2972973 78.7027027],0
n2,1,0.254797,1.296811,[9 4] ; [21 20],[7.22222222 5.77777778] ; [22.77777778 18.22222222],0
s7,1,0.260056,1.268458,[ 9 17] ; [19 62],[ 6.80373832 19.19626168] ; [21.19626168 59.80373832],0
s2,1,0.26018,1.267801,[ 9 17] ; [20 65],[ 6.79279279 19.20720721] ; [22.20720721 62.79279279],0
d1,1,0.28249,1.155073,[ 8 19] ; [35 50],[10.36607143 16.63392857] ; [32.63392857 52.36607143],0
a2,1,0.316934,1.001556,[ 4 23] ; [ 7 78],[ 2.65178571 24.34821429] ; [ 8.34821429 76.65178571],0
b1,1,0.31818,0.996412,[11 16] ; [44 41],[13.25892857 13.74107143] ; [41.74107143 43.25892857],0
u2,1,0.37842,0.775827,[6 7] ; [11 23],[4.70212766 8.29787234] ; [12.29787234 21.70212766],0
a1,1,0.434188,0.611595,[ 2 25] ; [11 74],[ 3.13392857 23.86607143] ; [ 9.86607143 75.13392857],0
a7,1,0.4392,0.598372,[15 12] ; [39 44],[13.25454545 13.74545455] ; [40.74545455 42.25454545],0
v3,1,0.470774,0.520159,[ 7 19] ; [17 67],[ 5.67272727 20.32727273] ; [18.32727273 65.67272727],0
d2,1,0.480294,0.498195,[ 9 18] ; [34 49],[10.55454545 16.44545455] ; [32.44545455 50.55454545],0
a3,1,0.512137,0.429699,[14 13] ; [49 34],[15.46363636 11.53636364] ; [47.53636364 35.46363636],0
u1,1,0.530378,0.393667,[ 1 26] ; [ 6 79],[ 1.6875 25.3125] ; [ 5.3125 79.6875],0
s4,1,0.578755,0.308252,[ 5 22] ; [12 73],[ 4.09821429 22.90178571] ; [12.90178571 72.09821429],0
a6,1,0.588356,0.29292,[14 13] ; [39 46],[12.77678571 14.22321429] ; [40.22321429 44.77678571],0
d5,1,0.603764,0.269356,[15 12] ; [52 33],[16.15178571 10.84821429] ; [50.84821429 34.15178571],0
r2,1,0.625062,0.238817,[15 10] ; [43 36],[13.94230769 11.05769231] ; [44.05769231 34.94230769],0
n1,1,0.652609,0.202627,[5 8] ; [13 28],[4.33333333 8.66666667] ; [13.66666667 27.33333333],0
n4,1,0.669935,0.181678,[17 10] ; [49 35],[16.05405405 10.94594595] ; [49.94594595 34.05405405],0
n3,1,0.690901,0.158111,[6 7] ; [21 19],[6.62264151 6.37735849] ; [20.37735849 19.62264151],0
d3,1,0.731076,0.118126,[15 12] ; [44 41],[14.22321429 12.77678571] ; [44.77678571 40.22321429],0
a5,1,0.743309,0.107239,[13 14] ; [44 41],[13.74107143 13.25892857] ; [43.25892857 41.74107143],0
p1,1,0.750796,0.100863,[ 3 23] ; [ 8 77],[ 2.57657658 23.42342342] ; [ 8.42342342 76.57657658],0
b5,1,0.825162,0.048802,[14 13] ; [42 43],[13.5 13.5] ; [42.5 42.5],0
v1,1,0.873552,0.025328,[ 9 17] ; [27 55],[ 8.66666667 17.33333333] ; [27.33333333 54.66666667],0
n5,1,0.903336,0.01475,[15 11] ; [49 34],[15.26605505 10.73394495] ; [48.73394495 34.26605505],0
v2,1,0.905512,0.01409,[ 9 18] ; [26 55],[ 8.75 18.25] ; [26.25 54.75],0
b4,1,0.945471,0.004678,[16 11] ; [51 34],[16.15178571 10.84821429] ; [50.84821429 34.15178571],0
s6,1,0.962668,0.002191,[ 9 17] ; [29 56],[ 8.9009009 17.0990991] ; [29.0990991 55.9009009],0
s3,1,0.970745,0.001345,[ 8 16] ; [28 55],[ 8.07476636 15.92523364] ; [27.92523364 55.07476636],0
