Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,51.432213,[43 73] ; [202  66],[74.01041667 41.98958333] ; [170.98958333  97.01041667],1
a6,1,0.0,44.587478,[52 64] ; [213  56],[79.84415584 36.15584416] ; [185.15584416  83.84415584],1
r4,1,0.0,28.691645,[78 38] ; [242  28],[96.16580311 19.83419689] ; [223.83419689  46.16580311],1
r3,1,1e-06,24.091171,[89 27] ; [250  16],[102.94240838  13.05759162] ; [236.05759162  29.94240838],1
r1,1,8e-06,19.979718,[66 50] ; [212  56],[83.97916667 32.02083333] ; [194.02083333  73.97916667],1
a2,1,9e-06,19.644363,[  9 107] ; [ 76 194],[25.54404145 90.45595855] ; [ 59.45595855 210.54404145],1
d4,1,0.000347,12.795898,[72 43] ; [215  54],[85.95052083 29.04947917] ; [201.04947917  67.95052083],1
r2,1,0.000396,12.550749,[94 20] ; [252  16],[103.2565445  10.7434555] ; [242.7434555  25.2565445],1
v4,1,0.000426,12.416691,[95 20] ; [253  16],[104.21875  10.78125] ; [243.78125  25.21875],1
d5,1,0.000568,11.878,[74 42] ; [216  53],[87.37662338 28.62337662] ; [202.62337662  66.37662338],1
p3,1,0.00082,11.195213,[34 80] ; [130 139],[48.81462141 65.18537859] ; [115.18537859 153.81462141],1
a5,1,0.000825,11.183627,[65 51] ; [198  72],[79.03626943 36.96373057] ; [183.96373057  86.03626943],1
u1,1,0.000931,10.95938,[  7 109] ; [ 52 218],[17.73056995 98.26943005] ; [ 41.26943005 228.73056995],1
s2,1,0.000969,10.886013,[24 90] ; [103 165],[37.90052356 76.09947644] ; [ 89.09947644 178.90052356],1
p4,1,0.001049,10.739134,[47 67] ; [160 109],[61.61357702 52.38642298] ; [145.38642298 123.61357702],0
p8,1,0.001773,9.771255,[39 76] ; [135 128],[52.93650794 62.06349206] ; [121.06349206 141.93650794],0
d1,1,0.004807,7.95077,[45 71] ; [147 123],[57.69948187 58.30051813] ; [134.30051813 135.69948187],0
