Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.044517,4.036828,[ 4 10] ; [20 13],[7.14893617 6.85106383] ; [16.85106383 16.14893617],0
v4,1,0.049674,3.852425,[5 9] ; [22 11],[8.04255319 5.95744681] ; [18.95744681 14.04255319],0
n3,1,0.052634,3.755495,[1 7] ; [10  9],[3.25925926 4.74074074] ; [ 7.74074074 11.25925926],0
s3,1,0.058953,3.566584,[ 1 12] ; [11 20],[3.54545455 9.45454545] ; [ 8.45454545 22.54545455],0
n4,1,0.083198,3.001294,[7 7] ; [25  8],[9.53191489 4.46808511] ; [22.46808511 10.53191489],0
n1,1,0.094264,2.8,[2 6] ; [12  8],[4. 4.] ; [10. 10.],0
u2,1,0.132391,2.264245,[4 5] ; [ 2 11],[2.45454545 6.54545455] ; [3.54545455 9.45454545],0
p9,1,0.135955,2.223158,[3 9] ; [16 16],[5.18181818 6.81818182] ; [13.81818182 18.18181818],0
a3,1,0.141326,2.163462,[5 8] ; [20 12],[7.22222222 5.77777778] ; [17.77777778 14.22222222],0
p10,1,0.161438,1.960706,[ 3 10] ; [15 18],[5.08695652 7.91304348] ; [12.91304348 20.08695652],0
p3,1,0.173035,1.856453,[ 1 13] ; [ 8 25],[ 2.68085106 11.31914894] ; [ 6.31914894 26.68085106],0
s2,1,0.173035,1.856453,[ 1 13] ; [ 8 25],[ 2.68085106 11.31914894] ; [ 6.31914894 26.68085106],0
d2,1,0.177339,1.81978,[ 4 10] ; [16 16],[6.08695652 7.91304348] ; [13.91304348 18.08695652],0
v1,1,0.181858,1.782374,[ 2 12] ; [11 22],[ 3.87234043 10.12765957] ; [ 9.12765957 23.87234043],0
n2,1,0.184054,1.764583,[3 5] ; [13  7],[4.57142857 3.42857143] ; [11.42857143  8.57142857],0
p8,1,0.240508,1.377615,[ 1 13] ; [ 7 26],[ 2.38297872 11.61702128] ; [ 5.61702128 27.38297872],0
b1,1,0.280759,1.163412,[10  4] ; [18 15],[8.34042553 5.65957447] ; [19.65957447 13.34042553],0
v3,1,0.311292,1.025186,[ 2 12] ; [ 9 23],[ 3.34782609 10.65217391] ; [ 7.65217391 24.34782609],0
d4,1,0.320799,0.985687,[9 5] ; [16 17],[7.44680851 6.55319149] ; [17.55319149 15.44680851],0
s4,1,0.412428,0.671792,[ 3 11] ; [ 4 29],[ 2.08510638 11.91489362] ; [ 4.91489362 28.08510638],0
r1,1,0.420619,0.648586,[5 9] ; [16 17],[6.25531915 7.74468085] ; [14.74468085 18.25531915],0
a7,1,0.420619,0.648586,[5 9] ; [16 17],[6.25531915 7.74468085] ; [14.74468085 18.25531915],0
s1,1,0.451797,0.56614,[ 1 13] ; [ 5 28],[ 1.78723404 12.21276596] ; [ 4.21276596 28.78723404],0
a4,1,0.510704,0.432624,[ 4 10] ; [12 19],[4.97777778 9.02222222] ; [11.02222222 19.97777778],0
s7,1,0.529183,0.39596,[4 9] ; [ 7 25],[3.17777778 9.82222222] ; [ 7.82222222 24.17777778],0
s8,1,0.581013,0.3046,[ 2 12] ; [ 7 26],[ 2.68085106 11.31914894] ; [ 6.31914894 26.68085106],0
n5,1,0.585786,0.296974,[10  4] ; [26  7],[10.72340426  3.27659574] ; [25.27659574  7.72340426],0
p4,1,0.600516,0.274219,[ 3 11] ; [ 5 28],[ 2.38297872 11.61702128] ; [ 5.61702128 27.38297872],0
d1,1,0.606153,0.265815,[ 4 10] ; [12 21],[4.76595745 9.23404255] ; [11.23404255 21.76595745],0
d5,1,0.632829,0.228244,[7 7] ; [19 14],[7.74468085 6.25531915] ; [18.25531915 14.74468085],0
b5,1,0.632829,0.228244,[7 7] ; [14 19],[6.25531915 7.74468085] ; [14.74468085 18.25531915],0
s6,1,0.715892,0.132463,[5 9] ; [10 23],[4.46808511 9.53191489] ; [10.53191489 22.46808511],0
a1,1,0.745159,0.105644,[ 2 12] ; [ 6 27],[ 2.38297872 11.61702128] ; [ 5.61702128 27.38297872],0
p2,1,0.748756,0.102579,[ 4 10] ; [11 22],[4.46808511 9.53191489] ; [10.53191489 22.46808511],0
a6,1,0.775181,0.08157,[7 7] ; [18 15],[7.44680851 6.55319149] ; [17.55319149 15.44680851],0
b4,1,0.812405,0.056323,[9 5] ; [20 13],[8.63829787 5.36170213] ; [20.36170213 12.63829787],0
p5,1,0.826743,0.047908,[ 1 13] ; [ 3 30],[ 1.19148936 12.80851064] ; [ 2.80851064 30.19148936],0
s5,1,0.834944,0.043416,[ 3 11] ; [ 8 25],[ 3.27659574 10.72340426] ; [ 7.72340426 25.27659574],0
p11,1,0.834944,0.043416,[ 3 11] ; [ 8 25],[ 3.27659574 10.72340426] ; [ 7.72340426 25.27659574],0
a2,1,0.838856,0.041354,[ 2 12] ; [ 4 29],[ 1.78723404 12.21276596] ; [ 4.21276596 28.78723404],0
b2,1,0.880212,0.022711,[4 6] ; [ 9 12],[4.19354839 5.80645161] ; [ 8.80645161 12.19354839],0
b3,1,0.880212,0.022711,[4 6] ; [ 9 12],[4.19354839 5.80645161] ; [ 8.80645161 12.19354839],0
p12,1,0.889603,0.019267,[ 1 13] ; [ 2 31],[ 0.89361702 13.10638298] ; [ 2.10638298 30.89361702],0
u3,1,0.898977,0.016117,[3 6] ; [4 9],[2.86363636 6.13636364] ; [4.13636364 8.86363636],0
n6,1,0.924292,0.009031,[7 7] ; [17 16],[7.14893617 6.85106383] ; [16.85106383 16.14893617],0
d3,1,0.9781,0.000754,[6 8] ; [14 19],[5.95744681 8.04255319] ; [14.04255319 18.95744681],0
v2,1,0.983911,0.000407,[ 2 11] ; [ 5 27],[ 2.02222222 10.97777778] ; [ 4.97777778 27.02222222],0
p1,1,0.98677,0.000275,[ 3 11] ; [ 7 26],[ 2.9787234 11.0212766] ; [ 7.0212766 25.9787234],0
