Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1.2e-05,19.111411,[27 46] ; [28  6],[37.52336449 35.47663551] ; [17.47663551 16.52336449],1
s6,1,0.000436,12.373115,[17 57] ; [20 15],[25.11926606 48.88073394] ; [11.88073394 23.11926606],1
d1,1,0.000963,10.898034,[21 53] ; [22 14],[28.92727273 45.07272727] ; [14.07272727 21.92727273],1
d5,1,0.003226,8.675098,[38 36] ; [29  7],[45.07272727 28.92727273] ; [21.92727273 14.07272727],0
p11,1,0.006805,7.323689,[29 45] ; [24 12],[35.65454545 38.34545455] ; [17.34545455 18.65454545],0
v3,1,0.012649,6.217578,[11 62] ; [13 23],[16.0733945 56.9266055] ; [ 7.9266055 28.0733945],0
n2,1,0.028792,4.779994,[16 20] ; [13  4],[19.69811321 16.30188679] ; [9.30188679 7.69811321],0
d4,1,0.029443,4.741504,[46 28] ; [29  6],[50.91743119 23.08256881] ; [24.08256881 10.91743119],0
s2,1,0.029525,4.736751,[15 59] ; [14 21],[19.68807339 54.31192661] ; [ 9.31192661 25.68807339],0
d3,1,0.041106,4.171625,[34 40] ; [24 12],[39.01818182 34.98181818] ; [18.98181818 17.01818182],0
d2,1,0.047292,3.934958,[25 48] ; [19 16],[29.74074074 43.25925926] ; [14.25925926 20.74074074],0
s5,1,0.068756,3.312479,[10 64] ; [10 26],[13.45454545 60.54545455] ; [ 6.54545455 29.45454545],0
p3,1,0.072648,3.222159,[19 54] ; [ 4 32],[15.40366972 57.59633028] ; [ 7.59633028 28.40366972],0
u3,1,0.074349,3.184306,[10 24] ; [7 5],[12.56521739 21.43478261] ; [4.43478261 7.56521739],0
a7,1,0.074991,3.170243,[33 41] ; [22 13],[37.33944954 36.66055046] ; [17.66055046 17.33944954],0
n3,1,0.105431,2.621399,[16 20] ; [11  5],[18.69230769 17.30769231] ; [8.30769231 7.69230769],0
v4,1,0.14291,2.146347,[39 34] ; [22 10],[42.40952381 30.59047619] ; [18.59047619 13.40952381],0
v1,1,0.167747,1.902965,[20 52] ; [14 20],[23.09433962 48.90566038] ; [10.90566038 23.09433962],0
s8,1,0.170808,1.875842,[ 9 65] ; [ 8 28],[11.43636364 62.56363636] ; [ 5.56363636 30.43636364],0
r1,1,0.219658,1.506603,[19 55] ; [13 22],[21.72477064 52.27522936] ; [10.27522936 24.72477064],0
a3,1,0.267938,1.227273,[40 32] ; [24 12],[42.66666667 29.33333333] ; [21.33333333 14.66666667],0
p1,1,0.269547,1.219052,[ 9 64] ; [ 2 34],[ 7.36697248 65.63302752] ; [ 3.63302752 32.36697248],0
n1,1,0.27042,1.214618,[14 22] ; [ 4 13],[12.22641509 23.77358491] ; [ 5.77358491 11.22641509],0
b5,1,0.280349,1.165396,[33 41] ; [20 16],[35.65454545 38.34545455] ; [17.34545455 18.65454545],0
a4,1,0.287117,1.133091,[21 52] ; [14 22],[23.44036697 49.55963303] ; [11.55963303 24.44036697],0
b2,1,0.314118,1.013283,[16 30] ; [ 5 17],[14.20588235 31.79411765] ; [ 6.79411765 15.20588235],0
b3,1,0.314118,1.013283,[16 30] ; [ 5 17],[14.20588235 31.79411765] ; [ 6.79411765 15.20588235],0
a2,1,0.342988,0.899233,[ 6 68] ; [ 5 31],[ 7.4 66.6] ; [ 3.6 32.4],0
b1,1,0.344163,0.894863,[40 34] ; [16 20],[37.67272727 36.32727273] ; [18.32727273 17.67272727],0
u1,1,0.353747,0.859971,[ 3 71] ; [ 3 33],[ 4.03636364 69.96363636] ; [ 1.96363636 34.03636364],0
n5,1,0.365046,0.820458,[46 28] ; [18 16],[43.85185185 30.14814815] ; [20.14814815 13.85185185],0
a1,1,0.429715,0.623593,[10 64] ; [ 3 33],[ 8.74545455 65.25454545] ; [ 4.25454545 31.74545455],0
a6,1,0.490811,0.474747,[36 38] ; [15 21],[34.30909091 39.69090909] ; [16.69090909 19.30909091],0
a8,1,0.497426,0.460424,[ 4 66] ; [ 3 29],[ 4.80392157 65.19607843] ; [ 2.19607843 29.80392157],0
p7,1,0.518848,0.416184,[20 51] ; [12 23],[21.43396226 49.56603774] ; [10.56603774 24.43396226],0
s7,1,0.537002,0.381125,[18 52] ; [11 24],[19.33333333 50.66666667] ; [ 9.66666667 25.33333333],0
s1,1,0.628585,0.233984,[ 6 68] ; [ 2 34],[ 5.38181818 68.61818182] ; [ 2.61818182 33.38181818],0
u2,1,0.653827,0.201109,[11 23] ; [4 6],[11.59090909 22.40909091] ; [3.40909091 6.59090909],0
b4,1,0.655074,0.199563,[44 30] ; [23 13],[45.07272727 28.92727273] ; [21.92727273 14.07272727],0
n4,1,0.663977,0.188728,[42 32] ; [22 14],[43.05454545 30.94545455] ; [20.94545455 15.05454545],0
p2,1,0.682628,0.167183,[37 35] ; [20 16],[38. 34.] ; [19. 17.],0
p4,1,0.744054,0.106596,[21 53] ; [11 24],[21.72477064 52.27522936] ; [10.27522936 24.72477064],0
n6,1,0.751341,0.100407,[40 32] ; [20 14],[40.75471698 31.24528302] ; [19.24528302 14.75471698],0
s4,1,0.751357,0.100395,[12 62] ; [ 5 31],[11.43636364 62.56363636] ; [ 5.56363636 30.43636364],0
s3,1,0.761365,0.092227,[24 48] ; [12 21],[24.68571429 47.31428571] ; [11.31428571 21.68571429],0
a5,1,0.784511,0.074772,[37 37] ; [19 17],[37.67272727 36.32727273] ; [18.32727273 17.67272727],0
r2,1,0.862144,0.030153,[40 33] ; [17 13],[40.39805825 32.60194175] ; [16.60194175 13.39805825],0
p8,1,0.905512,0.01409,[18 55] ; [ 9 26],[18.25 54.75] ; [ 8.75 26.25],0
p10,1,0.942322,0.005235,[37 36] ; [18 17],[37.17592593 35.82407407] ; [17.82407407 17.17592593],0
p9,1,0.98745,0.000247,[38 34] ; [18 16],[38.03773585 33.96226415] ; [17.96226415 16.03773585],0
