Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,51.070873,[45 58] ; [363  99],[74.37876106 28.62123894] ; [333.62123894 128.37876106],1
n4,1,0.0,46.421374,[53 51] ; [381  82],[79.60493827 24.39506173] ; [354.39506173 108.60493827],1
r4,1,0.0,35.768101,[77 27] ; [434  30],[93.56338028 10.43661972] ; [417.43661972  46.56338028],1
p11,1,0.0,33.586949,[58 46] ; [381  83],[80.38028169 23.61971831] ; [358.61971831 105.38028169],1
p10,1,0.0,33.086177,[61 41] ; [387  69],[81.89247312 20.10752688] ; [366.10752688  89.89247312],1
r3,1,0.0,29.519108,[88 16] ; [450  12],[98.85512367  5.14487633] ; [439.14487633  22.85512367],1
v4,1,0.0,25.578859,[87 17] ; [445  16],[97.92566372  6.07433628] ; [434.07433628  26.92566372],1
p9,1,1e-06,23.386955,[68 34] ; [394  61],[84.6032316 17.3967684] ; [377.3967684  77.6032316],1
p6,1,9e-06,19.799473,[15 86] ; [174 284],[34.14847943 66.85152057] ; [154.85152057 303.14847943],1
p4,1,1e-05,19.481321,[40 63] ; [289 173],[59.97699115 43.02300885] ; [269.02300885 192.97699115],1
s7,1,1.7e-05,18.476656,[24 72] ; [215 223],[42.96629213 53.03370787] ; [196.03370787 241.96629213],1
p2,1,2.6e-05,17.69722,[71 32] ; [398  64],[85.49911504 17.50088496] ; [383.50088496  78.49911504],1
r2,1,3.4e-05,17.172256,[88 15] ; [440  18],[96.94117647  6.05882353] ; [431.05882353  26.94117647],1
s6,1,8.3e-05,15.49966,[47 57] ; [302 156],[64.58362989 39.41637011] ; [284.41637011 173.58362989],1
s8,1,0.00022,13.648598,[25 79] ; [201 259],[41.67375887 62.32624113] ; [184.32624113 275.67375887],1
p3,1,0.000712,11.456391,[34 68] ; [240 223],[49.46548673 52.53451327] ; [224.53451327 238.46548673],1
s2,1,0.001526,10.046388,[32 71] ; [222 238],[46.46891652 56.53108348] ; [207.53108348 252.46891652],0
s5,1,0.001757,9.787951,[15 85] ; [138 315],[27.66726944 72.33273056] ; [125.33273056 327.66726944],0
u1,1,0.001912,9.632453,[10 94] ; [108 356],[21.6056338 82.3943662] ; [ 96.3943662 367.6056338],0
p7,1,0.003237,8.668581,[48 51] ; [291 161],[60.9092559 38.0907441] ; [278.0907441 173.9092559],0
v1,1,0.003271,8.649583,[40 60] ; [253 197],[53.27272727 46.72727273] ; [239.72727273 210.27272727],0
p8,1,0.004662,8.005947,[40 61] ; [252 205],[52.85304659 48.14695341] ; [239.14695341 217.85304659],0
n2,1,0.005766,7.621979,[18 16] ; [74 21],[24.24806202  9.75193798] ; [67.75193798 27.24806202],0
v2,1,0.00725,7.209998,[45 52] ; [273 173],[56.80662983 40.19337017] ; [261.19337017 184.80662983],0
p5,1,0.010608,6.529762,[ 4 97] ; [ 59 401],[11.34224599 89.65775401] ; [ 51.65775401 408.34224599],0
p12,1,0.012319,6.264419,[ 2 99] ; [ 44 419],[ 8.23758865 92.76241135] ; [ 37.76241135 425.23758865],0
b1,1,0.015758,5.8297,[49 55] ; [160 304],[38.26760563 65.73239437] ; [170.73239437 293.26760563],0
v3,1,0.019924,5.41858,[29 68] ; [190 255],[39.19372694 57.80627306] ; [179.80627306 265.19372694],0
b3,1,0.020338,5.382683,[13 44] ; [110 172],[20.68141593 36.31858407] ; [102.31858407 179.68141593],0
b2,1,0.020338,5.382683,[13 44] ; [110 172],[20.68141593 36.31858407] ; [102.31858407 179.68141593],0
d1,1,0.030434,4.684608,[54 50] ; [294 170],[63.71830986 40.28169014] ; [284.28169014 179.71830986],0
s3,1,0.039927,4.221003,[43 59] ; [243 212],[52.37342908 49.62657092] ; [233.62657092 221.37342908],0
d2,1,0.063876,3.433777,[41 62] ; [231 232],[49.49823322 53.50176678] ; [222.50176678 240.49823322],0
s1,1,0.068063,3.329132,[ 7 95] ; [ 14 443],[ 3.83184258 98.16815742] ; [ 17.16815742 439.83184258],0
n3,1,0.114762,2.487395,[20 13] ; [72 24],[23.53488372  9.46511628] ; [68.46511628 27.53488372],0
a2,1,0.160947,1.965308,[24 80] ; [139 325],[29.84507042 74.15492958] ; [133.15492958 330.84507042],0
d4,1,0.205279,1.604414,[82 21] ; [393  71],[86.28747795 16.71252205] ; [388.71252205  75.28747795],0
