Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6.7e-05,15.881764,[82 37] ; [11 24],[71.86363636 47.13636364] ; [21.13636364 13.86363636],1
p5,1,0.49374,0.468366,[ 11 106] ; [ 2 33],[ 10.00657895 106.99342105] ; [ 2.99342105 32.00657895],0
n3,1,0.523848,0.40631,[26 13] ; [8 6],[25.01886792 13.98113208] ; [8.98113208 5.01886792],0
a2,1,0.582656,0.301961,[ 16 103] ; [ 6 29],[ 17. 102.] ; [ 5. 30.],0
b4,1,0.590791,0.289111,[74 45] ; [20 15],[72.63636364 46.36363636] ; [21.36363636 13.63636364],0
p7,1,0.593433,0.285016,[59 57] ; [16 19],[57.61589404 58.38410596] ; [17.38410596 17.61589404],0
u1,1,0.601866,0.27219,[ 10 109] ; [ 2 33],[  9.27272727 109.72727273] ; [ 2.72727273 32.27272727],0
p6,1,0.643557,0.21412,[41 74] ; [10 22],[39.89795918 75.10204082] ; [11.10204082 20.89795918],0
s4,1,0.647126,0.209543,[23 96] ; [ 8 27],[23.95454545 95.04545455] ; [ 7.04545455 27.95454545],0
s5,1,0.655844,0.198611,[31 79] ; [ 8 25],[30. 80.] ; [ 9. 24.],0
d1,1,0.6976,0.15098,[69 50] ; [19 16],[68. 51.] ; [20. 15.],0
s8,1,0.705873,0.142434,[38 81] ; [10 25],[37.09090909 81.90909091] ; [10.90909091 24.09090909],0
p12,1,0.738425,0.111516,[  5 114] ; [ 1 33],[  4.66666667 114.33333333] ; [ 1.33333333 32.66666667],0
a5,1,0.739379,0.110673,[78 41] ; [24 11],[78.81818182 40.18181818] ; [23.18181818 11.81818182],0
s7,1,0.761884,0.091813,[44 68] ; [12 21],[43.25517241 68.74482759] ; [12.74482759 20.25517241],0
a3,1,0.793844,0.06829,[81 38] ; [23 12],[80.36363636 38.63636364] ; [23.63636364 11.36363636],0
b3,1,0.804966,0.060972,[30 43] ; [ 8 13],[29.5106383 43.4893617] ; [ 8.4893617 12.5106383],0
b2,1,0.804966,0.060972,[30 43] ; [ 8 13],[29.5106383 43.4893617] ; [ 8.4893617 12.5106383],0
b5,1,0.815198,0.054628,[74 45] ; [21 14],[73.40909091 45.59090909] ; [21.59090909 13.40909091],0
a8,1,0.862584,0.029959,[ 11 101] ; [ 3 31],[ 10.73972603 101.26027397] ; [ 3.26027397 30.73972603],0
a4,1,0.888451,0.019674,[49 69] ; [15 20],[49.35947712 68.64052288] ; [14.64052288 20.35947712],0
s3,1,0.893723,0.017848,[54 64] ; [16 18],[54.34210526 63.65789474] ; [15.65789474 18.34210526],0
s1,1,0.903275,0.014768,[  4 115] ; [ 1 33],[  3.88888889 115.11111111] ; [ 1.11111111 32.88888889],0
