Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,49.751298,[148  25] ; [219 181],[110.80453752  62.19546248] ; [256.19546248 143.80453752],1
s2,1,0.0,46.304423,[120  54] ; [152 247],[82.59685864 91.40314136] ; [189.40314136 209.59685864],1
p5,1,0.0,42.210547,[ 49 127] ; [ 30 367],[ 24.26527051 151.73472949] ; [ 54.73472949 342.26527051],1
s7,1,0.0,29.448021,[112  54] ; [160 219],[82.84770642 83.15229358] ; [189.15229358 189.84770642],1
s8,1,0.0,25.844243,[104  69] ; [149 252],[76.25261324 96.74738676] ; [176.74738676 224.25261324],1
p3,1,1.6e-05,18.633659,[111  64] ; [175 224],[87.19512195 87.80487805] ; [198.80487805 200.19512195],1
s3,1,2.1e-05,18.084486,[115  56] ; [191 208],[91.8 79.2] ; [214.2 184.8],1
p7,1,4.3e-05,16.740461,[131  41] ; [228 164],[109.4822695  62.5177305] ; [249.5177305 142.4822695],1
p6,1,8.3e-05,15.490637,[84 90] ; [123 273],[ 63.18947368 110.81052632] ; [143.81052632 252.18947368],1
p8,1,0.000198,13.852737,[111  62] ; [186 208],[90.61904762 82.38095238] ; [206.38095238 187.61904762],1
p4,1,0.000342,12.82486,[124  49] ; [223 177],[104.76614311  68.23385689] ; [242.23385689 157.76614311],1
a3,1,0.000399,12.535573,[144  31] ; [271 128],[126.52439024  48.47560976] ; [288.47560976 110.52439024],1
r4,1,0.000404,12.512593,[167   9] ; [339  63],[154.07612457  21.92387543] ; [351.92387543  50.07612457],1
r1,1,0.000442,12.347737,[155  20] ; [303  97],[139.39130435  35.60869565] ; [318.60869565  81.39130435],1
n6,1,0.000817,11.201299,[166   9] ; [340  60],[154.  21.] ; [352.  48.],1
a5,1,0.000878,11.069202,[147  29] ; [283 119],[130.93425606  45.06574394] ; [299.06574394 102.93425606],1
p12,1,0.000899,11.024981,[ 26 149] ; [ 25 373],[ 15.57591623 159.42408377] ; [ 35.42408377 362.57591623],1
p1,1,0.001513,10.062584,[ 27 148] ; [ 28 373],[ 16.71006944 158.28993056] ; [ 38.28993056 362.71006944],0
d1,1,0.003184,8.698944,[119  57] ; [219 183],[102.92041522  73.07958478] ; [235.07958478 166.92041522],0
n4,1,0.003335,8.614758,[166   9] ; [348  54],[155.89254766  19.10745234] ; [358.10745234  43.89254766],0
p10,1,0.003475,8.539625,[156  18] ; [316  81],[143.83187391  30.16812609] ; [328.16812609  68.83187391],0
p2,1,0.005016,7.873645,[155  21] ; [311  87],[142.88501742  33.11498258] ; [323.11498258  74.88501742],0
v1,1,0.00632,7.456853,[114  60] ; [208 183],[99.16460177 74.83539823] ; [222.83539823 168.16460177],0
d4,1,0.006476,7.412876,[150  23] ; [307  93],[137.97731239  35.02268761] ; [319.02268761  80.97731239],0
p9,1,0.010515,6.545431,[156  16] ; [326  70],[145.95774648  26.04225352] ; [336.04225352  59.95774648],0
b5,1,0.02074,5.348543,[90 86] ; [247 155],[102.61591696  73.38408304] ; [234.38408304 167.61591696],0
n1,1,0.021267,5.304793,[21 11] ; [40 55],[15.37007874 16.62992126] ; [45.62992126 49.37007874],0
v3,1,0.021445,5.29024,[89 83] ; [161 229],[76.51245552 95.48754448] ; [173.48754448 216.51245552],0
u1,1,0.028104,4.82169,[ 41 135] ; [ 63 339],[ 31.66782007 144.33217993] ; [ 72.33217993 329.66782007],0
n2,1,0.033713,4.509211,[29  4] ; [67 30],[24.36923077  8.63076923] ; [71.63076923 25.36923077],0
u3,1,0.043285,4.084221,[22 10] ; [64 67],[16.88343558 15.11656442] ; [69.11656442 61.88343558],0
v2,1,0.046599,3.959824,[110  63] ; [209 174],[99.25719424 73.74280576] ; [219.74280576 163.25719424],0
r2,1,0.049705,3.851376,[169   6] ; [366  31],[163.68006993  11.31993007] ; [371.31993007  25.68006993],0
v4,1,0.051824,3.781449,[169   7] ; [366  34],[163.47222222  12.52777778] ; [371.52777778  28.47222222],0
