Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.030754,4.666667,[1 6] ; [5 2],[3. 4.] ; [3. 4.],0
a4,1,0.030754,4.666667,[1 6] ; [5 2],[3. 4.] ; [3. 4.],0
s5,1,0.052958,3.745238,[1 6] ; [4 2],[2.69230769 4.30769231] ; [2.30769231 3.69230769],0
d3,1,0.094264,2.8,[3 4] ; [6 1],[4.5 2.5] ; [4.5 2.5],0
p3,1,0.094264,2.8,[1 6] ; [4 3],[2.5 4.5] ; [2.5 4.5],0
n1,1,0.186858,1.742222,[4 1] ; [1 2],[3.125 1.875] ; [1.875 1.125],0
a5,1,0.236724,1.4,[4 3] ; [6 1],[5. 2.] ; [5. 2.],0
p4,1,0.236724,1.4,[4 3] ; [6 1],[5. 2.] ; [5. 2.],0
n4,1,0.236724,1.4,[4 3] ; [6 1],[5. 2.] ; [5. 2.],0
s6,1,0.280087,1.166667,[2 5] ; [4 3],[3. 4.] ; [3. 4.],0
v2,1,0.280087,1.166667,[3 4] ; [5 2],[4. 3.] ; [4. 3.],0
s4,1,0.280087,1.166667,[2 5] ; [4 3],[3. 4.] ; [3. 4.],0
r4,1,0.280087,1.166667,[2 5] ; [4 3],[3. 4.] ; [3. 4.],0
p7,1,0.307741,1.040344,[5 1] ; [4 3],[4.15384615 1.84615385] ; [4.84615385 2.15384615],0
s7,1,0.307741,1.040344,[5 1] ; [4 3],[4.15384615 1.84615385] ; [4.84615385 2.15384615],0
b3,1,0.376462,0.782222,[3 2] ; [2 4],[2.27272727 2.72727273] ; [2.72727273 3.27272727],0
b2,1,0.376462,0.782222,[3 2] ; [2 4],[2.27272727 2.72727273] ; [2.72727273 3.27272727],0
r2,1,0.416448,0.660317,[6 1] ; [4 2],[5.38461538 1.61538462] ; [4.61538462 1.38461538],0
p5,1,0.514828,0.424242,[2 5] ; [1 6],[1.5 5.5] ; [1.5 5.5],0
p10,1,0.514828,0.424242,[5 2] ; [6 1],[5.5 1.5] ; [5.5 1.5],0
s2,1,0.576999,0.311111,[4 3] ; [5 2],[4.5 2.5] ; [4.5 2.5],0
b1,1,0.576999,0.311111,[5 2] ; [4 3],[4.5 2.5] ; [4.5 2.5],0
p11,1,0.576999,0.311111,[5 2] ; [4 3],[4.5 2.5] ; [4.5 2.5],0
v3,1,0.576999,0.311111,[3 4] ; [2 5],[2.5 4.5] ; [2.5 4.5],0
b5,1,0.576999,0.311111,[5 2] ; [4 3],[4.5 2.5] ; [4.5 2.5],0
a3,1,0.576999,0.311111,[4 3] ; [5 2],[4.5 2.5] ; [4.5 2.5],0
a7,1,0.576999,0.311111,[4 3] ; [5 2],[4.5 2.5] ; [4.5 2.5],0
a6,1,0.59298,0.285714,[3 4] ; [4 3],[3.5 3.5] ; [3.5 3.5],0
b4,1,0.59298,0.285714,[4 3] ; [3 4],[3.5 3.5] ; [3.5 3.5],0
n3,1,0.67329,0.177778,[4 1] ; [2 1],[3.75 1.25] ; [2.25 0.75],0
u3,1,0.709388,0.138889,[2 1] ; [1 1],[1.8 1.2] ; [1.2 0.8],0
s3,1,0.796762,0.066327,[3 3] ; [3 4],[2.76923077 3.23076923] ; [3.23076923 3.76923077],0
p8,1,1.0,0.0,[5 2] ; [5 2],[5. 2.] ; [5. 2.],0
s1,1,1.0,0.0,[1 6] ; [1 6],[1. 6.] ; [1. 6.],0
p2,1,1.0,0.0,[6 1] ; [6 1],[6. 1.] ; [6. 1.],0
s8,1,1.0,0.0,[3 4] ; [3 4],[3. 4.] ; [3. 4.],0
v1,1,1.0,0.0,[3 4] ; [3 4],[3. 4.] ; [3. 4.],0
r1,1,1.0,0.0,[3 4] ; [3 4],[3. 4.] ; [3. 4.],0
p1,1,1.0,0.0,[1 6] ; [1 6],[1. 6.] ; [1. 6.],0
