Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000387,12.594809,[ 2 11] ; [33 14],[7.58333333 5.41666667] ; [27.41666667 19.58333333],1
v4,1,0.002934,8.847763,[8 4] ; [45  2],[10.77966102  1.22033898] ; [42.22033898  4.77966102],0
s6,1,0.004586,8.035794,[5 7] ; [37  8],[8.84210526 3.15789474] ; [33.15789474 11.84210526],0
b3,1,0.006265,7.472426,[4 2] ; [ 3 20],[1.44827586 4.55172414] ; [ 5.55172414 17.44827586],0
b2,1,0.006265,7.472426,[4 2] ; [ 3 20],[1.44827586 4.55172414] ; [ 5.55172414 17.44827586],0
a7,1,0.021084,5.319843,[6 7] ; [37 10],[9.31666667 3.68333333] ; [33.68333333 13.31666667],0
n4,1,0.051856,3.780399,[5 8] ; [32 15],[8.01666667 4.98333333] ; [28.98333333 18.01666667],0
p1,1,0.052249,3.767766,[ 2 11] ; [ 1 46],[ 0.65 12.35] ; [ 2.35 44.65],0
n1,1,0.065584,3.390226,[4 3] ; [ 3 13],[2.13043478 4.86956522] ; [ 4.86956522 11.13043478],0
p6,1,0.072004,3.236738,[4 9] ; [ 5 42],[ 1.95 11.05] ; [ 7.05 39.95],0
p4,1,0.093866,2.806784,[ 2 11] ; [19 28],[4.55 8.45] ; [16.45 30.55],0
b5,1,0.107167,2.595507,[7 6] ; [36 11],[9.31666667 3.68333333] ; [33.68333333 13.31666667],0
a5,1,0.107475,2.590961,[6 7] ; [33 14],[8.45 4.55] ; [30.55 16.45],0
p11,1,0.134487,2.23993,[5 8] ; [29 18],[7.36666667 5.63333333] ; [26.63333333 20.36666667],0
v2,1,0.182945,1.773537,[ 3 10] ; [20 26],[5.06779661 7.93220339] ; [17.93220339 28.06779661],0
r4,1,0.19044,1.714213,[9 4] ; [40  7],[10.61666667  2.38333333] ; [38.38333333  8.61666667],0
n2,1,0.241696,1.370677,[3 4] ; [11  5],[4.26086957 2.73913043] ; [9.73913043 6.26086957],0
p10,1,0.242869,1.363862,[6 6] ; [32 15],[7.72881356 4.27118644] ; [30.27118644 16.72881356],0
r1,1,0.267895,1.227496,[7 6] ; [33 14],[8.66666667 4.33333333] ; [31.33333333 15.66666667],0
p9,1,0.29101,1.114944,[7 5] ; [34 12],[8.48275862 3.51724138] ; [32.51724138 13.48275862],0
p2,1,0.301654,1.066866,[9 4] ; [25 22],[7.36666667 5.63333333] ; [26.63333333 20.36666667],0
u1,1,0.326594,0.962357,[ 1 12] ; [ 9 38],[ 2.16666667 10.83333333] ; [ 7.83333333 39.16666667],0
b4,1,0.340769,0.907538,[7 6] ; [32 15],[8.45 4.55] ; [30.55 16.45],0
s7,1,0.352248,0.865343,[6 5] ; [18 28],[4.63157895 6.36842105] ; [19.36842105 26.63157895],0
r3,1,0.356796,0.849138,[10  3] ; [41  6],[11.05  1.95] ; [39.95  7.05],0
d4,1,0.473862,0.512956,[9 4] ; [37 10],[9.96666667 3.03333333] ; [36.03333333 10.96666667],0
u3,1,0.518647,0.416583,[4 1] ; [11  6],[3.40909091 1.59090909] ; [11.59090909  5.40909091],0
d2,1,0.592366,0.286664,[5 8] ; [22 25],[5.85 7.15] ; [21.15 25.85],0
u2,1,0.61093,0.258824,[3 2] ; [8 9],[2.5 2.5] ; [8.5 8.5],0
v3,1,0.615248,0.252603,[ 2 11] ; [10 36],[ 2.6440678 10.3559322] ; [ 9.3559322 36.6440678],0
s3,1,0.643266,0.214496,[9 4] ; [28 17],[8.29310345 4.70689655] ; [28.70689655 16.29310345],0
s8,1,0.657643,0.196399,[5 8] ; [15 32],[4.33333333 8.66666667] ; [15.66666667 31.33333333],0
p3,1,0.705478,0.142836,[4 9] ; [12 35],[3.46666667 9.53333333] ; [12.53333333 34.46666667],0
d3,1,0.705478,0.142836,[9 4] ; [35 12],[9.53333333 3.46666667] ; [34.46666667 12.53333333],0
d1,1,0.754001,0.0982,[6 7] ; [24 23],[6.5 6.5] ; [23.5 23.5],0
n3,1,0.808605,0.058673,[4 3] ; [10  6],[4.26086957 2.73913043] ; [9.73913043 6.26086957],0
a4,1,0.816636,0.053765,[6 7] ; [20 27],[5.63333333 7.36666667] ; [20.36666667 26.63333333],0
a6,1,0.816636,0.053765,[7 6] ; [27 20],[7.36666667 5.63333333] ; [26.63333333 20.36666667],0
s2,1,0.823368,0.049825,[9 4] ; [29 15],[8.66666667 4.33333333] ; [29.33333333 14.66666667],0
r2,1,0.825439,0.048645,[11  1] ; [43  3],[11.17241379  0.82758621] ; [42.82758621  3.17241379],0
s5,1,0.872041,0.025942,[4 7] ; [16 25],[4.23076923 6.76923077] ; [15.76923077 25.23076923],0
v1,1,0.879398,0.023023,[5 8] ; [17 30],[4.76666667 8.23333333] ; [17.23333333 29.76666667],0
a3,1,0.879398,0.023023,[8 5] ; [30 17],[8.23333333 4.76666667] ; [29.76666667 17.23333333],0
s1,1,0.908687,0.013155,[ 1 12] ; [ 4 42],[ 1.10169492 11.89830508] ; [ 3.89830508 42.10169492],0
d5,1,0.945481,0.004676,[9 4] ; [33 14],[9.1 3.9] ; [32.9 14.1],0
b1,1,0.945481,0.004676,[4 9] ; [14 33],[3.9 9.1] ; [14.1 32.9],0
