Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.052632,[54  9] ; [22 27],[42.75 20.25] ; [33.25 15.75],1
p11,1,0.317811,0.997936,[47 16] ; [33 17],[44.60176991 18.39823009] ; [35.39823009 14.60176991],0
a7,1,0.341959,0.903072,[41 22] ; [36 13],[43.3125 19.6875] ; [33.6875 15.3125],0
p1,1,0.342037,0.902781,[ 7 56] ; [ 3 47],[ 5.57522124 57.42477876] ; [ 4.42477876 45.57522124],0
a5,1,0.380861,0.767922,[44 19] ; [31 19],[41.81415929 21.18584071] ; [33.18584071 16.81415929],0
p5,1,0.388582,0.743374,[ 5 58] ; [ 2 48],[ 3.90265487 59.09734513] ; [ 3.09734513 46.90265487],0
d1,1,0.400098,0.708031,[34 29] ; [23 27],[31.77876106 31.22123894] ; [25.22123894 24.77876106],0
a8,1,0.415654,0.662569,[ 3 56] ; [ 1 47],[ 2.20560748 56.79439252] ; [ 1.79439252 46.20560748],0
b1,1,0.429199,0.624989,[26 37] ; [17 33],[23.97345133 39.02654867] ; [19.02654867 30.97345133],0
n4,1,0.464134,0.535908,[42 21] ; [30 20],[40.14159292 22.85840708] ; [31.85840708 18.14159292],0
n2,1,0.473521,0.513747,[11  3] ; [10  5],[10.13793103  3.86206897] ; [10.86206897  4.13793103],0
r1,1,0.535345,0.384235,[45 18] ; [33 17],[43.48672566 19.51327434] ; [34.51327434 15.48672566],0
a6,1,0.552061,0.353638,[40 23] ; [29 21],[38.46902655 24.53097345] ; [30.53097345 19.46902655],0
a4,1,0.568262,0.325598,[26 37] ; [18 32],[24.53097345 38.46902655] ; [19.46902655 30.53097345],0
d5,1,0.596936,0.279642,[49 14] ; [36 13],[47.8125 15.1875] ; [37.1875 11.8125],0
n5,1,0.666298,0.185963,[43 20] ; [36 14],[44.04424779 18.95575221] ; [34.95575221 15.04424779],0
b4,1,0.668229,0.183681,[34 29] ; [29 21],[35.12389381 27.87610619] ; [27.87610619 22.12389381],0
b3,1,0.724506,0.124216,[ 9 32] ; [ 4 18],[ 8.46031746 32.53968254] ; [ 4.53968254 17.46031746],0
b2,1,0.724506,0.124216,[ 9 32] ; [ 4 18],[ 8.46031746 32.53968254] ; [ 4.53968254 17.46031746],0
r4,1,0.774214,0.082293,[49 14] ; [40 10],[49.61946903 13.38053097] ; [39.38053097 10.61946903],0
b5,1,0.781859,0.076672,[40 23] ; [33 17],[40.69911504 22.30088496] ; [32.30088496 17.69911504],0
d4,1,0.78879,0.071761,[48 15] ; [37 13],[47.38938053 15.61061947] ; [37.61061947 12.38938053],0
n1,1,0.892772,0.01817,[5 9] ; [ 5 10],[4.82758621 9.17241379] ; [5.17241379 9.82758621],0
r3,1,0.907206,0.013587,[55  7] ; [44  6],[54.80357143  7.19642857] ; [44.19642857  5.80357143],0
n3,1,0.908697,0.013152,[10  4] ; [11  4],[10.13793103  3.86206897] ; [10.86206897  4.13793103],0
v2,1,0.914216,0.011604,[21 40] ; [17 31],[21.26605505 39.73394495] ; [16.73394495 31.26605505],0
v1,1,0.927054,0.008382,[27 36] ; [21 29],[26.76106195 36.23893805] ; [21.23893805 28.76106195],0
v4,1,0.990038,0.000156,[57  5] ; [46  4],[57.01785714  4.98214286] ; [45.98214286  4.01785714],0
