Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.052632,[54  9] ; [22 27],[42.75 20.25] ; [33.25 15.75],1
s8,1,0.000113,14.904225,[38 25] ; [12 38],[27.87610619 35.12389381] ; [22.12389381 27.87610619],1
s3,1,0.001035,10.763768,[51 12] ; [26 24],[42.92920354 20.07079646] ; [34.07079646 15.92920354],0
a3,1,0.001751,9.793521,[46 17] ; [22 28],[37.91150442 25.08849558] ; [30.08849558 19.91150442],0
p6,1,0.002109,9.451922,[34 28] ; [13 37],[26.01785714 35.98214286] ; [20.98214286 29.01785714],0
s5,1,0.005409,7.737197,[33 24] ; [14 32],[26.00970874 30.99029126] ; [20.99029126 25.00970874],0
p8,1,0.015784,5.826782,[36 25] ; [18 32],[29.67567568 31.32432432] ; [24.32432432 25.67567568],0
u2,1,0.017341,5.661552,[11  6] ; [ 8 20],[7.17777778 9.82222222] ; [11.82222222 16.17777778],0
p7,1,0.036457,4.375601,[40 19] ; [24 26],[34.64220183 24.35779817] ; [29.35779817 20.64220183],0
u3,1,0.050521,3.824095,[14  3] ; [15 13],[10.95555556  6.04444444] ; [18.04444444  9.95555556],0
s6,1,0.060946,3.511443,[53  9] ; [34 14],[49.03636364 12.96363636] ; [37.96363636 10.03636364],0
d2,1,0.104331,2.638058,[31 32] ; [17 33],[26.76106195 36.23893805] ; [21.23893805 28.76106195],0
p2,1,0.117471,2.450718,[53 10] ; [36 14],[49.61946903 13.38053097] ; [39.38053097 10.61946903],0
u1,1,0.124938,2.354298,[13 50] ; [ 5 45],[10.03539823 52.96460177] ; [ 7.96460177 42.03539823],0
s1,1,0.156495,2.007774,[ 5 57] ; [ 1 49],[ 3.32142857 58.67857143] ; [ 2.67857143 47.32142857],0
p9,1,0.201131,1.634144,[53  9] ; [38 12],[50.375 11.625] ; [40.625  9.375],0
p4,1,0.204685,1.608623,[39 24] ; [25 25],[35.68141593 27.31858407] ; [28.31858407 21.68141593],0
a2,1,0.222835,1.486019,[13 50] ; [ 6 44],[10.59292035 52.40707965] ; [ 8.40707965 41.59292035],0
p3,1,0.252875,1.307352,[32 31] ; [20 30],[28.99115044 34.00884956] ; [23.00884956 26.99115044],0
d3,1,0.284322,1.146315,[47 16] ; [32 17],[44.4375 18.5625] ; [34.5625 14.4375],0
p10,1,0.289683,1.121095,[51 11] ; [37 13],[48.71428571 13.28571429] ; [39.28571429 10.71428571],0
r2,1,0.294572,1.098607,[57  5] ; [42  7],[55.2972973  6.7027027] ; [43.7027027  5.2972973],0
n6,1,0.305797,1.04874,[48 15] ; [42  8],[50.17699115 12.82300885] ; [39.82300885 10.17699115],0
