Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,40.470665,[111  19] ; [ 6 18],[98.76623377 31.23376623] ; [18.23376623  5.76623377],1
a5,1,0.001497,10.082077,[74 58] ; [ 5 19],[66.84615385 65.15384615] ; [12.15384615 11.84615385],0
p11,1,0.005623,7.667458,[106  26] ; [13 11],[100.69230769  31.30769231] ; [18.30769231  5.69230769],0
r4,1,0.006721,7.346147,[88 44] ; [ 9 15],[82.07692308 49.92307692] ; [14.92307692  9.07692308],0
n5,1,0.012508,6.237421,[94 37] ; [11 13],[88.74193548 42.25806452] ; [16.25806452  7.74193548],0
r2,1,0.013104,6.155045,[107  20] ; [15  9],[102.60927152  24.39072848] ; [19.39072848  4.60927152],0
a3,1,0.017545,5.640999,[78 53] ; [ 8 16],[72.68387097 58.31612903] ; [13.31612903 10.68387097],0
d5,1,0.022533,5.204149,[96 35] ; [12 12],[91.27741935 39.72258065] ; [16.72258065  7.27741935],0
d4,1,0.026482,4.924242,[96 36] ; [12 12],[91.38461538 40.61538462] ; [16.61538462  7.38461538],0
s6,1,0.035837,4.404822,[77 50] ; [ 9 15],[72.33112583 54.66887417] ; [13.66887417 10.33112583],0
v1,1,0.051542,3.79058,[59 68] ; [ 6 18],[54.66887417 72.33112583] ; [10.33112583 13.66887417],0
r3,1,0.054493,3.697519,[117  14] ; [18  6],[114.09677419  16.90322581] ; [20.90322581  3.09677419],0
n4,1,0.059709,3.545455,[92 40] ; [12 12],[88. 44.] ; [16.  8.],0
d1,1,0.0621,3.480406,[54 78] ; [ 5 19],[49.92307692 82.07692308] ; [ 9.07692308 14.92307692],0
n6,1,0.072391,3.227965,[109  23] ; [16  8],[105.76923077  26.23076923] ; [19.23076923  4.76923077],0
d3,1,0.127925,2.317509,[76 54] ; [10 14],[72.5974026 57.4025974] ; [13.4025974 10.5974026],0
s7,1,0.131547,2.27415,[54 72] ; [ 6 17],[50.73825503 75.26174497] ; [ 9.26174497 13.73825503],0
a4,1,0.134291,2.242185,[42 90] ; [ 4 20],[38.92307692 93.07692308] ; [ 7.07692308 16.92307692],0
s4,1,0.136632,2.215482,[ 26 106] ; [ 8 16],[ 28.76923077 103.23076923] ; [ 5.23076923 18.76923077],0
b5,1,0.157711,1.996034,[86 46] ; [12 12],[82.92307692 49.07692308] ; [15.07692308  8.92307692],0
b2,1,0.176765,1.824614,[26 50] ; [ 2 11],[23.91011236 52.08988764] ; [4.08988764 8.91011236],0
b3,1,0.176765,1.824614,[26 50] ; [ 2 11],[23.91011236 52.08988764] ; [4.08988764 8.91011236],0
p7,1,0.183244,1.771119,[72 56] ; [17  7],[74.94736842 53.05263158] ; [14.05263158  9.94736842],0
v4,1,0.207755,1.586999,[120  11] ; [20  4],[118.32258065  12.67741935] ; [21.67741935  2.32258065],0
s2,1,0.216631,1.526548,[62 70] ; [ 8 16],[59.23076923 72.76923077] ; [10.76923077 13.23076923],0
a8,1,0.248013,1.334463,[ 15 108] ; [ 1 23],[ 13.3877551 109.6122449] ; [ 2.6122449 21.3877551],0
b1,1,0.264337,1.245898,[50 82] ; [12 12],[52.46153846 79.53846154] ; [ 9.53846154 14.46153846],0
u3,1,0.318932,0.99332,[24 29] ; [ 5 11],[22.27536232 30.72463768] ; [6.72463768 9.27536232],0
p3,1,0.321157,0.984231,[64 68] ; [ 9 15],[61.76923077 70.23076923] ; [11.23076923 12.76923077],0
n1,1,0.333808,0.934069,[14 23] ; [ 3 10],[12.58 24.42] ; [4.42 8.58],0
v3,1,0.335775,0.926496,[40 91] ; [ 5 19],[38.03225806 92.96774194] ; [ 6.96774194 17.03225806],0
p8,1,0.340741,0.90764,[62 67] ; [ 9 15],[59.8627451 69.1372549] ; [11.1372549 12.8627451],0
s8,1,0.346465,0.886364,[46 86] ; [ 6 18],[44. 88.] ; [ 8. 16.],0
