Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,40.470665,[111  19] ; [ 6 18],[98.76623377 31.23376623] ; [18.23376623  5.76623377],1
s1,1,0.362834,0.82806,[  2 130] ; [ 1 22],[  2.55483871 129.44516129] ; [ 0.44516129 22.55483871],0
a2,1,0.370334,0.802543,[ 13 119] ; [ 1 23],[ 11.84615385 120.15384615] ; [ 2.15384615 21.84615385],0
s3,1,0.374178,0.789744,[67 63] ; [10 14],[65. 65.] ; [12. 12.],0
b4,1,0.448062,0.575549,[77 55] ; [12 12],[75.30769231 56.69230769] ; [13.69230769 10.30769231],0
v2,1,0.681633,0.168293,[55 76] ; [ 9 15],[54.09032258 76.90967742] ; [ 9.90967742 14.09032258],0
s5,1,0.701878,0.146525,[33 91] ; [ 5 17],[32.2739726 91.7260274] ; [ 5.7260274 16.2739726],0
a7,1,0.746313,0.104655,[81 50] ; [14 10],[80.29032258 50.70967742] ; [14.70967742  9.29032258],0
n3,1,0.756117,0.096463,[28  9] ; [10  4],[27.56862745  9.43137255] ; [10.43137255  3.56862745],0
u2,1,0.819304,0.052185,[27 27] ; [8 7],[27.39130435 26.60869565] ; [7.60869565 7.39130435],0
a6,1,0.863559,0.029531,[74 58] ; [13 11],[73.61538462 58.38461538] ; [13.38461538 10.61538462],0
p6,1,0.88378,0.021368,[46 82] ; [ 9 15],[46.31578947 81.68421053] ; [ 8.68421053 15.31578947],0
p4,1,0.887683,0.019948,[73 58] ; [13 11],[72.68387097 58.31612903] ; [13.31612903 10.68387097],0
n2,1,0.912178,0.012164,[27 10] ; [10  4],[26.84313725 10.15686275] ; [10.15686275  3.84313725],0
u1,1,0.934286,0.006799,[  6 126] ; [ 1 23],[  5.92307692 126.07692308] ; [ 1.07692308 22.92307692],0
d2,1,1.0,0.0,[44 88] ; [ 8 16],[44. 88.] ; [ 8. 16.],0
