Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.381769,[15 51] ; [68 47],[30.26519337 35.73480663] ; [52.73480663 62.26519337],1
p9,1,7e-06,20.222551,[25 38] ; [83 29],[38.88 24.12] ; [69.12 42.88],1
r4,1,1.1e-05,19.290602,[41 26] ; [103  13],[52.72131148 14.27868852] ; [91.27868852 24.72131148],1
r3,1,1.5e-05,18.691809,[47 20] ; [107   7],[57.00552486  9.99447514] ; [96.99447514 17.00552486],1
s6,1,5e-05,16.449538,[29 36] ; [84 28],[41.49717514 23.50282486] ; [71.50282486 40.49717514],1
v1,1,0.000123,14.751116,[16 51] ; [61 54],[28.34615385 38.65384615] ; [48.65384615 66.34615385],1
p10,1,0.000125,14.709731,[23 42] ; [73 39],[35.25423729 29.74576271] ; [60.74576271 51.25423729],1
p7,1,0.000154,14.319347,[17 49] ; [62 51],[29.12849162 36.87150838] ; [49.87150838 63.12849162],1
p3,1,0.000307,13.025101,[15 51] ; [58 58],[26.47252747 39.52747253] ; [46.52747253 69.47252747],1
p8,1,0.000456,12.287662,[10 57] ; [45 68],[20.47222222 46.52777778] ; [34.52777778 78.47222222],1
s2,1,0.000691,11.511996,[21 46] ; [66 49],[32.02747253 34.97252747] ; [54.97252747 60.02747253],1
r1,1,0.001019,10.793319,[42 25] ; [96 18],[51.08287293 15.91712707] ; [86.91712707 27.08287293],0
v4,1,0.001023,10.78557,[53 14] ; [110   6],[59.67759563  7.32240437] ; [103.32240437  12.67759563],0
p6,1,0.00154,10.030076,[10 56] ; [42 70],[19.28089888 46.71910112] ; [32.71910112 79.28089888],0
n4,1,0.00336,8.600976,[33 34] ; [81 33],[42.19889503 24.80110497] ; [71.80110497 42.19889503],0
s8,1,0.003585,8.48279,[16 50] ; [53 62],[25.16022099 40.83977901] ; [43.83977901 71.16022099],0
s7,1,0.007323,7.191928,[18 40] ; [56 50],[26.17073171 31.82926829] ; [47.82926829 58.17073171],0
s3,1,0.009026,6.817762,[24 42] ; [65 50],[32.45303867 33.54696133] ; [56.54696133 58.45303867],0
a1,1,0.010327,6.577578,[ 8 59] ; [  3 113],[ 4.0273224 62.9726776] ; [  6.9726776 109.0273224],0
n5,1,0.01721,5.67481,[32 35] ; [75 39],[39.60773481 27.39226519] ; [67.39226519 46.60773481],0
r2,1,0.020341,5.382392,[55  9] ; [110   5],[58.99441341  5.00558659] ; [106.00558659   8.99441341],0
n6,1,0.022197,5.230308,[39 28] ; [85 29],[45.90055249 21.09944751] ; [78.09944751 35.90055249],0
d3,1,0.046299,3.970694,[42 25] ; [88 27],[47.85714286 19.14285714] ; [82.14285714 32.85714286],0
s1,1,0.061436,3.498189,[ 7 60] ; [  4 109],[ 4.09444444 62.90555556] ; [  6.90555556 106.09444444],0
a7,1,0.068046,3.329537,[45 22] ; [92 24],[50.15846995 16.84153005] ; [86.84153005 29.15846995],0
s5,1,0.083309,2.999133,[16 46] ; [42 66],[21.15294118 40.84705882] ; [36.84705882 71.15294118],0
a6,1,0.122252,2.388224,[38 29] ; [79 37],[42.83606557 24.16393443] ; [74.16393443 41.83606557],0
n2,1,0.132948,2.257742,[18 16] ; [26 11],[21.07042254 12.92957746] ; [22.92957746 14.07042254],0
u1,1,0.173714,1.850597,[ 9 58] ; [25 91],[12.44808743 54.55191257] ; [21.55191257 94.44808743],0
n3,1,0.175181,1.838036,[20 13] ; [28  9],[22.62857143 10.37142857] ; [25.37142857 11.62857143],0
p5,1,0.186237,1.74714,[ 2 65] ; [  9 106],[ 4.04945055 62.95054945] ; [  6.95054945 108.04945055],0
b4,1,0.19359,1.690081,[35 32] ; [72 44],[39.17486339 27.82513661] ; [67.82513661 48.17486339],0
n1,1,0.311271,1.025275,[12 22] ; [17 19],[14.08571429 19.91428571] ; [14.91428571 21.08571429],0
b1,1,0.322914,0.977108,[38 29] ; [57 59],[34.78142077 32.21857923] ; [60.21857923 55.78142077],0
v2,1,0.350201,0.872727,[30 36] ; [58 52],[33. 33.] ; [55. 55.],0
d2,1,0.361645,0.832171,[41 25] ; [64 52],[38.07692308 27.92307692] ; [66.92307692 49.07692308],0
b2,1,0.47388,0.512915,[15 26] ; [16 38],[13.37894737 27.62105263] ; [17.62105263 36.37894737],0
b3,1,0.47388,0.512915,[15 26] ; [16 38],[13.37894737 27.62105263] ; [17.62105263 36.37894737],0
b5,1,0.480126,0.498578,[41 26] ; [77 39],[43.20218579 23.79781421] ; [74.79781421 41.20218579],0
a8,1,0.548121,0.360694,[ 5 58] ; [11 91],[ 6.10909091 56.89090909] ; [ 9.89090909 92.10909091],0
a5,1,0.55139,0.354834,[49 18] ; [80 36],[47.2295082 19.7704918] ; [81.7704918 34.2295082],0
a4,1,0.55523,0.348031,[36 30] ; [58 58],[34.08791209 31.91208791] ; [59.91208791 56.08791209],0
v3,1,0.59082,0.289065,[19 45] ; [37 73],[20.59770115 43.40229885] ; [35.40229885 74.59770115],0
d4,1,0.60644,0.265391,[59  8] ; [99 17],[57.84699454  9.15300546] ; [100.15300546  15.84699454],0
u4,1,0.625946,0.237598,[ 1 66] ; [  3 113],[ 1.46448087 65.53551913] ; [  2.53551913 113.46448087],0
a3,1,0.628171,0.23455,[50 17] ; [82 33],[48.59340659 18.40659341] ; [83.40659341 31.59340659],0
p1,1,0.629014,0.2334,[ 5 62] ; [ 11 104],[ 5.89010989 61.10989011] ; [ 10.10989011 104.89010989],0
d1,1,0.762818,0.091073,[43 24] ; [77 39],[43.93442623 23.06557377] ; [76.06557377 39.93442623],0
u3,1,0.772822,0.083339,[10  7] ; [18 15],[9.52 7.48] ; [18.48 14.52],0
s4,1,0.773375,0.082923,[17 50] ; [27 88],[16.1978022 50.8021978] ; [27.8021978 87.1978022],0
a2,1,0.818065,0.052916,[18 49] ; [33 83],[18.67213115 48.32786885] ; [32.32786885 83.67213115],0
u2,1,0.923831,0.009141,[8 9] ; [16 17],[8.16 8.84] ; [15.84 17.16],0
