Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.85191,[60  9] ; [ 6 21],[47.4375 21.5625] ; [18.5625  8.4375],1
r3,1,1e-06,24.322942,[64  5] ; [13 14],[55.34375 13.65625] ; [21.65625  5.34375],1
v4,1,0.000972,10.879733,[60  8] ; [15 11],[54.25531915 13.74468085] ; [20.74468085  5.25531915],1
u3,1,0.001931,9.613795,[14  5] ; [1 8],[10.17857143  8.82142857] ; [4.82142857 4.17857143],0
a1,1,0.00207,9.486166,[ 2 67] ; [ 6 21],[ 5.75 63.25] ; [ 2.25 24.75],0
p8,1,0.003774,8.389405,[26 42] ; [ 2 24],[20.25531915 47.74468085] ; [ 7.74468085 18.25531915],0
r2,1,0.005794,7.613241,[64  5] ; [17  7],[60.09677419  8.90322581] ; [20.90322581  3.09677419],0
p11,1,0.020048,5.407707,[46 23] ; [11 16],[40.96875 28.03125] ; [16.03125 10.96875],0
a7,1,0.032145,4.590731,[47 22] ; [12 15],[42.40625 26.59375] ; [16.59375 10.40625],0
d3,1,0.036456,4.375628,[46 22] ; [12 15],[41.51578947 26.48421053] ; [16.48421053 10.51578947],0
n5,1,0.039865,4.223625,[38 31] ; [21  6],[42.40625 26.59375] ; [16.59375 10.40625],0
p2,1,0.044033,4.055283,[51 18] ; [13 12],[46.9787234 22.0212766] ; [17.0212766  7.9787234],0
d4,1,0.093434,2.814184,[52 16] ; [16 11],[48.67368421 19.32631579] ; [19.32631579  7.67368421],0
p10,1,0.106492,2.605527,[40 28] ; [10 15],[36.55913978 31.44086022] ; [13.44086022 11.55913978],0
u2,1,0.131543,2.274204,[14  5] ; [4 5],[12.21428571  6.78571429] ; [5.78571429 3.21428571],0
d5,1,0.134826,2.236033,[53 15] ; [17 10],[50.10526316 17.89473684] ; [19.89473684  7.10526316],0
v2,1,0.157282,2.000162,[32 34] ; [ 8 17],[29.01098901 36.98901099] ; [10.98901099 14.01098901],0
a5,1,0.159753,1.976564,[51 18] ; [16 11],[48.15625 20.84375] ; [18.84375  8.15625],0
v3,1,0.169637,1.886152,[21 41] ; [ 5 21],[18.31818182 43.68181818] ; [ 7.68181818 18.31818182],0
v1,1,0.193452,1.691134,[32 36] ; [ 8 17],[29.24731183 38.75268817] ; [10.75268817 14.24731183],0
p6,1,0.210468,1.568205,[16 51] ; [ 3 22],[13.83695652 53.16304348] ; [ 5.16304348 19.83695652],0
s6,1,0.226928,1.460011,[35 34] ; [10 17],[32.34375 36.65625] ; [12.65625 14.34375],0
