Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.001449,10.14199,[81  9] ; [38 17],[73.86206897 16.13793103] ; [45.13793103  9.86206897],0
a5,1,0.331573,0.942743,[68 23] ; [37 18],[65.44520548 25.55479452] ; [39.55479452 15.44520548],0
r1,1,0.372927,0.79389,[69 22] ; [38 17],[66.69178082 24.30821918] ; [40.30821918 14.69178082],0
s5,1,0.383052,0.760885,[15 75] ; [ 6 47],[13.21678322 76.78321678] ; [ 7.78321678 45.21678322],0
r3,1,0.447834,0.576128,[83  8] ; [48  7],[81.65068493  9.34931507] ; [49.34931507  5.65068493],0
d5,1,0.521853,0.41023,[72 19] ; [41 14],[70.43150685 20.56849315] ; [42.56849315 12.43150685],0
b3,1,0.566569,0.328457,[25 36] ; [16 18],[26.32631579 34.67368421] ; [14.67368421 19.32631579],0
b2,1,0.566569,0.328457,[25 36] ; [16 18],[26.32631579 34.67368421] ; [14.67368421 19.32631579],0
a2,1,0.580894,0.304792,[18 73] ; [13 42],[19.32191781 71.67808219] ; [11.67808219 43.32191781],0
a1,1,0.605869,0.266235,[ 2 89] ; [ 2 53],[ 2.49315068 88.50684932] ; [ 1.50684932 53.49315068],0
d4,1,0.635464,0.224724,[68 23] ; [43 12],[69.18493151 21.81506849] ; [41.81506849 13.18493151],0
s3,1,0.65042,0.205371,[24 66] ; [16 37],[25.17482517 64.82517483] ; [14.82517483 38.17482517],0
n1,1,0.654001,0.200893,[5 9] ; [7 9],[5.6 8.4] ; [6.4 9.6],0
u3,1,0.677132,0.173372,[18 16] ; [6 7],[17.36170213 16.63829787] ; [6.63829787 6.36170213],0
a8,1,0.686853,0.162513,[ 7 68] ; [ 6 46],[ 7.67716535 67.32283465] ; [ 5.32283465 46.67716535],0
b1,1,0.723777,0.124903,[37 54] ; [24 31],[38.02054795 52.97945205] ; [22.97945205 32.02054795],0
b4,1,0.767107,0.087711,[49 42] ; [31 24],[49.8630137 41.1369863] ; [30.1369863 24.8630137],0
n3,1,0.790848,0.070336,[11  3] ; [14  3],[11.29032258  2.70967742] ; [13.70967742  3.29032258],0
n2,1,0.825339,0.048701,[10  4] ; [12  4],[10.26666667  3.73333333] ; [11.73333333  4.26666667],0
s4,1,0.874878,0.024795,[ 6 85] ; [ 4 51],[ 6.23287671 84.76712329] ; [ 3.76712329 51.23287671],0
s2,1,0.893874,0.017796,[18 73] ; [10 43],[17.69444444 73.30555556] ; [10.30555556 42.69444444],0
b5,1,0.926607,0.008485,[52 39] ; [31 24],[51.73287671 39.26712329] ; [31.26712329 23.73287671],0
d1,1,0.934515,0.006751,[49 42] ; [30 25],[49.23972603 41.76027397] ; [29.76027397 25.23972603],0
u1,1,0.936262,0.006395,[12 79] ; [ 7 48],[11.84246575 79.15753425] ; [ 7.15753425 47.84246575],0
r2,1,0.951287,0.003732,[81 10] ; [47  6],[80.88888889 10.11111111] ; [47.11111111  5.88888889],0
