Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.023124,5.1592,[2 2] ; [ 37 269],[0.50322581 3.49677419] ; [ 38.49677419 267.50322581],0
v4,1,0.030176,4.699242,[4 1] ; [333  10],[4.84195402 0.15804598] ; [332.15804598  10.84195402],0
b4,1,0.067289,3.347935,[1 4] ; [209 137],[2.99145299 2.00854701] ; [207.00854701 138.99145299],0
s6,1,0.206038,1.599046,[2 2] ; [260  78],[3.06432749 0.93567251] ; [258.93567251  79.06432749],0
a1,1,0.220994,1.497902,[1 4] ; [ 22 324],[0.32763533 4.67236467] ; [ 22.67236467 323.32763533],0
s8,1,0.26373,1.249073,[4 1] ; [188 154],[2.76657061 2.23342939] ; [189.23342939 152.76657061],0
b5,1,0.329694,0.950099,[4 1] ; [202 144],[2.93447293 2.06552707] ; [203.06552707 142.93447293],0
b1,1,0.34024,0.909527,[3 2] ; [135 211],[1.96581197 3.03418803] ; [136.03418803 209.96581197],0
s3,1,0.396346,0.719385,[4 1] ; [207 130],[3.08479532 1.91520468] ; [207.91520468 129.08479532],0
s2,1,0.397391,0.716206,[4 1] ; [209 131],[3.08695652 1.91304348] ; [209.91304348 130.08695652],0
p9,1,0.475186,0.50989,[4 1] ; [308  35],[4.48275862 0.51724138] ; [307.51724138  35.48275862],0
p1,1,0.510005,0.434057,[1 4] ; [ 37 307],[0.54441261 4.45558739] ; [ 37.45558739 306.54441261],0
p7,1,0.531597,0.391337,[3 2] ; [249  94],[3.62068966 1.37931034] ; [248.37931034  94.62068966],0
a6,1,0.671841,0.179457,[4 1] ; [247  99],[3.57549858 1.42450142] ; [247.42450142  98.57549858],0
r1,1,0.685172,0.164362,[4 1] ; [296  47],[4.31034483 0.68965517] ; [295.68965517  47.31034483],0
p6,1,0.709456,0.138821,[3 2] ; [176 165],[2.5867052 2.4132948] ; [176.4132948 164.5867052],0
s5,1,0.751148,0.100569,[2 2] ; [139 191],[1.68862275 2.31137725] ; [139.31137725 190.68862275],0
v3,1,0.79934,0.064618,[2 3] ; [149 177],[2.28096677 2.71903323] ; [148.71903323 177.28096677],0
p3,1,0.807806,0.059174,[3 1] ; [240 106],[2.77714286 1.22285714] ; [240.22285714 105.77714286],0
p11,1,0.818365,0.052738,[4 1] ; [290  56],[4.18803419 0.81196581] ; [289.81196581  56.18803419],0
p8,1,0.822568,0.050285,[3 2] ; [223 121],[3.23782235 1.76217765] ; [222.76217765 121.23782235],0
a2,1,0.857994,0.032015,[2 3] ; [125 221],[1.80911681 3.19088319] ; [125.19088319 220.80911681],0
p5,1,0.869349,0.027055,[1 4] ; [ 59 284],[0.86206897 4.13793103] ; [ 59.13793103 283.86206897],0
v2,1,0.883921,0.021316,[3 2] ; [211 123],[3.15634218 1.84365782] ; [210.84365782 123.15634218],0
v1,1,0.890884,0.01882,[3 2] ; [211 124],[3.14705882 1.85294118] ; [210.85294118 124.14705882],0
n5,1,0.920438,0.009976,[4 1] ; [282  63],[4.08571429 0.91428571] ; [281.91428571  63.08571429],0
a4,1,0.968674,0.001542,[3 2] ; [204 141],[2.95714286 2.04285714] ; [204.04285714 140.95714286],0
b2,1,0.996906,1.5e-05,[2 3] ; [ 93 140],[1.99579832 3.00420168] ; [ 93.00420168 139.99579832],0
b3,1,0.996906,1.5e-05,[2 3] ; [ 93 140],[1.99579832 3.00420168] ; [ 93.00420168 139.99579832],0
