Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000664,11.588642,[67 23] ; [ 8 14],[60.26785714 29.73214286] ; [14.73214286  7.26785714],1
a7,1,0.003982,8.291816,[72 18] ; [11 11],[66.69642857 23.30357143] ; [16.30357143  5.69642857],0
p11,1,0.016717,5.725871,[65 25] ; [10 12],[60.26785714 29.73214286] ; [14.73214286  7.26785714],0
d3,1,0.019508,5.455374,[74 16] ; [13  9],[69.91071429 20.08928571] ; [17.08928571  4.91071429],0
v4,1,0.024912,5.029992,[86  4] ; [18  4],[83.57142857  6.42857143] ; [20.42857143  1.57142857],0
p3,1,0.043544,4.074153,[58 32] ; [ 9 13],[53.83928571 36.16071429] ; [13.16071429  8.83928571],0
p10,1,0.049326,3.864213,[64 25] ; [11 11],[60.13513514 28.86486486] ; [14.86486486  7.13513514],0
s6,1,0.059246,3.558372,[53 37] ; [17  4],[56.75675676 33.24324324] ; [13.24324324  7.75675676],0
s4,1,0.079796,3.069049,[14 76] ; [ 7 15],[16.875 73.125] ; [ 4.125 17.875],0
a3,1,0.102076,2.672803,[58 32] ; [10 12],[54.64285714 35.35714286] ; [13.35714286  8.64285714],0
s3,1,0.116245,2.467197,[49 40] ; [ 8 14],[45.7027027 43.2972973] ; [11.2972973 10.7027027],0
b1,1,0.119308,2.42638,[41 49] ; [ 6 16],[37.76785714 52.23214286] ; [ 9.23214286 12.76785714],0
n3,1,0.176118,1.830077,[22  5] ; [4 3],[20.64705882  6.35294118] ; [5.35294118 1.64705882],0
p9,1,0.200127,1.641448,[65 24] ; [13  9],[62.54054054 26.45945946] ; [15.45945946  6.54054054],0
s8,1,0.231549,1.431319,[37 53] ; [ 6 16],[34.55357143 55.44642857] ; [ 8.44642857 13.55357143],0
p1,1,0.243061,1.362752,[12 77] ; [ 1 21],[10.42342342 78.57657658] ; [ 2.57657658 19.42342342],0
d1,1,0.25485,1.296521,[53 37] ; [10 12],[50.625 39.375] ; [12.375  9.625],0
s7,1,0.263544,1.250046,[36 50] ; [ 6 15],[33.75700935 52.24299065] ; [ 8.24299065 12.75700935],0
n4,1,0.28204,1.157235,[40 50] ; [ 7 15],[37.76785714 52.23214286] ; [ 9.23214286 12.76785714],0
s5,1,0.286274,1.137062,[26 62] ; [ 8 11],[27.96261682 60.03738318] ; [ 6.03738318 12.96261682],0
d5,1,0.286291,1.13698,[71 19] ; [15  7],[69.10714286 20.89285714] ; [16.89285714  5.10714286],0
v3,1,0.318997,0.993054,[21 66] ; [ 7 13],[22.76635514 64.23364486] ; [ 5.23364486 14.76635514],0
a5,1,0.36678,0.814545,[66 24] ; [14  8],[64.28571429 25.71428571] ; [15.71428571  6.28571429],0
p6,1,0.372244,0.796159,[38 52] ; [ 7 15],[36.16071429 53.83928571] ; [ 8.83928571 13.16071429],0
s1,1,0.385596,0.752786,[ 4 86] ; [ 2 20],[ 4.82142857 85.17857143] ; [ 1.17857143 20.82142857],0
b4,1,0.389941,0.739125,[58 32] ; [12 10],[56.25 33.75] ; [13.75  8.25],0
a6,1,0.389941,0.739125,[58 32] ; [12 10],[56.25 33.75] ; [13.75  8.25],0
a2,1,0.428913,0.625765,[19 71] ; [ 3 19],[17.67857143 72.32142857] ; [ 4.32142857 17.67857143],0
r1,1,0.497342,0.460604,[67 22] ; [15  7],[65.74774775 23.25225225] ; [16.25225225  5.74774775],0
a4,1,0.539157,0.377104,[35 55] ; [ 7 15],[33.75 56.25] ; [ 8.25 13.75],0
a1,1,0.539157,0.377104,[ 5 85] ; [ 2 20],[ 5.625 84.375] ; [ 1.375 20.625],0
d4,1,0.59391,0.284279,[74 16] ; [17  5],[73.125 16.875] ; [17.875  4.125],0
u2,1,0.604814,0.267795,[18 13] ; [8 4],[18.74418605 12.25581395] ; [7.25581395 4.74418605],0
p8,1,0.634309,0.226263,[46 44] ; [10 12],[45. 45.] ; [11. 11.],0
u3,1,0.665706,0.186667,[22  8] ; [8 4],[21.42857143  8.57142857] ; [8.57142857 3.42857143],0
n6,1,0.66639,0.185854,[57 32] ; [13  9],[56.12612613 32.87387387] ; [13.87387387  8.12612613],0
v2,1,0.667743,0.184253,[43 42] ; [10 12],[42.10280374 42.89719626] ; [10.89719626 11.10280374],0
n2,1,0.687421,0.161892,[17  9] ; [4 3],[16.54545455  9.45454545] ; [4.45454545 2.54545455],0
s2,1,0.703925,0.144421,[43 47] ; [11 10],[43.78378378 46.21621622] ; [10.21621622 10.78378378],0
p5,1,0.712536,0.135758,[ 6 84] ; [ 1 21],[ 5.625 84.375] ; [ 1.375 20.625],0
p12,1,0.712536,0.135758,[ 6 84] ; [ 1 21],[ 5.625 84.375] ; [ 1.375 20.625],0
b2,1,0.744552,0.106166,[15 42] ; [4 9],[15.47142857 41.52857143] ; [3.52857143 9.47142857],0
b3,1,0.744552,0.106166,[15 42] ; [4 9],[15.47142857 41.52857143] ; [3.52857143 9.47142857],0
r2,1,0.753884,0.098296,[79 10] ; [19  3],[78.57657658 10.42342342] ; [19.42342342  2.57657658],0
r4,1,0.763672,0.090398,[76 14] ; [18  4],[75.53571429 14.46428571] ; [18.46428571  3.53571429],0
d2,1,0.764448,0.089787,[40 50] ; [ 9 13],[39.375 50.625] ; [ 9.625 12.375],0
v1,1,0.797625,0.065752,[33 54] ; [ 9 13],[33.52293578 53.47706422] ; [ 8.47706422 13.52293578],0
b5,1,0.827182,0.047662,[55 35] ; [14  8],[55.44642857 34.55357143] ; [13.55357143  8.44642857],0
r3,1,0.850394,0.035576,[85  5] ; [21  1],[85.17857143  4.82142857] ; [20.82142857  1.17857143],0
n1,1,0.88757,0.019988,[ 7 20] ; [2 5],[ 7.14705882 19.85294118] ; [1.85294118 5.14705882],0
a8,1,0.922014,0.009584,[ 7 76] ; [ 2 20],[ 7.11428571 75.88571429] ; [ 1.88571429 20.11428571],0
u1,1,0.970158,0.0014,[12 78] ; [ 3 19],[12.05357143 77.94642857] ; [ 2.94642857 19.05357143],0
