Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,33.104892,[59 31] ; [21 70],[39.77900552 50.22099448] ; [40.22099448 50.77900552],1
p6,1,0.000301,13.062564,[41 48] ; [18 70],[29.66666667 59.33333333] ; [29.33333333 58.66666667],1
p2,1,0.000867,11.09271,[76 13] ; [58 33],[66.25555556 22.74444444] ; [67.74444444 23.25555556],1
p7,1,0.000956,10.910841,[58 31] ; [36 53],[47. 42.] ; [47. 42.],1
b1,1,0.002744,8.970182,[46 44] ; [27 65],[36.0989011 53.9010989] ; [36.9010989 55.0989011],0
p5,1,0.006534,7.396801,[15 74] ; [ 4 87],[ 9.39444444 79.60555556] ; [ 9.60555556 81.39444444],0
s8,1,0.008614,6.90126,[38 52] ; [22 70],[29.67032967 60.32967033] ; [30.32967033 61.67032967],0
s7,1,0.009019,6.81912,[40 43] ; [26 64],[31.66473988 51.33526012] ; [34.33526012 55.66473988],0
p8,1,0.010435,6.559072,[47 43] ; [30 60],[38.5 51.5] ; [38.5 51.5],0
s6,1,0.011557,6.377558,[57 30] ; [42 48],[48.66101695 38.33898305] ; [50.33898305 39.66101695],0
v1,1,0.016077,5.794475,[43 45] ; [27 60],[35.2 52.8] ; [34.8 52.2],0
n1,1,0.027254,4.87467,[13 10] ; [10 26],[ 8.96610169 14.03389831] ; [14.03389831 21.96610169],0
n5,1,0.062069,3.48123,[64 25] ; [54 38],[58.02209945 30.97790055] ; [59.97790055 32.02209945],0
p12,1,0.084214,2.981646,[ 7 83] ; [ 2 89],[ 4.47513812 85.52486188] ; [ 4.52486188 86.47513812],0
n4,1,0.084653,2.973221,[62 28] ; [52 40],[56.37362637 33.62637363] ; [57.62637363 34.37362637],0
a5,1,0.100699,2.694433,[53 37] ; [43 49],[47.47252747 42.52747253] ; [48.52747253 43.47252747],0
s2,1,0.104197,2.640105,[45 45] ; [35 57],[39.56043956 50.43956044] ; [40.43956044 51.56043956],0
a1,1,0.111163,2.537605,[ 8 82] ; [ 3 89],[ 5.43956044 84.56043956] ; [ 5.56043956 86.43956044],0
a4,1,0.123896,2.36736,[33 57] ; [24 68],[28.18681319 61.81318681] ; [28.81318681 63.18681319],0
b5,1,0.132871,2.258637,[53 37] ; [64 28],[57.85714286 32.14285714] ; [59.14285714 32.85714286],0
s4,1,0.157028,2.002617,[14 76] ; [22 70],[17.8021978 72.1978022] ; [18.1978022 73.8021978],0
u3,1,0.165142,1.926498,[17 17] ; [14 27],[14.05333333 19.94666667] ; [16.94666667 24.05333333],0
d1,1,0.184159,1.763736,[42 48] ; [34 58],[37.58241758 52.41758242] ; [38.41758242 53.58241758],0
s5,1,0.201186,1.633743,[25 60] ; [18 68],[21.37426901 63.62573099] ; [21.62573099 64.37426901],0
u1,1,0.205695,1.601471,[ 3 87] ; [ 7 85],[ 4.94505495 85.05494505] ; [ 5.05494505 86.94505495],0
a8,1,0.223902,1.479188,[12 74] ; [ 7 79],[ 9.5 76.5] ; [ 9.5 76.5],0
v2,1,0.259625,1.270754,[42 46] ; [35 54],[38.28248588 49.71751412] ; [38.71751412 50.28248588],0
p1,1,0.305725,1.049053,[ 6 84] ; [10 81],[ 7.9558011 82.0441989] ; [ 8.0441989 82.9558011],0
u2,1,0.32126,0.983808,[18 17] ; [16 24],[15.86666667 19.13333333] ; [18.13333333 21.86666667],0
p11,1,0.348645,0.878384,[70 20] ; [66 26],[67.25274725 22.74725275] ; [68.74725275 23.25274725],0
b4,1,0.380179,0.770122,[51 39] ; [58 34],[53.9010989 36.0989011] ; [55.0989011 36.9010989],0
v4,1,0.392735,0.730457,[80  9] ; [78 13],[78.12222222 10.87777778] ; [79.87777778 11.12222222],0
r4,1,0.399691,0.709255,[63 27] ; [59 33],[60.32967033 29.67032967] ; [61.67032967 30.32967033],0
a7,1,0.410192,0.678243,[53 37] ; [59 32],[55.69060773 34.30939227] ; [56.30939227 34.69060773],0
s3,1,0.46124,0.542884,[46 44] ; [42 50],[43.51648352 46.48351648] ; [44.48351648 47.51648352],0
a3,1,0.488982,0.478766,[55 35] ; [51 40],[52.70718232 37.29281768] ; [53.29281768 37.70718232],0
p10,1,0.49343,0.469038,[68 21] ; [64 25],[66. 23.] ; [66. 23.],0
r2,1,0.562343,0.335664,[70 18] ; [73 15],[71.5 16.5] ; [71.5 16.5],0
d4,1,0.566624,0.328365,[67 23] ; [65 27],[65.27472527 24.72527473] ; [66.72527473 25.27472527],0
d3,1,0.652284,0.203033,[52 38] ; [49 41],[50.5 39.5] ; [50.5 39.5],0
v3,1,0.652652,0.202573,[24 64] ; [27 62],[25.3559322 62.6440678] ; [25.6440678 63.3559322],0
n3,1,0.687322,0.162,[18  6] ; [26 11],[17.31147541  6.68852459] ; [26.68852459 10.31147541],0
d2,1,0.714988,0.133346,[34 56] ; [32 59],[32.81767956 57.18232044] ; [33.18232044 57.81767956],0
b3,1,0.741218,0.109059,[17 39] ; [17 34],[17.79439252 38.20560748] ; [16.20560748 34.79439252],0
b2,1,0.741218,0.109059,[17 39] ; [17 34],[17.79439252 38.20560748] ; [16.20560748 34.79439252],0
d5,1,0.778449,0.079153,[65 25] ; [64 27],[64.14364641 25.85635359] ; [64.85635359 26.14364641],0
p9,1,0.819422,0.052115,[74 16] ; [72 17],[73.40782123 16.59217877] ; [72.59217877 16.40782123],0
a2,1,0.847887,0.036793,[ 9 81] ; [10 82],[ 9.3956044 80.6043956] ; [ 9.6043956 82.3956044],0
n2,1,0.941452,0.005394,[19  5] ; [29  8],[18.8852459  5.1147541] ; [29.1147541  7.8852459],0
n6,1,0.943349,0.00505,[73 17] ; [75 17],[73.18681319 16.81318681] ; [74.81318681 17.18681319],0
a6,1,0.984264,0.000389,[51 39] ; [52 40],[50.93406593 39.06593407] ; [52.06593407 39.93406593],0
s1,1,0.989019,0.000189,[ 3 87] ; [ 3 88],[ 2.98342541 87.01657459] ; [ 3.01657459 87.98342541],0
