Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.006065,7.530887,[29 12] ; [98 12],[34.48344371  6.51655629] ; [92.51655629 17.48344371],0
n5,1,0.009503,6.725734,[23 20] ; [84 28],[29.68387097 13.31612903] ; [77.31612903 34.68387097],0
a7,1,0.010394,6.566103,[25 18] ; [88 24],[31.3483871 11.6516129] ; [81.6516129 30.3483871],0
p4,1,0.026189,4.943522,[16 27] ; [64 48],[22.19354839 20.80645161] ; [57.80645161 54.19354839],0
p10,1,0.028842,4.77699,[27 15] ; [90 21],[32.11764706  9.88235294] ; [84.88235294 26.11764706],0
p8,1,0.043419,4.079029,[ 6 37] ; [33 78],[10.88961039 32.11038961] ; [28.11038961 82.88961039],0
a4,1,0.056194,3.64629,[25 18] ; [46 66],[19.69677419 23.30322581] ; [51.30322581 60.69677419],0
a1,1,0.101486,2.682032,[ 3 40] ; [  2 110],[ 1.38709677 41.61290323] ; [  3.61290323 108.38709677],0
n4,1,0.109534,2.560933,[28 15] ; [87 25],[31.90322581 11.09677419] ; [83.09677419 28.90322581],0
s4,1,0.157874,1.994476,[14 29] ; [24 87],[10.61038961 32.38961039] ; [27.38961039 83.61038961],0
v4,1,0.173421,1.853122,[38  5] ; [106   6],[39.9483871  3.0516129] ; [104.0516129   7.9483871],0
s1,1,0.183916,1.765692,[ 5 38] ; [  6 104],[ 3.09150327 39.90849673] ; [  7.90849673 102.09150327],0
a2,1,0.212442,1.554707,[12 31] ; [21 91],[ 9.15483871 33.84516129] ; [23.84516129 88.15483871],0
u4,1,0.214234,1.542582,[ 3 40] ; [  3 109],[ 1.66451613 41.33548387] ; [  4.33548387 107.66451613],0
v3,1,0.260249,1.267431,[17 20] ; [38 69],[14.13194444 22.86805556] ; [40.86805556 66.13194444],0
n6,1,0.293663,1.10275,[32 11] ; [91 20],[34.34415584  8.65584416] ; [88.65584416 22.34415584],0
u2,1,0.309785,1.031594,[8 3] ; [20 16],[6.55319149 4.44680851] ; [21.44680851 14.55319149],0
s3,1,0.311367,1.024867,[34  8] ; [97 14],[35.96078431  6.03921569] ; [95.03921569 15.96078431],0
n1,1,0.343734,0.896454,[10  8] ; [12 17],[8.42553191 9.57446809] ; [13.57446809 15.42553191],0
r2,1,0.367304,0.812766,[40  3] ; [107   4],[41.04545455  1.95454545] ; [105.95454545   5.04545455],0
d5,1,0.368519,0.808653,[33 10] ; [93 19],[34.95483871  8.04516129] ; [91.04516129 20.95483871],0
a3,1,0.368824,0.807624,[32 11] ; [75 37],[29.68387097 13.31612903] ; [77.31612903 34.68387097],0
d1,1,0.44705,0.578121,[26 17] ; [75 37],[28.01935484 14.98064516] ; [72.98064516 39.01935484],0
p6,1,0.458224,0.550228,[ 7 36] ; [24 87],[ 8.65584416 34.34415584] ; [22.34415584 88.65584416],0
a8,1,0.46069,0.544218,[ 3 39] ; [11 87],[ 4.2 37.8] ; [ 9.8 88.2],0
b4,1,0.478964,0.501221,[25 18] ; [72 40],[26.90967742 16.09032258] ; [70.09032258 41.90967742],0
b1,1,0.509794,0.434489,[19 24] ; [43 69],[17.2 25.8] ; [44.8 67.2],0
d3,1,0.513667,0.426589,[26 17] ; [74 38],[27.74193548 15.25806452] ; [72.25806452 39.74193548],0
p5,1,0.52472,0.404605,[ 2 38] ; [  9 103],[ 2.89473684 37.10526316] ; [  8.10526316 103.89473684],0
d2,1,0.561093,0.337815,[27 16] ; [64 47],[25.40909091 17.59090909] ; [65.59090909 45.40909091],0
r4,1,0.577973,0.309523,[39  4] ; [98 14],[38.00645161  4.99354839] ; [98.99354839 13.00645161],0
b5,1,0.587364,0.29448,[28 15] ; [78 34],[29.40645161 13.59354839] ; [76.59354839 35.40645161],0
v1,1,0.587571,0.294153,[21 20] ; [59 46],[22.46575342 18.53424658] ; [57.53424658 47.46575342],0
s7,1,0.607542,0.26377,[22 16] ; [67 40],[23.32413793 14.67586207] ; [65.67586207 41.32413793],0
u1,1,0.618795,0.247565,[10 33] ; [22 90],[ 8.87741935 34.12258065] ; [23.12258065 88.87741935],0
p3,1,0.630925,0.230809,[16 27] ; [46 65],[17.31168831 25.68831169] ; [44.68831169 66.31168831],0
