Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.006065,7.530887,[29 12] ; [98 12],[34.48344371  6.51655629] ; [92.51655629 17.48344371],0
p11,1,0.701115,0.147314,[27 16] ; [74 38],[28.01935484 14.98064516] ; [72.98064516 39.01935484],0
p12,1,0.713302,0.135001,[ 4 38] ; [13 99],[ 4.63636364 37.36363636] ; [12.36363636 99.63636364],0
a5,1,0.734806,0.114744,[33 10] ; [83 29],[32.18064516 10.81935484] ; [83.81935484 28.18064516],0
d4,1,0.75461,0.097698,[36  7] ; [96 16],[36.61935484  6.38064516] ; [95.38064516 16.61935484],0
n2,1,0.780866,0.07739,[13  5] ; [22  7],[13.40425532  4.59574468] ; [21.59574468  7.40425532],0
b2,1,0.786168,0.073598,[10 18] ; [20 41],[ 9.43820225 18.56179775] ; [20.56179775 40.43820225],0
b3,1,0.786168,0.073598,[10 18] ; [20 41],[ 9.43820225 18.56179775] ; [20.56179775 40.43820225],0
r1,1,0.799252,0.064676,[33 10] ; [83 28],[32.38961039 10.61038961] ; [83.61038961 27.38961039],0
u3,1,0.842832,0.039312,[8 3] ; [28  9],[8.25 2.75] ; [27.75  9.25],0
s6,1,0.857295,0.032335,[36  6] ; [93 17],[35.64473684  6.35526316] ; [93.35526316 16.64473684],0
r3,1,0.869027,0.02719,[40  3] ; [105   7],[40.22580645  2.77419355] ; [104.77419355   7.22580645],0
p1,1,0.870541,0.02656,[ 5 38] ; [ 12 100],[ 4.71612903 38.28387097] ; [12.28387097 99.71612903],0
v2,1,0.872637,0.025699,[20 19] ; [57 51],[20.42857143 18.57142857] ; [56.57142857 51.42857143],0
a6,1,0.881137,0.022359,[24 19] ; [64 48],[24.41290323 18.58709677] ; [63.58709677 48.41290323],0
s5,1,0.898056,0.016414,[16 24] ; [40 63],[15.66433566 24.33566434] ; [40.33566434 62.66433566],0
s8,1,0.92339,0.009248,[24 19] ; [61 50],[23.73376623 19.26623377] ; [61.26623377 49.73376623],0
n3,1,0.988613,0.000204,[13  5] ; [21  8],[13.0212766  4.9787234] ; [20.9787234  8.0212766],0
