Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,81.6355,[236  46] ; [29 57],[203.07065217  78.92934783] ; [61.92934783 24.07065217],1
d3,1,0.0,30.071284,[268  15] ; [64 22],[254.62330623  28.37669377] ; [77.37669377  8.62330623],1
b1,1,0.0,26.514331,[ 88 197] ; [53 33],[108.31536388 176.68463612] ; [32.68463612 53.31536388],1
a2,1,1e-06,24.378332,[127 158] ; [13 73],[107.54716981 177.45283019] ; [32.45283019 53.54716981],1
u1,1,3e-06,22.065206,[106 179] ; [ 9 77],[ 88.34231806 196.65768194] ; [26.65768194 59.34231806],1
b5,1,5.5e-05,16.279466,[203  82] ; [41 45],[187.4393531  97.5606469] ; [56.5606469 29.4393531],1
r1,1,0.003633,8.458835,[253  31] ; [66 20],[244.85405405  39.14594595] ; [74.14594595 11.85405405],0
r2,1,0.011985,6.313037,[278   5] ; [79  6],[274.54076087   8.45923913] ; [82.45923913  2.54076087],0
v2,1,0.015639,5.843015,[179  93] ; [43 41],[169.61797753 102.38202247] ; [52.38202247 31.61797753],0
s5,1,0.088871,2.894704,[122 154] ; [45 37],[128.74860335 147.25139665] ; [38.25139665 43.74860335],0
p6,1,0.094234,2.800524,[119 164] ; [44 40],[125.69209809 157.30790191] ; [37.30790191 46.69209809],0
r4,1,0.095406,2.780709,[272  13] ; [78  8],[268.86792453  16.13207547] ; [81.13207547  4.86792453],0
s3,1,0.127907,2.317725,[209  71] ; [57 29],[203.49726776  76.50273224] ; [62.50273224 23.49726776],0
p12,1,0.13476,2.236792,[ 37 248] ; [ 6 79],[ 33.12162162 251.87837838] ; [ 9.87837838 75.12162162],0
s4,1,0.145625,2.117492,[ 58 222] ; [24 61],[ 62.90410959 217.09589041] ; [19.09589041 65.90410959],0
p2,1,0.212902,1.551585,[246  38] ; [69 16],[242.43902439  41.56097561] ; [72.56097561 12.43902439],0
s7,1,0.213956,1.544456,[174 101] ; [58 24],[178.71148459  96.28851541] ; [53.28851541 28.71148459],0
u3,1,0.215349,1.535097,[40 14] ; [8 6],[38.11764706 15.88235294] ; [9.88235294 4.11764706],0
a4,1,0.222627,1.48736,[164 120] ; [56 30],[168.86486486 115.13513514] ; [51.13513514 34.86486486],0
s8,1,0.240308,1.378787,[167 115] ; [57 29],[171.65217391 110.34782609] ; [52.34782609 33.65217391],0
a1,1,0.279216,1.170903,[ 17 268] ; [ 8 78],[ 19.20485175 265.79514825] ; [ 5.79514825 80.20485175],0
v4,1,0.292873,1.106369,[278   7] ; [82  4],[276.54986523   8.45013477] ; [83.45013477  2.54986523],0
r3,1,0.295607,1.093907,[277   7] ; [82  4],[275.55675676   8.44324324] ; [83.44324324  2.55675676],0
p3,1,0.297598,1.084929,[159 125] ; [53 32],[163.16531165 120.83468835] ; [48.83468835 36.16531165],0
n4,1,0.298777,1.079644,[227  58] ; [72 13],[230.31081081  54.68918919] ; [68.68918919 16.31081081],0
b4,1,0.33022,0.948035,[179 106] ; [49 37],[175.14824798 109.85175202] ; [52.85175202 33.14824798],0
p11,1,0.339125,0.913738,[229  56] ; [65 21],[225.8490566  59.1509434] ; [68.1509434 17.8490566],0
u2,1,0.345801,0.888805,[38 16] ; [8 6],[36.52941176 17.47058824] ; [9.47058824 4.52941176],0
d2,1,0.350795,0.87058,[202  80] ; [66 20],[205.36956522  76.63043478] ; [62.63043478 23.36956522],0
a8,1,0.352785,0.863415,[ 37 211] ; [ 9 74],[ 34.4652568 213.5347432] ; [11.5347432 71.4652568],0
p5,1,0.354582,0.856992,[ 36 247] ; [14 70],[ 38.55585831 244.44414169] ; [11.44414169 72.55585831],0
p10,1,0.370345,0.802506,[245  39] ; [70 15],[242.43902439  41.56097561] ; [72.56097561 12.43902439],0
u4,1,0.434246,0.611439,[ 11 274] ; [ 5 81],[ 12.29110512 272.70889488] ; [ 3.70889488 82.29110512],0
n5,1,0.435697,0.607589,[220  65] ; [69 16],[222.60810811  62.39189189] ; [66.39189189 18.60810811],0
v1,1,0.45237,0.564706,[169 107] ; [47 36],[166.06128134 109.93871866] ; [49.93871866 33.06128134],0
n6,1,0.540289,0.375005,[247  36] ; [72 13],[245.31793478  37.68206522] ; [73.68206522 11.31793478],0
n2,1,0.564953,0.331201,[44 15] ; [15  7],[42.97530864 16.02469136] ; [16.02469136  5.97530864],0
d5,1,0.576484,0.311953,[277   6] ; [84  1],[277.61684783   5.38315217] ; [83.38315217  1.61684783],0
n3,1,0.588935,0.29201,[43 16] ; [14  7],[42.0375 16.9625] ; [14.9625  6.0375],0
a3,1,0.615136,0.252763,[231  53] ; [72 14],[232.57297297  51.42702703] ; [70.42702703 15.57297297],0
d4,1,0.672755,0.178396,[281   2] ; [84  1],[280.69293478   2.30706522] ; [84.30706522  0.69293478],0
a5,1,0.673858,0.177122,[247  38] ; [73 13],[245.82210243  39.17789757] ; [74.17789757 11.82210243],0
n1,1,0.698428,0.150113,[24 35] ; [10 12],[24.7654321 34.2345679] ; [ 9.2345679 12.7654321],0
s2,1,0.710768,0.137511,[204  80] ; [60 26],[202.63783784  81.36216216] ; [61.36216216 24.63783784],0
p4,1,0.724458,0.124261,[203  80] ; [60 26],[201.70460705  81.29539295] ; [61.29539295 24.70460705],0
b2,1,0.746132,0.10481,[ 71 111] ; [22 38],[ 69.94214876 112.05785124] ; [23.05785124 36.94214876],0
b3,1,0.746132,0.10481,[ 71 111] ; [22 38],[ 69.94214876 112.05785124] ; [23.05785124 36.94214876],0
s1,1,0.767001,0.087794,[ 12 270] ; [ 3 82],[ 11.52588556 270.47411444] ; [ 3.47411444 81.52588556],0
p1,1,0.800241,0.064027,[ 27 256] ; [ 9 77],[ 27.6097561 255.3902439] ; [ 8.3902439 77.6097561],0
p8,1,0.837963,0.04182,[153 126] ; [45 39],[152.18181818 126.81818182] ; [45.81818182 38.18181818],0
v3,1,0.846647,0.037403,[119 152] ; [37 45],[119.76203966 151.23796034] ; [36.23796034 45.76203966],0
p9,1,0.916418,0.011014,[251  31] ; [76  9],[251.26430518  30.73569482] ; [75.73569482  9.26430518],0
p7,1,0.972202,0.001214,[181  93] ; [55 28],[181.13165266  92.86834734] ; [54.86834734 28.13165266],0
