Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,62.390642,[195  62] ; [45 85],[159.37984496  97.62015504] ; [80.62015504 49.37984496],1
a6,1,0.0,36.752633,[200  58] ; [61 69],[173.55154639  84.44845361] ; [87.44845361 42.55154639],1
d5,1,5e-05,16.45266,[208  50] ; [80 50],[191.50515464  66.49484536] ; [96.49484536 33.50515464],1
r3,1,7.7e-05,15.641191,[235  22] ; [100  30],[222.46770026  34.53229974] ; [112.53229974  17.46770026],1
a2,1,0.000174,14.09169,[ 57 201] ; [  9 121],[ 43.88659794 214.11340206] ; [ 22.11340206 107.88659794],1
r4,1,0.000193,13.899207,[214  44] ; [86 44],[199.48453608  58.51546392] ; [100.51546392  29.48453608],1
r1,1,0.001165,10.544555,[190  67] ; [75 55],[175.98191214  81.01808786] ; [89.01808786 40.98191214],0
d4,1,0.001997,9.551962,[202  56] ; [82 47],[189.33333333  68.66666667] ; [94.66666667 34.33333333],0
d1,1,0.002028,9.524271,[134 124] ; [46 84],[119.69072165 138.30927835] ; [60.30927835 69.69072165],0
v4,1,0.003067,8.767071,[234  23] ; [103  25],[224.95844156  32.04155844] ; [112.04155844  15.95844156],0
v2,1,0.003872,8.342975,[132 115] ; [47 78],[118.85215054 128.14784946] ; [60.14784946 64.85215054],0
u1,1,0.005144,7.828157,[ 33 225] ; [  5 125],[ 25.26804124 232.73195876] ; [ 12.73195876 117.26804124],0
p8,1,0.005218,7.802138,[123 130] ; [43 85],[110.23097113 142.76902887] ; [55.76902887 72.23097113],0
a5,1,0.008557,6.912946,[176  82] ; [71 59],[164.24226804  93.75773196] ; [82.75773196 47.24226804],0
p4,1,0.010455,6.555603,[129 127] ; [46 80],[117.27748691 138.72251309] ; [57.72251309 68.27748691],0
b1,1,0.011855,6.332369,[ 89 169] ; [62 68],[100.40721649 157.59278351] ; [50.59278351 79.40721649],0
p10,1,0.012411,6.251251,[178  75] ; [73 54],[167.11315789  85.88684211] ; [83.88684211 43.11315789],0
u3,1,0.014157,6.018517,[47 41] ; [19 39],[39.78082192 48.21917808] ; [26.21917808 31.78082192],0
s5,1,0.017784,5.617263,[ 31 224] ; [27 99],[ 38.81889764 216.18110236] ; [ 19.18110236 106.81889764],0
b5,1,0.018564,5.54214,[165  93] ; [67 63],[154.26804124 103.73195876] ; [77.73195876 52.26804124],0
p3,1,0.019256,5.478093,[110 147] ; [39 89],[ 99.46233766 157.53766234] ; [49.53766234 78.46233766],0
s3,1,0.026174,4.944456,[ 45 209] ; [35 92],[ 53.33333333 200.66666667] ; [ 26.66666667 100.33333333],0
v1,1,0.03236,4.579338,[118 135] ; [45 83],[108.23884514 144.76115486] ; [54.76115486 73.23884514],0
r2,1,0.043339,4.082143,[230  24] ; [106  21],[224.  30.] ; [112.  15.],0
a3,1,0.045213,4.010676,[169  86] ; [72 57],[160.0390625  94.9609375] ; [80.9609375 48.0390625],0
p2,1,0.071912,3.238831,[198  59] ; [87 40],[190.7421875  66.2578125] ; [94.2578125 32.7421875],0
v3,1,0.090385,2.867509,[ 79 171] ; [29 96],[ 72. 178.] ; [36. 89.],0
n6,1,0.096196,2.767501,[198  59] ; [90 40],[191.25581395  65.74418605] ; [96.74418605 33.25581395],0
s6,1,0.118576,2.43603,[ 98 156] ; [39 89],[ 91.09424084 162.90575916] ; [45.90575916 82.09424084],0
p5,1,0.132487,2.263117,[ 15 241] ; [ 13 116],[ 18.61818182 237.38181818] ; [  9.38181818 119.61818182],0
p9,1,0.134772,2.236658,[186  67] ; [84 43],[179.76315789  73.23684211] ; [90.23684211 36.76315789],0
b2,1,0.136993,2.211416,[41 98] ; [30 46],[45.90232558 93.09767442] ; [25.09767442 50.90232558],0
b3,1,0.136993,2.211416,[41 98] ; [30 46],[45.90232558 93.09767442] ; [25.09767442 50.90232558],0
p6,1,0.173231,1.854759,[ 63 191] ; [ 23 101],[ 57.78835979 196.21164021] ; [28.21164021 95.78835979],0
p7,1,0.178958,1.806254,[138 115] ; [60 67],[131.82631579 121.17368421] ; [66.17368421 60.82631579],0
p12,1,0.205113,1.605586,[ 10 244] ; [  2 127],[  7.95822454 246.04177546] ; [  4.04177546 124.95822454],0
p11,1,0.22775,1.454857,[186  72] ; [86 44],[180.86597938  77.13402062] ; [91.13402062 38.86597938],0
d2,1,0.276139,1.185995,[ 98 160] ; [56 72],[102.93264249 155.06735751] ; [51.06735751 76.93264249],0
n5,1,0.297987,1.083183,[165  91] ; [90 39],[169.55844156  86.44155844] ; [85.44155844 43.55844156],0
s4,1,0.318047,0.996963,[ 23 231] ; [ 16 114],[ 25.796875 228.203125] ; [ 13.203125 116.796875],0
u2,1,0.425278,0.635683,[43 45] ; [24 33],[40.66206897 47.33793103] ; [26.33793103 30.66206897],0
a8,1,0.448887,0.573462,[ 23 210] ; [  9 112],[ 21.06214689 211.93785311] ; [ 10.93785311 110.06214689],0
n2,1,0.566888,0.327917,[41 25] ; [31 15],[42.42857143 23.57142857] ; [29.57142857 16.42857143],0
s1,1,0.659359,0.194303,[  6 250] ; [  4 125],[  6.64935065 249.35064935] ; [  3.35064935 125.64935065],0
p1,1,0.718419,0.130012,[ 19 237] ; [ 11 119],[ 19.89637306 236.10362694] ; [ 10.10362694 119.89637306],0
b4,1,0.725154,0.123608,[148 110] ; [77 53],[149.61340206 108.38659794] ; [75.38659794 54.61340206],0
n1,1,0.817011,0.053542,[24 41] ; [16 30],[23.42342342 41.57657658] ; [16.57657658 29.42342342],0
n4,1,0.819819,0.051882,[173  84] ; [89 41],[173.98966408  83.01033592] ; [88.01033592 41.98966408],0
a1,1,0.87303,0.025539,[ 11 247] ; [  6 124],[ 11.30412371 246.69587629] ; [  5.69587629 124.30412371],0
s7,1,0.930766,0.007548,[ 37 206] ; [ 19 103],[ 37.28219178 205.71780822] ; [ 18.71780822 103.28219178],0
a4,1,0.977016,0.00083,[100 157] ; [50 78],[100.12987013 156.87012987] ; [49.87012987 78.12987013],0
n3,1,0.993755,6.1e-05,[46 20] ; [30 13],[46.01834862 19.98165138] ; [29.98165138 13.01834862],0
u4,1,0.99495,4e-05,[  2 256] ; [  1 129],[  1.99484536 256.00515464] ; [  1.00515464 128.99484536],0
