Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,164.954288,[276   4] ; [11 22],[256.74121406  23.25878594] ; [30.25878594  2.74121406],1
n5,1,0.0,32.424298,[252  27] ; [18 15],[241.44230769  37.55769231] ; [28.55769231  4.44230769],1
p11,1,1e-06,24.947514,[247  34] ; [18 15],[237.14968153  43.85031847] ; [27.85031847  5.14968153],1
n6,1,0.00043,12.394953,[257  22] ; [24  9],[251.27884615  27.72115385] ; [29.72115385  3.27884615],1
r4,1,0.003311,8.627697,[267  14] ; [27  6],[263.10191083  17.89808917] ; [30.89808917  2.10191083],0
p7,1,0.006861,7.309057,[218  59] ; [19 14],[211.77096774  65.22903226] ; [25.22903226  7.77096774],0
a3,1,0.013978,6.040971,[216  64] ; [19 14],[210.22364217  69.77635783] ; [24.77635783  8.22364217],0
p8,1,0.016339,5.766042,[199  78] ; [17 16],[193.00645161  83.99354839] ; [22.99354839 10.00645161],0
p3,1,0.018233,5.573623,[201  80] ; [17 16],[195.08917197  85.91082803] ; [22.91082803 10.08917197],0
n4,1,0.024906,5.030396,[245  36] ; [24  9],[240.72929936  40.27070064] ; [28.27070064  4.72929936],0
d1,1,0.030111,4.702948,[197  84] ; [17 16],[191.50955414  89.49044586] ; [22.49044586 10.50955414],0
p2,1,0.038713,4.273433,[259  21] ; [27  6],[255.84664537  24.15335463] ; [30.15335463  2.84664537],0
r2,1,0.055002,3.682016,[266  12] ; [29  4],[263.6977492  14.3022508] ; [31.3022508  1.6977492],0
d4,1,0.075123,3.167371,[244  36] ; [25  8],[240.63897764  39.36102236] ; [28.36102236  4.63897764],0
p12,1,0.10681,2.600795,[ 35 245] ; [ 1 32],[ 32.20447284 247.79552716] ; [ 3.79552716 29.20447284],0
p5,1,0.109099,2.567227,[ 58 221] ; [ 3 30],[ 54.54807692 224.45192308] ; [ 6.45192308 26.54807692],0
b1,1,0.158297,1.990421,[109 172] ; [17 16],[112.75796178 168.24203822] ; [13.24203822 19.75796178],0
d5,1,0.16491,1.928615,[245  35] ; [26  7],[242.42811502  37.57188498] ; [28.57188498  4.42811502],0
r1,1,0.17048,1.878721,[238  42] ; [25  8],[235.2715655  44.7284345] ; [27.7284345  5.2715655],0
b5,1,0.17142,1.870478,[170 111] ; [24  9],[173.61146497 107.38853503] ; [20.38853503 12.61146497],0
p6,1,0.232139,1.427705,[152 125] ; [14 18],[148.80906149 128.19093851] ; [17.19093851 14.80906149],0
s5,1,0.252516,1.309328,[116 154] ; [10 21],[113.02325581 156.97674419] ; [12.97674419 18.02325581],0
n2,1,0.259175,1.273157,[27  9] ; [10  1],[28.34042553  7.65957447] ; [8.65957447 2.34042553],0
a6,1,0.283481,1.150327,[196  85] ; [20 13],[193.29936306  87.70063694] ; [22.70063694 10.29936306],0
a5,1,0.298941,1.078912,[226  55] ; [24  9],[223.72611465  57.27388535] ; [26.27388535  6.72611465],0
u4,1,0.319947,0.989164,[  8 273] ; [ 2 31],[  8.94904459 272.05095541] ; [ 1.05095541 31.94904459],0
r3,1,0.319947,0.989164,[273   8] ; [31  2],[272.05095541   8.94904459] ; [31.94904459  1.05095541],0
