Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,33.942857,[24 60] ; [53 17],[42. 42.] ; [35. 35.],1
s8,1,0.0,28.621595,[13 73] ; [39 31],[28.66666667 57.33333333] ; [23.33333333 46.66666667],1
s6,1,9e-06,19.744782,[35 50] ; [51 15],[48.41059603 36.58940397] ; [37.58940397 28.41059603],1
s7,1,2.3e-05,17.904689,[20 61] ; [40 28],[32.61744966 48.38255034] ; [27.38255034 40.61744966],1
s5,1,5.4e-05,16.303047,[11 72] ; [27 36],[21.60273973 61.39726027] ; [16.39726027 46.60273973],1
s4,1,0.002533,9.116397,[11 75] ; [23 47],[18.74358974 67.25641026] ; [15.25641026 54.74358974],0
u3,1,0.007991,7.035438,[11 28] ; [18 12],[16.39130435 22.60869565] ; [12.60869565 17.39130435],0
a5,1,0.015042,5.911543,[36 50] ; [43 27],[43.55128205 42.44871795] ; [35.44871795 34.55128205],0
v1,1,0.017871,5.608703,[29 55] ; [36 31],[36.1589404 47.8410596] ; [28.8410596 38.1589404],0
d4,1,0.022578,5.20072,[53 33] ; [55 15],[59.53846154 26.46153846] ; [48.46153846 21.53846154],0
p10,1,0.027534,4.857042,[58 26] ; [59 11],[63.81818182 20.18181818] ; [53.18181818 16.81818182],0
a1,1,0.040886,4.180731,[ 2 84] ; [ 7 63],[ 4.96153846 81.03846154] ; [ 4.03846154 65.96153846],0
d1,1,0.066616,3.364487,[27 59] ; [32 38],[32.52564103 53.47435897] ; [26.47435897 43.52564103],0
n3,1,0.083959,2.986553,[25  5] ; [13  8],[22.35294118  7.64705882] ; [15.64705882  5.35294118],0
p4,1,0.093701,2.809617,[42 43] ; [44 26],[47.16129032 37.83870968] ; [38.83870968 31.16129032],0
u1,1,0.148316,2.089488,[ 2 84] ; [ 5 65],[ 3.85897436 82.14102564] ; [ 3.14102564 66.85897436],0
p6,1,0.171543,1.869403,[26 57] ; [29 40],[30.03289474 52.96710526] ; [24.96710526 44.03289474],0
b5,1,0.179953,1.798015,[50 36] ; [48 22],[54.02564103 31.97435897] ; [43.97435897 26.02564103],0
b2,1,0.194324,1.684527,[17 28] ; [11 33],[14.15730337 30.84269663] ; [13.84269663 30.15730337],0
b3,1,0.194324,1.684527,[17 28] ; [11 33],[14.15730337 30.84269663] ; [13.84269663 30.15730337],0
p9,1,0.216631,1.526548,[70 16] ; [62  8],[72.76923077 13.23076923] ; [59.23076923 10.76923077],0
r2,1,0.233106,1.421808,[65 19] ; [57 10],[67.86754967 16.13245033] ; [54.13245033 12.86754967],0
v2,1,0.249291,1.327274,[32 54] ; [32 37],[35.50967742 50.49032258] ; [28.49032258 40.50967742],0
d3,1,0.257834,1.280347,[44 41] ; [42 27],[47.46753247 37.53246753] ; [38.53246753 30.46753247],0
n2,1,0.260545,1.265858,[20 10] ; [17  4],[21.76470588  8.23529412] ; [15.23529412  5.76470588],0
p3,1,0.295358,1.095035,[37 49] ; [36 34],[40.24358974 45.75641026] ; [32.75641026 37.24358974],0
a8,1,0.333507,0.935233,[ 7 74] ; [ 9 57],[ 8.81632653 72.18367347] ; [ 7.18367347 58.81632653],0
u2,1,0.38655,0.749767,[18 21] ; [17 13],[19.7826087 19.2173913] ; [15.2173913 14.7826087],0
s1,1,0.44975,0.571281,[ 1 84] ; [ 2 68],[ 1.64516129 83.35483871] ; [ 1.35483871 68.64516129],0
v4,1,0.469682,0.522724,[79  7] ; [61  8],[77.67741935  8.32258065] ; [62.32258065  6.67741935],0
p1,1,0.473394,0.514042,[ 6 80] ; [ 3 67],[ 4.96153846 81.03846154] ; [ 4.03846154 65.96153846],0
p5,1,0.478527,0.502218,[ 8 78] ; [ 9 61],[ 9.37179487 76.62820513] ; [ 7.62820513 62.37179487],0
v3,1,0.483533,0.490884,[23 63] ; [22 47],[24.96774194 61.03225806] ; [20.03225806 48.96774194],0
n5,1,0.585238,0.297843,[56 29] ; [49 21],[57.58064516 27.41935484] ; [47.41935484 22.58064516],0
n4,1,0.648885,0.207309,[56 30] ; [48 22],[57.33333333 28.66666667] ; [46.66666667 23.33333333],0
a2,1,0.685944,0.163511,[ 7 79] ; [ 7 63],[ 7.71794872 78.28205128] ; [ 6.28205128 63.71794872],0
b1,1,0.698022,0.150537,[33 53] ; [29 41],[34.17948718 51.82051282] ; [27.82051282 42.17948718],0
a3,1,0.706067,0.142237,[46 39] ; [40 30],[47.16129032 37.83870968] ; [38.83870968 31.16129032],0
n6,1,0.713461,0.134844,[68 18] ; [57 13],[68.91025641 17.08974359] ; [56.08974359 13.91025641],0
a6,1,0.755304,0.097128,[47 39] ; [40 30],[47.96153846 38.03846154] ; [39.03846154 30.96153846],0
b4,1,0.760855,0.092634,[50 36] ; [39 31],[49.06410256 36.93589744] ; [39.93589744 30.06410256],0
p12,1,0.777642,0.079746,[ 4 81] ; [ 4 66],[ 4.38709677 80.61290323] ; [ 3.61290323 66.38709677],0
a4,1,0.820966,0.051213,[26 60] ; [20 50],[25.35897436 60.64102564] ; [20.64102564 49.35897436],0
p8,1,0.856176,0.03285,[40 45] ; [31 37],[39.44444444 45.55555556] ; [31.55555556 36.44444444],0
r4,1,0.874878,0.024795,[53 33] ; [44 26],[53.47435897 32.52564103] ; [43.52564103 26.47435897],0
p11,1,0.88044,0.022624,[66 20] ; [53 17],[65.6025641 20.3974359] ; [53.3974359 16.6025641],0
d2,1,0.909374,0.012957,[29 57] ; [23 47],[28.66666667 57.33333333] ; [23.33333333 46.66666667],0
a7,1,0.923257,0.00928,[53 33] ; [42 27],[52.70967742 33.29032258] ; [42.29032258 26.70967742],0
n1,1,0.932514,0.007171,[10 19] ; [ 7 14],[ 9.86 19.14] ; [ 7.14 13.86],0
p7,1,0.95136,0.003721,[49 35] ; [40 28],[49.18421053 34.81578947] ; [39.81578947 28.18421053],0
d5,1,0.978283,0.000741,[60 26] ; [48 21],[59.92258065 26.07741935] ; [48.07741935 20.92258065],0
r3,1,0.987609,0.000241,[74 11] ; [61  9],[74.03225806 10.96774194] ; [60.96774194  9.03225806],0
